"relation_id","feature_id","cite_id"
363,1474,"citation231"
364,2199,"citation231"
365,24,"citation41"
366,749,"citation41"
367,1474,"citation41"
368,2199,"citation41"
369,24,"citation159"
370,749,"citation159"
371,1474,"citation159"
372,2199,"citation159"
373,25,"citation98"
374,750,"citation98"
375,1475,"citation98"
376,2200,"citation98"
377,25,"citation308"
378,750,"citation308"
379,1475,"citation308"
380,2200,"citation308"
381,25,"citation99"
382,750,"citation99"
383,1475,"citation99"
384,2200,"citation99"
385,25,"citation96"
386,750,"citation96"
387,1475,"citation96"
388,2200,"citation96"
389,25,"citation16"
390,750,"citation16"
391,1475,"citation16"
392,2200,"citation16"
393,26,"citation191"
394,751,"citation191"
395,1476,"citation191"
396,2201,"citation191"
397,27,"citation191"
398,752,"citation191"
399,1477,"citation191"
400,2202,"citation191"
401,28,"citation191"
402,753,"citation191"
403,1478,"citation191"
404,2203,"citation191"
405,29,"citation191"
406,754,"citation191"
407,1479,"citation191"
408,2204,"citation191"
409,30,"citation191"
410,755,"citation191"
411,1480,"citation191"
412,2205,"citation191"
413,31,"citation191"
414,756,"citation191"
415,1481,"citation191"
416,2206,"citation191"
417,32,"citation191"
418,757,"citation191"
419,1482,"citation191"
420,2207,"citation191"
421,33,"citation191"
422,758,"citation191"
423,1483,"citation191"
424,2208,"citation191"
425,34,"citation191"
426,759,"citation191"
427,1484,"citation191"
428,2209,"citation191"
429,35,"citation191"
430,760,"citation191"
431,1485,"citation191"
432,2210,"citation191"
433,36,"citation191"
434,761,"citation191"
435,1486,"citation191"
436,2211,"citation191"
437,37,"citation191"
438,762,"citation191"
439,1487,"citation191"
440,2212,"citation191"
441,38,"citation191"
442,763,"citation191"
443,1488,"citation191"
444,2213,"citation191"
445,39,"citation191"
446,764,"citation191"
447,1489,"citation191"
448,2214,"citation191"
449,40,"citation191"
450,765,"citation191"
451,1490,"citation191"
452,2215,"citation191"
453,41,"citation191"
454,766,"citation191"
455,1491,"citation191"
456,2216,"citation191"
457,42,"citation191"
458,767,"citation191"
459,1492,"citation191"
460,2217,"citation191"
461,43,"citation191"
462,768,"citation191"
463,1493,"citation191"
464,2218,"citation191"
465,44,"citation191"
466,769,"citation191"
467,1494,"citation191"
468,2219,"citation191"
469,45,"citation191"
470,770,"citation191"
471,1495,"citation191"
472,2220,"citation191"
473,46,"citation191"
474,771,"citation191"
475,1496,"citation191"
476,2221,"citation191"
477,47,"citation191"
478,772,"citation191"
479,1497,"citation191"
480,2222,"citation191"
481,48,"citation191"
482,773,"citation191"
483,1498,"citation191"
484,2223,"citation191"
485,49,"citation191"
486,774,"citation191"
487,1499,"citation191"
488,2224,"citation191"
489,50,"citation191"
490,775,"citation191"
491,1500,"citation191"
492,2225,"citation191"
493,51,"citation191"
494,776,"citation191"
495,1501,"citation191"
496,2226,"citation191"
497,52,"citation191"
498,777,"citation191"
499,1502,"citation191"
500,2227,"citation191"
501,53,"citation191"
502,778,"citation191"
503,1503,"citation191"
504,2228,"citation191"
505,54,"citation191"
506,779,"citation191"
507,1504,"citation191"
508,2229,"citation191"
509,55,"citation191"
510,780,"citation191"
511,1505,"citation191"
512,2230,"citation191"
513,56,"citation191"
514,781,"citation191"
515,1506,"citation191"
516,2231,"citation191"
517,57,"citation191"
518,782,"citation191"
519,1507,"citation191"
520,2232,"citation191"
521,58,"citation191"
522,783,"citation191"
523,1508,"citation191"
524,2233,"citation191"
525,59,"citation191"
526,784,"citation191"
527,1509,"citation191"
528,2234,"citation191"
529,60,"citation191"
530,785,"citation191"
531,1510,"citation191"
532,2235,"citation191"
533,61,"citation191"
534,786,"citation191"
535,1511,"citation191"
536,2236,"citation191"
537,62,"citation191"
538,787,"citation191"
539,1512,"citation191"
540,2237,"citation191"
541,63,"citation191"
542,788,"citation191"
543,1513,"citation191"
544,2238,"citation191"
545,64,"citation191"
546,789,"citation191"
547,1514,"citation191"
548,2239,"citation191"
549,65,"citation191"
550,790,"citation191"
551,1515,"citation191"
552,2240,"citation191"
553,66,"citation191"
554,791,"citation191"
555,1516,"citation191"
556,2241,"citation191"
557,67,"citation191"
558,792,"citation191"
559,1517,"citation191"
560,2242,"citation191"
561,68,"citation191"
562,793,"citation191"
563,1518,"citation191"
564,2243,"citation191"
565,69,"citation191"
566,794,"citation191"
567,1519,"citation191"
568,2244,"citation191"
569,70,"citation191"
570,795,"citation191"
571,1520,"citation191"
572,2245,"citation191"
573,71,"citation191"
574,796,"citation191"
575,1521,"citation191"
576,2246,"citation191"
577,72,"citation191"
578,797,"citation191"
579,1522,"citation191"
580,2247,"citation191"
581,73,"citation191"
582,798,"citation191"
583,1523,"citation191"
584,2248,"citation191"
585,74,"citation191"
586,799,"citation191"
587,1524,"citation191"
588,2249,"citation191"
589,75,"citation191"
590,800,"citation191"
591,1525,"citation191"
592,2250,"citation191"
593,76,"citation191"
594,801,"citation191"
595,1526,"citation191"
596,2251,"citation191"
597,77,"citation191"
598,802,"citation191"
599,1527,"citation191"
600,2252,"citation191"
601,78,"citation191"
602,803,"citation191"
603,1528,"citation191"
604,2253,"citation191"
605,79,"citation191"
606,804,"citation191"
607,1529,"citation191"
608,2254,"citation191"
609,80,"citation191"
610,805,"citation191"
611,1530,"citation191"
612,2255,"citation191"
613,81,"citation191"
614,806,"citation191"
615,1531,"citation191"
616,2256,"citation191"
617,82,"citation191"
618,807,"citation191"
619,1532,"citation191"
620,2257,"citation191"
621,83,"citation191"
622,808,"citation191"
623,1533,"citation191"
624,2258,"citation191"
625,84,"citation191"
626,809,"citation191"
627,1534,"citation191"
628,2259,"citation191"
629,85,"citation191"
630,810,"citation191"
631,1535,"citation191"
632,2260,"citation191"
633,86,"citation191"
634,811,"citation191"
635,1536,"citation191"
636,2261,"citation191"
637,87,"citation191"
638,812,"citation191"
639,1537,"citation191"
640,2262,"citation191"
641,88,"citation191"
642,813,"citation191"
643,1538,"citation191"
644,2263,"citation191"
645,89,"citation191"
646,814,"citation191"
647,1539,"citation191"
648,2264,"citation191"
649,90,"citation191"
650,815,"citation191"
651,1540,"citation191"
652,2265,"citation191"
653,91,"citation191"
654,816,"citation191"
655,1541,"citation191"
656,2266,"citation191"
657,92,"citation191"
658,817,"citation191"
659,1542,"citation191"
660,2267,"citation191"
661,93,"citation191"
662,818,"citation191"
663,1543,"citation191"
664,2268,"citation191"
665,94,"citation191"
666,819,"citation191"
667,1544,"citation191"
668,2269,"citation191"
669,95,"citation191"
670,820,"citation191"
671,1545,"citation191"
672,2270,"citation191"
673,96,"citation191"
674,821,"citation191"
675,1546,"citation191"
676,2271,"citation191"
677,97,"citation191"
678,822,"citation191"
679,1547,"citation191"
680,2272,"citation191"
681,98,"citation191"
682,823,"citation191"
683,1548,"citation191"
684,2273,"citation191"
685,99,"citation191"
686,824,"citation191"
687,1549,"citation191"
688,2274,"citation191"
689,100,"citation191"
690,825,"citation191"
691,1550,"citation191"
692,2275,"citation191"
693,101,"citation191"
694,826,"citation191"
695,1551,"citation191"
696,2276,"citation191"
697,102,"citation191"
698,827,"citation191"
699,1552,"citation191"
700,2277,"citation191"
701,103,"citation191"
702,828,"citation191"
703,1553,"citation191"
704,2278,"citation191"
705,104,"citation191"
706,829,"citation191"
707,1554,"citation191"
708,2279,"citation191"
709,105,"citation191"
710,830,"citation191"
711,1555,"citation191"
712,2280,"citation191"
713,106,"citation191"
714,831,"citation191"
715,1556,"citation191"
716,2281,"citation191"
717,107,"citation191"
718,832,"citation191"
719,1557,"citation191"
720,2282,"citation191"
721,108,"citation191"
722,833,"citation191"
723,1558,"citation191"
724,2283,"citation191"
725,109,"citation191"
726,834,"citation191"
727,1559,"citation191"
728,2284,"citation191"
729,110,"citation191"
730,835,"citation191"
731,1560,"citation191"
732,2285,"citation191"
733,111,"citation191"
734,836,"citation191"
735,1561,"citation191"
736,2286,"citation191"
737,112,"citation191"
738,837,"citation191"
739,1562,"citation191"
740,2287,"citation191"
741,113,"citation191"
742,838,"citation191"
743,1563,"citation191"
744,2288,"citation191"
745,114,"citation191"
746,839,"citation191"
747,1564,"citation191"
748,2289,"citation191"
749,115,"citation191"
750,840,"citation191"
751,1565,"citation191"
752,2290,"citation191"
753,116,"citation191"
754,841,"citation191"
755,1566,"citation191"
756,2291,"citation191"
757,117,"citation191"
758,842,"citation191"
759,1567,"citation191"
760,2292,"citation191"
761,118,"citation191"
762,843,"citation191"
763,1568,"citation191"
764,2293,"citation191"
765,119,"citation191"
766,844,"citation191"
767,1569,"citation191"
768,2294,"citation191"
769,120,"citation191"
770,845,"citation191"
771,1570,"citation191"
772,2295,"citation191"
773,121,"citation191"
774,846,"citation191"
775,1571,"citation191"
776,2296,"citation191"
777,122,"citation191"
778,847,"citation191"
779,1572,"citation191"
780,2297,"citation191"
781,123,"citation191"
782,848,"citation191"
783,1573,"citation191"
784,2298,"citation191"
785,124,"citation191"
786,849,"citation191"
787,1574,"citation191"
788,2299,"citation191"
789,125,"citation191"
790,850,"citation191"
791,1575,"citation191"
792,2300,"citation191"
793,126,"citation191"
794,851,"citation191"
795,1576,"citation191"
796,2301,"citation191"
797,127,"citation191"
798,852,"citation191"
799,1577,"citation191"
800,2302,"citation191"
801,128,"citation191"
802,853,"citation191"
803,1578,"citation191"
804,2303,"citation191"
805,129,"citation191"
806,854,"citation191"
807,1579,"citation191"
808,2304,"citation191"
809,130,"citation191"
810,855,"citation191"
811,1580,"citation191"
812,2305,"citation191"
813,131,"citation191"
814,856,"citation191"
815,1581,"citation191"
816,2306,"citation191"
817,132,"citation191"
818,857,"citation191"
819,1582,"citation191"
820,2307,"citation191"
821,133,"citation191"
822,858,"citation191"
823,1583,"citation191"
824,2308,"citation191"
825,134,"citation191"
826,859,"citation191"
827,1584,"citation191"
828,2309,"citation191"
829,135,"citation191"
830,860,"citation191"
831,1585,"citation191"
832,2310,"citation191"
833,136,"citation191"
834,861,"citation191"
835,1586,"citation191"
836,2311,"citation191"
837,137,"citation191"
838,862,"citation191"
839,1587,"citation191"
840,2312,"citation191"
841,138,"citation191"
842,863,"citation191"
843,1588,"citation191"
844,2313,"citation191"
845,139,"citation191"
846,864,"citation191"
847,1589,"citation191"
848,2314,"citation191"
849,140,"citation191"
850,865,"citation191"
851,1590,"citation191"
852,2315,"citation191"
853,141,"citation191"
854,866,"citation191"
855,1591,"citation191"
856,2316,"citation191"
857,142,"citation191"
858,867,"citation191"
859,1592,"citation191"
860,2317,"citation191"
861,143,"citation191"
862,868,"citation191"
863,1593,"citation191"
864,2318,"citation191"
865,144,"citation191"
866,869,"citation191"
867,1594,"citation191"
868,2319,"citation191"
869,145,"citation191"
870,870,"citation191"
871,1595,"citation191"
872,2320,"citation191"
873,146,"citation191"
874,871,"citation191"
875,1596,"citation191"
876,2321,"citation191"
877,147,"citation191"
878,872,"citation191"
879,1597,"citation191"
880,2322,"citation191"
881,148,"citation191"
882,873,"citation191"
883,1598,"citation191"
884,2323,"citation191"
885,149,"citation191"
886,874,"citation191"
887,1599,"citation191"
888,2324,"citation191"
889,150,"citation191"
890,875,"citation191"
891,1600,"citation191"
892,2325,"citation191"
893,151,"citation191"
894,876,"citation191"
895,1601,"citation191"
896,2326,"citation191"
897,152,"citation191"
898,877,"citation191"
899,1602,"citation191"
900,2327,"citation191"
901,153,"citation191"
902,878,"citation191"
903,1603,"citation191"
904,2328,"citation191"
905,154,"citation191"
906,879,"citation191"
907,1604,"citation191"
908,2329,"citation191"
909,155,"citation191"
910,880,"citation191"
911,1605,"citation191"
912,2330,"citation191"
913,156,"citation191"
914,881,"citation191"
915,1606,"citation191"
916,2331,"citation191"
917,157,"citation191"
918,882,"citation191"
919,1607,"citation191"
920,2332,"citation191"
921,158,"citation191"
922,883,"citation191"
923,1608,"citation191"
924,2333,"citation191"
925,159,"citation191"
926,884,"citation191"
927,1609,"citation191"
928,2334,"citation191"
929,160,"citation191"
930,885,"citation191"
931,1610,"citation191"
932,2335,"citation191"
933,161,"citation191"
934,886,"citation191"
935,1611,"citation191"
936,2336,"citation191"
937,162,"citation191"
938,887,"citation191"
939,1612,"citation191"
940,2337,"citation191"
941,163,"citation191"
942,888,"citation191"
943,1613,"citation191"
944,2338,"citation191"
945,164,"citation191"
946,889,"citation191"
947,1614,"citation191"
948,2339,"citation191"
949,165,"citation191"
950,890,"citation191"
951,1615,"citation191"
952,2340,"citation191"
953,166,"citation191"
954,891,"citation191"
955,1616,"citation191"
956,2341,"citation191"
957,167,"citation191"
958,892,"citation191"
959,1617,"citation191"
960,2342,"citation191"
961,168,"citation191"
962,893,"citation191"
963,1618,"citation191"
964,2343,"citation191"
965,169,"citation191"
966,894,"citation191"
967,1619,"citation191"
968,2344,"citation191"
969,170,"citation191"
970,895,"citation191"
971,1620,"citation191"
972,2345,"citation191"
973,171,"citation191"
974,896,"citation191"
975,1621,"citation191"
976,2346,"citation191"
977,172,"citation191"
978,897,"citation191"
979,1622,"citation191"
980,2347,"citation191"
981,173,"citation191"
982,898,"citation191"
983,1623,"citation191"
984,2348,"citation191"
985,174,"citation191"
986,899,"citation191"
987,1624,"citation191"
988,2349,"citation191"
989,175,"citation191"
990,900,"citation191"
991,1625,"citation191"
992,2350,"citation191"
993,176,"citation191"
994,901,"citation191"
995,1626,"citation191"
996,2351,"citation191"
997,177,"citation191"
998,902,"citation191"
999,1627,"citation191"
1000,2352,"citation191"
1001,178,"citation191"
1002,903,"citation191"
1003,1628,"citation191"
1004,2353,"citation191"
1005,179,"citation191"
1006,904,"citation191"
1007,1629,"citation191"
1008,2354,"citation191"
1009,180,"citation191"
1010,905,"citation191"
1011,1630,"citation191"
1012,2355,"citation191"
1013,181,"citation191"
1014,906,"citation191"
1015,1631,"citation191"
1016,2356,"citation191"
1017,182,"citation191"
1018,907,"citation191"
1019,1632,"citation191"
1020,2357,"citation191"
1021,183,"citation123"
1022,908,"citation123"
1023,1633,"citation123"
1024,2358,"citation123"
1025,183,"citation46"
1026,908,"citation46"
1027,1633,"citation46"
1028,2358,"citation46"
1029,184,"citation123"
1030,909,"citation123"
1031,1634,"citation123"
1032,2359,"citation123"
1033,185,"citation123"
1034,910,"citation123"
1035,1635,"citation123"
1036,2360,"citation123"
1037,186,"citation280"
1038,911,"citation280"
1039,1636,"citation280"
1040,2361,"citation280"
1041,186,"citation60"
1042,911,"citation60"
1043,1636,"citation60"
1044,2361,"citation60"
1045,186,"citation162"
1046,911,"citation162"
1047,1636,"citation162"
1048,2361,"citation162"
1049,187,"citation280"
1050,912,"citation280"
1051,1637,"citation280"
1052,2362,"citation280"
1053,187,"citation61"
1054,912,"citation61"
1055,1637,"citation61"
1056,2362,"citation61"
1057,187,"citation60"
1058,912,"citation60"
1059,1637,"citation60"
1060,2362,"citation60"
1061,187,"citation162"
1062,912,"citation162"
1063,1637,"citation162"
1064,2362,"citation162"
1065,187,"citation256"
1066,912,"citation256"
1067,1637,"citation256"
1068,2362,"citation256"
1069,187,"citation16"
1070,912,"citation16"
1071,1637,"citation16"
1072,2362,"citation16"
1073,188,"citation123"
1074,913,"citation123"
1075,1638,"citation123"
1076,2363,"citation123"
1077,188,"citation292"
1078,913,"citation292"
1079,1638,"citation292"
1080,2363,"citation292"
1081,189,"citation46"
1082,914,"citation46"
1083,1639,"citation46"
1084,2364,"citation46"
1085,190,"citation88"
1086,915,"citation88"
1087,1640,"citation88"
1088,2365,"citation88"
1089,190,"citation299"
1090,915,"citation299"
1091,1640,"citation299"
1092,2365,"citation299"
1093,190,"citation16"
1094,915,"citation16"
1095,1640,"citation16"
1096,2365,"citation16"
1097,191,"citation117"
1098,916,"citation117"
1099,1641,"citation117"
1100,2366,"citation117"
1101,191,"citation46"
1102,916,"citation46"
1103,1641,"citation46"
1104,2366,"citation46"
1105,192,"citation298"
1106,917,"citation298"
1107,1642,"citation298"
1108,2367,"citation298"
1109,192,"citation235"
1110,917,"citation235"
1111,1642,"citation235"
1112,2367,"citation235"
1113,192,"citation16"
1114,917,"citation16"
1115,1642,"citation16"
1116,2367,"citation16"
1117,193,"citation60"
1118,918,"citation60"
1119,1643,"citation60"
1120,2368,"citation60"
1121,193,"citation162"
1122,918,"citation162"
1123,1643,"citation162"
1124,2368,"citation162"
1125,193,"citation292"
1126,918,"citation292"
1127,1643,"citation292"
1128,2368,"citation292"
1129,194,"citation60"
1130,919,"citation60"
1131,1644,"citation60"
1132,2369,"citation60"
1133,194,"citation162"
1134,919,"citation162"
1135,1644,"citation162"
1136,2369,"citation162"
1137,194,"citation292"
1138,919,"citation292"
1139,1644,"citation292"
1140,2369,"citation292"
1141,195,"citation162"
1142,920,"citation162"
1143,1645,"citation162"
1144,2370,"citation162"
1145,195,"citation46"
1146,920,"citation46"
1147,1645,"citation46"
1148,2370,"citation46"
1149,195,"citation241"
1150,920,"citation241"
1151,1645,"citation241"
1152,2370,"citation241"
1153,195,"citation242"
1154,920,"citation242"
1155,1645,"citation242"
1156,2370,"citation242"
1157,196,"citation46"
1158,921,"citation46"
1159,1646,"citation46"
1160,2371,"citation46"
1161,197,"citation162"
1162,922,"citation162"
1163,1647,"citation162"
1164,2372,"citation162"
1165,197,"citation46"
1166,922,"citation46"
1167,1647,"citation46"
1168,2372,"citation46"
1169,198,"citation60"
1170,923,"citation60"
1171,1648,"citation60"
1172,2373,"citation60"
1173,198,"citation162"
1174,923,"citation162"
1175,1648,"citation162"
1176,2373,"citation162"
1177,199,"citation58"
1178,924,"citation58"
1179,1649,"citation58"
1180,2374,"citation58"
1181,199,"citation61"
1182,924,"citation61"
1183,1649,"citation61"
1184,2374,"citation61"
1185,199,"citation60"
1186,924,"citation60"
1187,1649,"citation60"
1188,2374,"citation60"
1189,199,"citation162"
1190,924,"citation162"
1191,1649,"citation162"
1192,2374,"citation162"
1193,200,"citation123"
1194,925,"citation123"
1195,1650,"citation123"
1196,2375,"citation123"
1197,201,"citation162"
1198,926,"citation162"
1199,1651,"citation162"
1200,2376,"citation162"
1201,201,"citation295"
1202,926,"citation295"
1203,1651,"citation295"
1204,2376,"citation295"
1205,202,"citation61"
1206,927,"citation61"
1207,1652,"citation61"
1208,2377,"citation61"
1209,202,"citation58"
1210,927,"citation58"
1211,1652,"citation58"
1212,2377,"citation58"
1213,202,"citation60"
1214,927,"citation60"
1215,1652,"citation60"
1216,2377,"citation60"
1217,203,"citation123"
1218,928,"citation123"
1219,1653,"citation123"
1220,2378,"citation123"
1221,204,"citation191"
1222,929,"citation191"
1223,1654,"citation191"
1224,2379,"citation191"
1225,206,"citation162"
1226,931,"citation162"
1227,1656,"citation162"
1228,2381,"citation162"
1229,206,"citation197"
1230,931,"citation197"
1231,1656,"citation197"
1232,2381,"citation197"
1233,207,"citation197"
1234,932,"citation197"
1235,1657,"citation197"
1236,2382,"citation197"
1237,207,"citation271"
1238,932,"citation271"
1239,1657,"citation271"
1240,2382,"citation271"
1241,208,"citation68"
1242,933,"citation68"
1243,1658,"citation68"
1244,2383,"citation68"
1245,208,"citation162"
1246,933,"citation162"
1247,1658,"citation162"
1248,2383,"citation162"
1249,208,"citation248"
1250,933,"citation248"
1251,1658,"citation248"
1252,2383,"citation248"
1253,208,"citation16"
1254,933,"citation16"
1255,1658,"citation16"
1256,2383,"citation16"
1257,209,"citation203"
1258,934,"citation203"
1259,1659,"citation203"
1260,2384,"citation203"
1261,209,"citation48"
1262,934,"citation48"
1263,1659,"citation48"
1264,2384,"citation48"
1265,209,"citation69"
1266,934,"citation69"
1267,1659,"citation69"
1268,2384,"citation69"
1269,210,"citation68"
1270,935,"citation68"
1271,1660,"citation68"
1272,2385,"citation68"
1273,210,"citation162"
1274,935,"citation162"
1275,1660,"citation162"
1276,2385,"citation162"
1277,210,"citation248"
1278,935,"citation248"
1279,1660,"citation248"
1280,2385,"citation248"
1281,210,"citation16"
1282,935,"citation16"
1283,1660,"citation16"
1284,2385,"citation16"
1285,211,"citation191"
1286,936,"citation191"
1287,1661,"citation191"
1288,2386,"citation191"
1289,212,"citation191"
1290,937,"citation191"
1291,1662,"citation191"
1292,2387,"citation191"
1293,213,"citation191"
1294,938,"citation191"
1295,1663,"citation191"
1296,2388,"citation191"
1297,214,"citation191"
1298,939,"citation191"
1299,1664,"citation191"
