relation_id,species_id,cite_id
848,Macronectes giganteus,citation162
849,Macronectes halli,citation60
850,Macronectes halli,citation162
851,Macronectes halli,citation292
852,Pachyptila belcheri,citation60
853,Pachyptila belcheri,citation162
854,Pachyptila crassirostris,citation162
855,Pachyptila desolata,citation58
856,Pachyptila desolata,citation60
857,Pachyptila desolata,citation162
858,Pachyptila salvini,citation58
859,Pachyptila salvini,citation60
860,Pachyptila salvini,citation162
861,Pachyptila salvini,citation292
862,Pachyptila salvini,citation293
863,Pachyptila turtur,citation60
864,Pachyptila turtur,citation162
865,Pachyptila turtur,citation292
866,Pachyptila turtur,citation293
867,Pachyptila vittata,citation60
868,Pachyptila vittata,citation162
869,Pachyptila vittata,citation292
870,Pachyptila vittata,citation293
871,Pagodroma nivea,citation31
872,Pagodroma nivea,citation135
873,Pagodroma nivea,citation58
874,Pagodroma nivea,citation162
875,Pagodroma nivea,citation46
876,Pelecanoides garnotii,citation292
877,Pelecanoides garnotii,citation46
878,Pelecanoides georgicus,citation60
879,Pelecanoides georgicus,citation292
880,Pelecanoides georgicus,citation293
881,Pelecanoides georgicus,citation46
882,Pelecanoides magellani,citation46
883,Pelecanoides urinatrix,citation58
884,Pelecanoides urinatrix,citation162
885,Pelecanoides urinatrix,citation292
886,Pelecanoides urinatrix,citation293
887,Pelecanoides urinatrix exsul,citation60
888,Procellaria aequinoctialis,citation60
889,Procellaria aequinoctialis,citation292
890,Procellaria aequinoctialis,citation293
891,Procellaria cinerea,citation60
892,Procellaria cinerea,citation162
893,Procellaria cinerea,citation292
894,Procellaria cinerea,citation293
895,Procellaria conspicillata,citation292
896,Procellaria conspicillata,citation293
897,Procellaria conspicillata,citation46
898,Procellaria parkinsoni,citation139
899,Procellaria parkinsoni,citation174
900,Procellaria parkinsoni,citation175
901,Procellaria parkinsoni,citation162
902,Procellaria parkinsoni,citation46
903,Procellaria westlandica,citation162
904,Procellaria westlandica,citation292
905,Procellaria westlandica,citation46
906,Procellaria westlandica,citation153
907,Pseudobulweria aterrima,citation292
908,Pseudobulweria aterrima,citation46
909,Pseudobulweria becki,citation123
910,Pseudobulweria becki,citation292
911,Pseudobulweria becki,citation218
912,Pseudobulweria macgillivrayi,citation292
913,Pseudobulweria macgillivrayi,citation46
914,Pseudobulweria rostrata,citation162
915,Pseudobulweria rostrata,citation292
916,Pterdroma occulta,citation140
917,Pterodroma alba,citation162
918,Pterodroma alba,citation46
919,Pterodroma arminjoniana,citation162
920,Pterodroma arminjoniana,citation46
921,Pterodroma atrata,citation46
922,Pterodroma axillaris,citation162
923,Pterodroma baraui,citation162
924,Pterodroma baraui,citation27
925,Pterodroma brevipes,citation46
926,Pterodroma cahow,citation292
927,Pterodroma cahow,citation46
928,Pterodroma caribbaea,citation46
929,Pterodroma cervicalis,citation162
930,Pterodroma cervicalis,citation110
931,Pterodroma cookii,citation162
932,Pterodroma defilippiana,citation46
933,Pterodroma deserta,citation191
934,Pterodroma externa,citation162
935,Pterodroma externa,citation46
936,Pterodroma feae,citation292
937,Pterodroma feae,citation46
938,Pterodroma gouldi,citation191
939,Pterodroma hasitata,citation292
940,Pterodroma hasitata,citation46
941,Pterodroma heraldica,citation162
942,Pterodroma heraldica,citation46
943,Pterodroma hypoleuca,citation106
944,Pterodroma hypoleuca,citation292
945,Pterodroma hypoleuca,citation254
946,Pterodroma hypoleuca,citation16
947,Pterodroma incerta,citation292
948,Pterodroma incerta,citation46
949,Pterodroma incerta,citation110
950,Pterodroma inexpectata,citation60
951,Pterodroma inexpectata,citation292
952,Pterodroma inexpectata,citation293
953,Pterodroma inexpectata,citation46
954,Pterodroma lessonii,citation60
955,Pterodroma lessonii,citation292
956,Pterodroma leucoptera,citation162
957,Pterodroma longirostris,citation162
958,Pterodroma longirostris,citation46
959,Pterodroma macroptera,citation291
960,Pterodroma macroptera,citation60
961,Pterodroma macroptera,citation292
962,Pterodroma madeira,citation292
963,Pterodroma madeira,citation46
964,Pterodroma madeira,citation22
965,Pterodroma magentae,citation162
966,Pterodroma magentae,citation292
967,Pterodroma magentae,citation46
968,Pterodroma magentae,citation144
969,Pterodroma mollis,citation60
970,Pterodroma mollis,citation162
971,Pterodroma mollis,citation292
972,Pterodroma neglecta,citation162
973,Pterodroma neglecta,citation292
974,Pterodroma nigripennis,citation162
975,Pterodroma phaeopygia,citation292
976,Pterodroma phaeopygia,citation293
977,Pterodroma phaeopygia,citation46
978,Pterodroma phaeopygia,citation263
979,Pterodroma pycrofti,citation162
980,Pterodroma pycrofti,citation46
981,Pterodroma rupinarum,citation191
982,Pterodroma sandwichensis,citation261
983,Pterodroma sandwichensis,citation262
984,Pterodroma sandwichensis,citation263
985,Pterodroma solandri,citation162
986,Pterodroma solandri,citation292
987,Pterodroma solandri,citation46
988,Pterodroma ultima,citation292
989,Pterodroma ultima,citation46
990,Pterodroma ultima,citation110
991,Puffinus assimilis,citation162
992,Puffinus assimilis,citation46
993,Puffinus auricularis,citation142
994,Puffinus auricularis,citation4
995,Puffinus bailloni,citation191
996,Puffinus bannermani,citation191
997,Puffinus bryani,citation219
998,Puffinus elegans,citation191
999,Puffinus gavia,citation162
1000,Puffinus gavia,citation46
1001,Puffinus gavia,citation151
1002,Puffinus heinrothi,citation292
1003,Puffinus heinrothi,citation46
1004,Puffinus huttoni,citation162
1005,Puffinus huttoni,citation64
1006,Puffinus lherminieri,citation119
1007,Puffinus lherminieri,citation162
1008,Puffinus lherminieri,citation46
1009,Puffinus mauretanicus,citation46
1010,Puffinus nativitatis,citation162
1011,Puffinus nativitatis,citation292
1012,Puffinus nativitatis,citation46
1013,Puffinus nativitatis,citation255
1014,Puffinus newelli,citation152
1015,Puffinus newelli,citation4
1016,Puffinus opisthomelas,citation292
1017,Puffinus opisthomelas,citation46
1018,Puffinus opisthomelas,citation151
1019,Puffinus persicus,citation191
1020,Puffinus puffinus,citation115
1021,Puffinus puffinus,citation116
1022,Puffinus puffinus,citation30
1023,Puffinus puffinus,citation60
1024,Puffinus puffinus,citation157
1025,Puffinus puffinus,citation110
1026,Puffinus puffinus,citation16
1027,Puffinus puffinus,citation34
1028,Puffinus puffinus,citation64
1029,Puffinus puffinus,citation33
1030,Puffinus subalaris,citation191
1031,Puffinus yelkouan,citation46
1032,Puffinus yelkouan,citation292
1033,Thalassoica antarctica,citation60
1034,Thalassoica antarctica,citation162
1035,Thalassoica antarctica,citation292
1036,Cladorhynchus leucocephalus,citation191
1037,Himantopus himantopus,citation191
1038,Himantopus novaezelandiae,citation191
1039,Recurvirostra americana,citation191
1040,Recurvirostra andina,citation191
1041,Recurvirostra avosetta,citation191
1042,Recurvirostra novaehollandiae,citation191
1043,Nycticryphes semicollaris,citation191
1044,Rostratula australis,citation191
1045,Rostratula benghalensis,citation191
1046,Actitis hypoleucos,citation191
1047,Actitis macularius,citation191
1048,Arenaria interpres,citation191
1049,Arenaria melanocephala,citation191
1050,Bartramia longicauda,citation191
1051,Calidris acuminata,citation191
1052,Calidris alba,citation191
1053,Calidris alpina,citation191
1054,Calidris bairdii,citation191
1055,Calidris canutus,citation191
1056,Calidris falcinellus,citation191
1057,Calidris ferruginea,citation191
1058,Calidris fuscicollis,citation191
1059,Calidris himantopus,citation191
1060,Calidris maritima,citation191
1061,Calidris mauri,citation191
1062,Calidris melanotos,citation191
1063,Calidris minuta,citation191
1064,Calidris minutilla,citation191
1065,Calidris ptilocnemis,citation191
1066,Calidris pugnax,citation191
1067,Calidris pusilla,citation191
1068,Calidris pygmaea,citation191
1069,Calidris ruficollis,citation191
1070,Calidris subminuta,citation191
1071,Calidris subruficollis,citation191
1072,Calidris temminckii,citation191
1073,Calidris tenuirostris,citation191
1074,Calidris virgata,citation191
1075,Coenocorypha aucklandica,citation191
1076,Coenocorypha barrierensis,citation191
1077,Coenocorypha huegeli,citation191
1078,Coenocorypha iredalei,citation191
1079,Coenocorypha pusilla,citation191
1080,Gallinago andina,citation191
1081,Gallinago delicata,citation191
1082,Gallinago gallinago,citation191
1083,Gallinago hardwickii,citation191
1084,Gallinago imperialis,citation191
1085,Gallinago jamesoni,citation191
1086,Gallinago macrodactyla,citation191
1087,Gallinago media,citation191
1088,Gallinago megala,citation191
1089,Gallinago nemoricola,citation191
1090,Gallinago nigripennis,citation191
1091,Gallinago nobilis,citation191
1092,Gallinago paraguaiae,citation191
1093,Gallinago solitaria,citation191
1094,Gallinago stenura,citation191
1095,Gallinago stricklandii,citation191
1096,Gallinago undulata,citation191
1097,Limnodromus griseus,citation191
1098,Limnodromus scolopaceus,citation191
1099,Limnodromus semipalmatus,citation191
1100,Limosa fedoa,citation191
1101,Limosa haemastica,citation191
1102,Limosa lapponica,citation191
1103,Limosa limosa,citation191
1104,Lymnocryptes minimus,citation191
1105,Numenius americanus,citation191
1106,Numenius arquata,citation191
1107,Numenius borealis,citation191
1108,Numenius madagascariensis,citation191
1109,Numenius minutus,citation191
1110,Numenius phaeopus,citation191
1111,Numenius tahitiensis,citation191
1112,Numenius tenuirostris,citation191
1113,Phalaropus fulicarius,citation191
1114,Phalaropus lobatus,citation191
1115,Prosobonia cancellata,citation191
1116,Prosobonia ellisi,citation191
1117,Prosobonia leucoptera,citation191
1118,Prosobonia parvirostris,citation191
1119,Scolopax bukidnonensis,citation191
1120,Scolopax celebensis,citation191
1121,Scolopax minor,citation191
1122,Scolopax mira,citation191
1123,Scolopax rochussenii,citation191
1124,Scolopax rosenbergii,citation191
1125,Scolopax rusticola,citation191
1126,Scolopax saturata,citation191
1127,Steganopus tricolor,citation191
1128,Tringa brevipes,citation191
1129,Tringa erythropus,citation191
1130,Tringa flavipes,citation191
1131,Tringa glareola,citation191
1132,Tringa guttifer,citation191
1133,Tringa incana,citation191
1134,Tringa melanoleuca,citation191
1135,Tringa nebularia,citation191
1136,Tringa ochropus,citation191
1137,Tringa semipalmata,citation191
1138,Tringa solitaria,citation191
1139,Tringa stagnatilis,citation191
1140,Tringa totanus,citation191
1141,Xenus cinereus,citation191
1142,Scopus umbretta,citation191
1143,Aptenodytes forsteri,citation60
1144,Aptenodytes forsteri,citation141
1145,Aptenodytes forsteri,citation148
1146,Aptenodytes forsteri,citation59
1147,Aptenodytes forsteri,citation162
1148,Aptenodytes forsteri,citation220
1149,Aptenodytes forsteri,citation129
1150,Aptenodytes forsteri,citation46
1151,Aptenodytes forsteri,citation143
1152,Aptenodytes patagonicus,citation270
1153,Aptenodytes patagonicus,citation59
1154,Aptenodytes patagonicus,citation15
1155,Aptenodytes patagonicus,citation187
1156,Aptenodytes patagonicus,citation162
1157,Aptenodytes patagonicus,citation163
1158,Aptenodytes patagonicus,citation296
1159,Aptenodytes patagonicus,citation245
1160,Aptenodytes patagonicus,citation203
1161,Aptenodytes patagonicus,citation143
1162,Eudyptes chrysocome,citation270
1163,Eudyptes chrysocome,citation60
1164,Eudyptes chrysocome,citation162
1165,Eudyptes chrysocome,citation303
1166,Eudyptes chrysocome,citation181
1167,Eudyptes chrysocome,citation143
1168,Eudyptes chrysolophus,citation61
1169,Eudyptes chrysolophus,citation60
1170,Eudyptes chrysolophus,citation163
1171,Eudyptes chrysolophus,citation303
1172,Eudyptes chrysolophus,citation107
1173,Eudyptes chrysolophus,citation42
1174,Eudyptes chrysolophus,citation70
1175,Eudyptes chrysolophus,citation143
1176,Eudyptes moseleyi,citation191
1177,Eudyptes pachyrhynchus,citation60
1178,Eudyptes pachyrhynchus,citation162
1179,Eudyptes pachyrhynchus,citation163
1180,Eudyptes pachyrhynchus,citation303
1181,Eudyptes robustus,citation60
1182,Eudyptes robustus,citation162
1183,Eudyptes robustus,citation303
1184,Eudyptes robustus,citation269
1185,Eudyptes robustus,citation119
1186,Eudyptes robustus,citation197
1187,Eudyptes schlegeli,citation162
1188,Eudyptes schlegeli,citation303
1189,Eudyptes sclateri,citation270
1190,Eudyptes sclateri,citation162
1191,Eudyptes sclateri,citation269
1192,Eudyptes sclateri,citation162
1193,Eudyptes sclateri,citation158
1194,Eudyptes sclateri,citation225
1195,Eudyptula minor,citation230
1196,Eudyptula minor,citation270
1197,Eudyptula minor,citation60
1198,Eudyptula minor,citation303
1199,Eudyptula minor,citation259
1200,Megadyptes antipodes,citation232
1201,Megadyptes antipodes,citation60
1202,Megadyptes antipodes,citation162
1203,Megadyptes antipodes,citation303
1204,Pygoscelis adeliae,citation276
1205,Pygoscelis adeliae,citation228
1206,Pygoscelis adeliae,citation60
1207,Pygoscelis adeliae,citation187
1208,Pygoscelis adeliae,citation162
1209,Pygoscelis adeliae,citation303
1210,Pygoscelis adeliae,citation85
1211,Pygoscelis adeliae,citation143
1212,Pygoscelis antarcticus,citation61
1213,Pygoscelis antarcticus,citation60
1214,Pygoscelis antarcticus,citation162
1215,Pygoscelis antarcticus,citation228
1216,Pygoscelis papua,citation61
1217,Pygoscelis papua,citation287
1218,Pygoscelis papua,citation162
1219,Pygoscelis papua,citation62
1220,Pygoscelis papua,citation303
1221,Spheniscus demersus,citation75
1222,Spheniscus demersus,citation163
1223,Spheniscus demersus,citation241
1224,Spheniscus demersus,citation303
1225,Spheniscus demersus,citation281
1226,Spheniscus humboldti,citation163
1227,Spheniscus magellanicus,citation162
1228,Spheniscus magellanicus,citation163
1229,Spheniscus magellanicus,citation303
1230,Spheniscus mendiculus,citation25
1231,Spheniscus mendiculus,citation163
1232,Spheniscus mendiculus,citation303
1233,Catharacta antarctica,citation40
1234,Catharacta antarctica,citation194
1235,Catharacta chilensis,citation40
1236,Catharacta chilensis,citation194
1237,Catharacta maccormicki,citation306
1238,Catharacta maccormicki,citation3
1239,Catharacta maccormicki,citation40
1240,Catharacta maccormicki,citation194
1241,Catharacta skua,citation92
1242,Catharacta skua,citation194
1243,Catharacta skua,citation227
1244,Catharacta skua,citation33
1245,Stercorarius longicaudus,citation194
1246,Stercorarius longicaudus,citation16
1247,Stercorarius parasiticus,citation193
1248,Stercorarius parasiticus,citation92
1249,Stercorarius parasiticus,citation93
1250,Stercorarius parasiticus,citation194
1251,Stercorarius parasiticus,citation301
1252,Stercorarius parasiticus,citation33
1253,Stercorarius parasiticus,citation206
1254,Stercorarius pomarinus,citation92
1255,Stercorarius pomarinus,citation194
1256,Stercorarius pomarinus,citation302
1257,Morus bassanus,citation183
1258,Morus bassanus,citation119
1259,Morus bassanus,citation170
1260,Morus bassanus,citation33
1261,Morus capensis,citation183
1262,Morus capensis,citation162
1263,Morus serrator,citation183
1264,Papasula abbotti,citation183
1265,Papasula abbotti,citation162
1266,Sula dactylatra,citation73
1267,Sula dactylatra,citation307
1268,Sula dactylatra,citation183
1269,Sula dactylatra,citation37
1270,Sula dactylatra,citation162
1271,Sula dactylatra,citation7
1272,Sula granti,citation183
1273,Sula granti,citation119
1274,Sula leucogaster,citation73
1275,Sula leucogaster,citation183
1276,Sula leucogaster,citation162
1277,Sula leucogaster,citation248
1278,Sula leucogaster,citation16
1279,Sula leucogaster,citation17
1280,Sula leucogaster,citation73
1281,Sula leucogaster,citation198
1282,Sula nebouxii,citation183
1283,Sula sula,citation183
1284,Sula sula,citation162
1285,Sula sula,citation250
1286,Sula variegata,citation183
1287,Attagis gayi,citation191
1288,Attagis malouinus,citation191
1289,Thinocorus orbignyianus,citation191
1290,Thinocorus rumicivorus,citation191
1291,Bostrychia bocagei,citation191
1292,Bostrychia carunculata,citation191
1293,Bostrychia hagedash,citation191
1294,Bostrychia olivacea,citation191
1295,Bostrychia rara,citation191
1296,Cercibis oxycerca,citation191
1297,Eudocimus albus,citation191
1298,Eudocimus ruber,citation191
1299,Geronticus calvus,citation191
1300,Geronticus eremita,citation191
1301,Lophotibis cristata,citation191
1302,Mesembrinibis cayennensis,citation191
1303,Nipponia nippon,citation191
1304,Phimosus infuscatus,citation191
1305,Platalea ajaja,citation191
1306,Platalea alba,citation191
1307,Platalea flavipes,citation191
1308,Platalea leucorodia,citation191
1309,Platalea minor,citation191
1310,Platalea regia,citation191
1311,Plegadis chihi,citation191
1312,Plegadis falcinellus,citation191
1313,Plegadis ridgwayi,citation191
1314,Pseudibis davisoni,citation191
1315,Pseudibis papillosa,citation191
1316,Thaumatibis gigantea,citation191
1317,Theristicus branickii,citation191
1318,Theristicus caerulescens,citation191
1319,Theristicus caudatus,citation191
1320,Theristicus melanopis,citation191
1321,Threskiornis aethiopicus,citation191
1322,Threskiornis bernieri,citation191
1323,Threskiornis melanocephalus,citation191
1324,Threskiornis moluccus,citation191
1325,Threskiornis solitarius,citation191
1326,Threskiornis spinicollis,citation191
1327,Ortyxelos meiffrenii,citation191
1328,Turnix castanotus,citation191
1329,Turnix everetti,citation191
1330,Turnix hottentottus,citation191
1331,Turnix maculosus,citation191
1332,Turnix melanogaster,citation191
1333,Turnix nanus,citation191
1334,Turnix nigricollis,citation191
1335,Turnix novaecaledoniae,citation191
1336,Turnix ocellatus,citation191
1337,Turnix olivii,citation191
1338,Turnix pyrrhothorax,citation191
1339,Turnix suscitator,citation191
1340,Turnix sylvaticus,citation191
1341,Turnix tanki,citation191
1342,Turnix varius,citation191
1343,Turnix velox,citation191
1344,Turnix worcesteri,citation191
