ord,fam,genus,species,subspecies,species_id,species_id_html,synonyms
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,,Pelecanoides urinatrix,Pelecanoidesurinatrix,
PROCELLARIIFORMES,PROCELLARIIDAE,Pelecanoides,urinatrix,exsul,Pelecanoides urinatrix exsul,Pelecanoidesurinatrixexsul,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,,Procellaria aequinoctialis,Procellariaaequinoctialis,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,cinerea,,Procellaria cinerea,Procellariacinerea,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,,Procellaria conspicillata,Procellariaconspicillata,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,,Procellaria parkinsoni,Procellariaparkinsoni,
PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,,Procellaria westlandica,Procellariawestlandica,
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,aterrima,,Pseudobulweria aterrima,Pseudobulweriaaterrima,Pterodroma aterrima aterrima
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,becki,,Pseudobulweria becki,Pseudobulweriabecki,Pterodroma becki becki
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,macgillivrayi,,Pseudobulweria macgillivrayi,Pseudobulweriamacgillivrayi,Pterodroma macgillivrayi macgillivrayi
PROCELLARIIFORMES,PROCELLARIIDAE,Pseudobulweria,rostrata,,Pseudobulweria rostrata,Pseudobulweriarostrata,Pterodroma rostrata rostrata
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,occulta,,Pterdroma occulta,Pterdromaocculta,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,alba,,Pterodroma alba,Pterodromaalba,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,,Pterodroma arminjoniana,Pterodromaarminjoniana,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,atrata,,Pterodroma atrata,Pterodromaatrata,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,axillaris,,Pterodroma axillaris,Pterodromaaxillaris,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,baraui,,Pterodroma baraui,Pterodromabaraui,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,brevipes,,Pterodroma brevipes,Pterodromabrevipes,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cahow,,Pterodroma cahow,Pterodromacahow,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,caribbaea,,Pterodroma caribbaea,Pterodromacaribbaea,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cervicalis,,Pterodroma cervicalis,Pterodromacervicalis,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,cookii,,Pterodroma cookii,Pterodromacookii,Pterodroma cooki cooki
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,defilippiana,,Pterodroma defilippiana,Pterodromadefilippiana,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,deserta,,Pterodroma deserta,Pterodromadeserta,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,externa,,Pterodroma externa,Pterodromaexterna,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,feae,,Pterodroma feae,Pterodromafeae,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,gouldi,,Pterodroma gouldi,Pterodromagouldi,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hasitata,,Pterodroma hasitata,Pterodromahasitata,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,heraldica,,Pterodroma heraldica,Pterodromaheraldica,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,hypoleuca,,Pterodroma hypoleuca,Pterodromahypoleuca,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,incerta,,Pterodroma incerta,Pterodromaincerta,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,inexpectata,,Pterodroma inexpectata,Pterodromainexpectata,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,lessonii,,Pterodroma lessonii,Pterodromalessonii,Pterodroma lessoni lessoni
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,leucoptera,,Pterodroma leucoptera,Pterodromaleucoptera,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,longirostris,,Pterodroma longirostris,Pterodromalongirostris,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,macroptera,,Pterodroma macroptera,Pterodromamacroptera,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,madeira,,Pterodroma madeira,Pterodromamadeira,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,magentae,,Pterodroma magentae,Pterodromamagentae,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,mollis,,Pterodroma mollis,Pterodromamollis,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,neglecta,,Pterodroma neglecta,Pterodromaneglecta,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,nigripennis,,Pterodroma nigripennis,Pterodromanigripennis,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,phaeopygia,,Pterodroma phaeopygia,Pterodromaphaeopygia,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,pycrofti,,Pterodroma pycrofti,Pterodromapycrofti,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,,Pterodroma rupinarum,Pterodromarupinarum,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,sandwichensis,,Pterodroma sandwichensis,Pterodromasandwichensis,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,solandri,,Pterodroma solandri,Pterodromasolandri,
PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,ultima,,Pterodroma ultima,Pterodromaultima,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,assimilis,,Puffinus assimilis,Puffinusassimilis,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,auricularis,,Puffinus auricularis,Puffinusauricularis,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bailloni,,Puffinus bailloni,Puffinusbailloni,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bannermani,,Puffinus bannermani,Puffinusbannermani,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,bryani,,Puffinus bryani,Puffinusbryani,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,elegans,,Puffinus elegans,Puffinuselegans,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,gavia,,Puffinus gavia,Puffinusgavia,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,heinrothi,,Puffinus heinrothi,Puffinusheinrothi,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,huttoni,,Puffinus huttoni,Puffinushuttoni,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,lherminieri,,Puffinus lherminieri,Puffinuslherminieri,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,mauretanicus,,Puffinus mauretanicus,Puffinusmauretanicus,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,nativitatis,,Puffinus nativitatis,Puffinusnativitatis,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,newelli,,Puffinus newelli,Puffinusnewelli,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,opisthomelas,,Puffinus opisthomelas,Puffinusopisthomelas,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,persicus,,Puffinus persicus,Puffinuspersicus,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,puffinus,,Puffinus puffinus,Puffinuspuffinus,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,subalaris,,Puffinus subalaris,Puffinussubalaris,
PROCELLARIIFORMES,PROCELLARIIDAE,Puffinus,yelkouan,,Puffinus yelkouan,Puffinusyelkouan,
PROCELLARIIFORMES,PROCELLARIIDAE,Thalassoica,antarctica,,Thalassoica antarctica,Thalassoicaantarctica,
CHARADRIIFORMES,RECURVIROSTRIDAE,Cladorhynchus,leucocephalus,,Cladorhynchus leucocephalus,Cladorhynchusleucocephalus,
CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,himantopus,,Himantopus himantopus,Himantopushimantopus,Himantopus leucocephalus|Himantopus mexicanus
CHARADRIIFORMES,RECURVIROSTRIDAE,Himantopus,novaezelandiae,,Himantopus novaezelandiae,Himantopusnovaezelandiae,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,americana,,Recurvirostra americana,Recurvirostraamericana,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,andina,,Recurvirostra andina,Recurvirostraandina,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,avosetta,,Recurvirostra avosetta,Recurvirostraavosetta,
CHARADRIIFORMES,RECURVIROSTRIDAE,Recurvirostra,novaehollandiae,,Recurvirostra novaehollandiae,Recurvirostranovaehollandiae,
CHARADRIIFORMES,ROSTRATULIDAE,Nycticryphes,semicollaris,,Nycticryphes semicollaris,Nycticryphessemicollaris,Nycticryphes semicollaris|Nycticryphes semicollaris|Rostratula semicollaris
CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,australis,,Rostratula australis,Rostratulaaustralis,
CHARADRIIFORMES,ROSTRATULIDAE,Rostratula,benghalensis,,Rostratula benghalensis,Rostratulabenghalensis,
CHARADRIIFORMES,SCOLOPACIDAE,Actitis,hypoleucos,,Actitis hypoleucos,Actitishypoleucos,Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos|Tringa hypoleucos hypoleucos
CHARADRIIFORMES,SCOLOPACIDAE,Actitis,macularius,,Actitis macularius,Actitismacularius,Actitis macularia macularia|Actitis macularia macularia|Tringa macularia macularia
CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,interpres,,Arenaria interpres,Arenariainterpres,
CHARADRIIFORMES,SCOLOPACIDAE,Arenaria,melanocephala,,Arenaria melanocephala,Arenariamelanocephala,
CHARADRIIFORMES,SCOLOPACIDAE,Bartramia,longicauda,,Bartramia longicauda,Bartramialongicauda,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,acuminata,,Calidris acuminata,Calidrisacuminata,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alba,,Calidris alba,Calidrisalba,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,alpina,,Calidris alpina,Calidrisalpina,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,bairdii,,Calidris bairdii,Calidrisbairdii,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,canutus,,Calidris canutus,Calidriscanutus,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,falcinellus,,Calidris falcinellus,Calidrisfalcinellus,Limicola falcinellus
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ferruginea,,Calidris ferruginea,Calidrisferruginea,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,fuscicollis,,Calidris fuscicollis,Calidrisfuscicollis,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,himantopus,,Calidris himantopus,Calidrishimantopus,Micropalama himantopus
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,maritima,,Calidris maritima,Calidrismaritima,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,mauri,,Calidris mauri,Calidrismauri,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,melanotos,,Calidris melanotos,Calidrismelanotos,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minuta,,Calidris minuta,Calidrisminuta,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,minutilla,,Calidris minutilla,Calidrisminutilla,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ptilocnemis,,Calidris ptilocnemis,Calidrisptilocnemis,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pugnax,,Calidris pugnax,Calidrispugnax,Philomachus pugnax
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pusilla,,Calidris pusilla,Calidrispusilla,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,pygmaea,,Calidris pygmaea,Calidrispygmaea,Eurynorhynchus pygmeus
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,ruficollis,,Calidris ruficollis,Calidrisruficollis,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subminuta,,Calidris subminuta,Calidrissubminuta,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,subruficollis,,Calidris subruficollis,Calidrissubruficollis,Tryngites subruficollis
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,temminckii,,Calidris temminckii,Calidristemminckii,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,tenuirostris,,Calidris tenuirostris,Calidristenuirostris,
CHARADRIIFORMES,SCOLOPACIDAE,Calidris,virgata,,Calidris virgata,Calidrisvirgata,Aphriza virgata
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,aucklandica,,Coenocorypha aucklandica,Coenocoryphaaucklandica,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,barrierensis,,Coenocorypha barrierensis,Coenocoryphabarrierensis,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,huegeli,,Coenocorypha huegeli,Coenocoryphahuegeli,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,iredalei,,Coenocorypha iredalei,Coenocoryphairedalei,
CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,pusilla,,Coenocorypha pusilla,Coenocoryphapusilla,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,andina,,Gallinago andina,Gallinagoandina,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,delicata,,Gallinago delicata,Gallinagodelicata,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,gallinago,,Gallinago gallinago,Gallinagogallinago,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,hardwickii,,Gallinago hardwickii,Gallinagohardwickii,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,imperialis,,Gallinago imperialis,Gallinagoimperialis,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,jamesoni,,Gallinago jamesoni,Gallinagojamesoni,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,macrodactyla,,Gallinago macrodactyla,Gallinagomacrodactyla,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,media,,Gallinago media,Gallinagomedia,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,megala,,Gallinago megala,Gallinagomegala,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nemoricola,,Gallinago nemoricola,Gallinagonemoricola,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nigripennis,,Gallinago nigripennis,Gallinagonigripennis,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nobilis,,Gallinago nobilis,Gallinagonobilis,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,paraguaiae,,Gallinago paraguaiae,Gallinagoparaguaiae,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,solitaria,,Gallinago solitaria,Gallinagosolitaria,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stenura,,Gallinago stenura,Gallinagostenura,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stricklandii,,Gallinago stricklandii,Gallinagostricklandii,
CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,undulata,,Gallinago undulata,Gallinagoundulata,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,griseus,,Limnodromus griseus,Limnodromusgriseus,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,scolopaceus,,Limnodromus scolopaceus,Limnodromusscolopaceus,
CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,semipalmatus,,Limnodromus semipalmatus,Limnodromussemipalmatus,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,fedoa,,Limosa fedoa,Limosafedoa,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,haemastica,,Limosa haemastica,Limosahaemastica,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,lapponica,,Limosa lapponica,Limosalapponica,
CHARADRIIFORMES,SCOLOPACIDAE,Limosa,limosa,,Limosa limosa,Limosalimosa,
CHARADRIIFORMES,SCOLOPACIDAE,Lymnocryptes,minimus,,Lymnocryptes minimus,Lymnocryptesminimus,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,americanus,,Numenius americanus,Numeniusamericanus,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,arquata,,Numenius arquata,Numeniusarquata,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,borealis,,Numenius borealis,Numeniusborealis,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,madagascariensis,,Numenius madagascariensis,Numeniusmadagascariensis,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,minutus,,Numenius minutus,Numeniusminutus,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,phaeopus,,Numenius phaeopus,Numeniusphaeopus,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tahitiensis,,Numenius tahitiensis,Numeniustahitiensis,
CHARADRIIFORMES,SCOLOPACIDAE,Numenius,tenuirostris,,Numenius tenuirostris,Numeniustenuirostris,
CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,fulicarius,,Phalaropus fulicarius,Phalaropusfulicarius,Phalaropus fulicaria fulicaria
CHARADRIIFORMES,SCOLOPACIDAE,Phalaropus,lobatus,,Phalaropus lobatus,Phalaropuslobatus,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,cancellata,,Prosobonia cancellata,Prosoboniacancellata,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,ellisi,,Prosobonia ellisi,Prosoboniaellisi,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,leucoptera,,Prosobonia leucoptera,Prosobonialeucoptera,
CHARADRIIFORMES,SCOLOPACIDAE,Prosobonia,parvirostris,,Prosobonia parvirostris,Prosoboniaparvirostris,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,bukidnonensis,,Scolopax bukidnonensis,Scolopaxbukidnonensis,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,celebensis,,Scolopax celebensis,Scolopaxcelebensis,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,minor,,Scolopax minor,Scolopaxminor,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,mira,,Scolopax mira,Scolopaxmira,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rochussenii,,Scolopax rochussenii,Scolopaxrochussenii,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rosenbergii,,Scolopax rosenbergii,Scolopaxrosenbergii,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,rusticola,,Scolopax rusticola,Scolopaxrusticola,
CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,saturata,,Scolopax saturata,Scolopaxsaturata,
CHARADRIIFORMES,SCOLOPACIDAE,Steganopus,tricolor,,Steganopus tricolor,Steganopustricolor,Phalaropus tricolor
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,brevipes,,Tringa brevipes,Tringabrevipes,Heteroscelus brevipes|Tringa brevipes
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,erythropus,,Tringa erythropus,Tringaerythropus,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,flavipes,,Tringa flavipes,Tringaflavipes,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,glareola,,Tringa glareola,Tringaglareola,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,guttifer,,Tringa guttifer,Tringaguttifer,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,incana,,Tringa incana,Tringaincana,Heteroscelus incanus
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,melanoleuca,,Tringa melanoleuca,Tringamelanoleuca,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,nebularia,,Tringa nebularia,Tringanebularia,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,ochropus,,Tringa ochropus,Tringaochropus,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,semipalmata,,Tringa semipalmata,Tringasemipalmata,Catoptrophorus semipalmatus
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,solitaria,,Tringa solitaria,Tringasolitaria,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,stagnatilis,,Tringa stagnatilis,Tringastagnatilis,
CHARADRIIFORMES,SCOLOPACIDAE,Tringa,totanus,,Tringa totanus,Tringatotanus,
CHARADRIIFORMES,SCOLOPACIDAE,Xenus,cinereus,,Xenus cinereus,Xenuscinereus,Tringa cinerea cinerea|Tringa terek terek
PELECANIFORMES,SCOPIDAE,Scopus,umbretta,,Scopus umbretta,Scopusumbretta,
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,forsteri,,Aptenodytes forsteri,Aptenodytesforsteri,
SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,patagonicus,,Aptenodytes patagonicus,Aptenodytespatagonicus,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysocome,,Eudyptes chrysocome,Eudypteschrysocome,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,chrysolophus,,Eudyptes chrysolophus,Eudypteschrysolophus,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,moseleyi,,Eudyptes moseleyi,Eudyptesmoseleyi,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,pachyrhynchus,,Eudyptes pachyrhynchus,Eudyptespachyrhynchus,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,robustus,,Eudyptes robustus,Eudyptesrobustus,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,schlegeli,,Eudyptes schlegeli,Eudyptesschlegeli,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptes,sclateri,,Eudyptes sclateri,Eudyptessclateri,
SPHENISCIFORMES,SPHENISCIDAE,Eudyptula,minor,,Eudyptula minor,Eudyptulaminor,
SPHENISCIFORMES,SPHENISCIDAE,Megadyptes,antipodes,,Megadyptes antipodes,Megadyptesantipodes,
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,adeliae,,Pygoscelis adeliae,Pygoscelisadeliae,
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,antarcticus,,Pygoscelis antarcticus,Pygoscelisantarcticus,Pygoscelis antarctica
SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,papua,,Pygoscelis papua,Pygoscelispapua,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,demersus,,Spheniscus demersus,Spheniscusdemersus,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,humboldti,,Spheniscus humboldti,Spheniscushumboldti,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,,Spheniscus magellanicus,Spheniscusmagellanicus,
SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,mendiculus,,Spheniscus mendiculus,Spheniscusmendiculus,
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,antarctica,,Catharacta antarctica,Catharactaantarctica,Catharacta lonnbergi|Stercorarius lonnbergi
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,chilensis,,Catharacta chilensis,Catharactachilensis,Stercorarius chilensis
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,maccormicki,,Catharacta maccormicki,Catharactamaccormicki,Stercorarius maccormicki|Stercorarius maccormicki maccormicki
CHARADRIIFORMES,STERCORARIIDAE,Catharacta,skua,,Catharacta skua,Catharactaskua,Stercorarius skua|Stercorarius skua skua
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,longicaudus,,Stercorarius longicaudus,Stercorariuslongicaudus,
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,parasiticus,,Stercorarius parasiticus,Stercorariusparasiticus,
CHARADRIIFORMES,STERCORARIIDAE,Stercorarius,pomarinus,,Stercorarius pomarinus,Stercorariuspomarinus,
SULIFORMES,SULIDAE,Morus,bassanus,,Morus bassanus,Morusbassanus,Sula bassana bassana
SULIFORMES,SULIDAE,Morus,capensis,,Morus capensis,Moruscapensis,Sula capensis capensis
SULIFORMES,SULIDAE,Morus,serrator,,Morus serrator,Morusserrator,Sula serrator serrator
SULIFORMES,SULIDAE,Papasula,abbotti,,Papasula abbotti,Papasulaabbotti,Sula abbotti abbotti
SULIFORMES,SULIDAE,Sula,dactylatra,,Sula dactylatra,Suladactylatra,
SULIFORMES,SULIDAE,Sula,granti,,Sula granti,Sulagranti,
SULIFORMES,SULIDAE,Sula,leucogaster,,Sula leucogaster,Sulaleucogaster,
SULIFORMES,SULIDAE,Sula,nebouxii,,Sula nebouxii,Sulanebouxii,
SULIFORMES,SULIDAE,Sula,sula,,Sula sula,Sulasula,
SULIFORMES,SULIDAE,Sula,variegata,,Sula variegata,Sulavariegata,
CHARADRIIFORMES,THINOCORIDAE,Attagis,gayi,,Attagis gayi,Attagisgayi,
CHARADRIIFORMES,THINOCORIDAE,Attagis,malouinus,,Attagis malouinus,Attagismalouinus,
CHARADRIIFORMES,THINOCORIDAE,Thinocorus,orbignyianus,,Thinocorus orbignyianus,Thinocorusorbignyianus,
CHARADRIIFORMES,THINOCORIDAE,Thinocorus,rumicivorus,,Thinocorus rumicivorus,Thinocorusrumicivorus,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,bocagei,,Bostrychia bocagei,Bostrychiabocagei,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,carunculata,,Bostrychia carunculata,Bostrychiacarunculata,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,hagedash,,Bostrychia hagedash,Bostrychiahagedash,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,olivacea,,Bostrychia olivacea,Bostrychiaolivacea,
PELECANIFORMES,THRESKIORNITHIDAE,Bostrychia,rara,,Bostrychia rara,Bostrychiarara,
PELECANIFORMES,THRESKIORNITHIDAE,Cercibis,oxycerca,,Cercibis oxycerca,Cercibisoxycerca,
PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,albus,,Eudocimus albus,Eudocimusalbus,
PELECANIFORMES,THRESKIORNITHIDAE,Eudocimus,ruber,,Eudocimus ruber,Eudocimusruber,
PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,calvus,,Geronticus calvus,Geronticuscalvus,
PELECANIFORMES,THRESKIORNITHIDAE,Geronticus,eremita,,Geronticus eremita,Geronticuseremita,
PELECANIFORMES,THRESKIORNITHIDAE,Lophotibis,cristata,,Lophotibis cristata,Lophotibiscristata,
PELECANIFORMES,THRESKIORNITHIDAE,Mesembrinibis,cayennensis,,Mesembrinibis cayennensis,Mesembrinibiscayennensis,
PELECANIFORMES,THRESKIORNITHIDAE,Nipponia,nippon,,Nipponia nippon,Nipponianippon,
PELECANIFORMES,THRESKIORNITHIDAE,Phimosus,infuscatus,,Phimosus infuscatus,Phimosusinfuscatus,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,ajaja,,Platalea ajaja,Plataleaajaja,Ajaia ajaja ajaja
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,alba,,Platalea alba,Plataleaalba,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,flavipes,,Platalea flavipes,Plataleaflavipes,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,leucorodia,,Platalea leucorodia,Platalealeucorodia,
PELECANIFORMES,THRESKIORNITHIDAE,Platalea,minor,,Platalea minor,Plataleaminor,
