brid,species_id,breeding_distribution_id,breeding_distribution,cite_id,username,dt
431,Oceanites oceanicus,1,P,citation311,grant,7/17/2016
432,Oceanites oceanicus,2,SP,citation311,grant,7/17/2016
433,Oceanites oceanicus chilensis,1,P,citation311,grant,7/17/2016
434,Oceanites oceanicus chilensis,2,SP,citation311,grant,7/17/2016
435,Oceanites oceanicus exasperatus,1,unknown,citation311,grant,7/17/2016
436,Oceanites oceanicus oceanicus,1,P,citation311,grant,7/17/2016
437,Oceanites oceanicus oceanicus,2,SP,citation311,grant,7/17/2016
438,Oceanites pincoyae,1,SP,citation311,grant,7/17/2016
439,Pelagodroma marina,1,STr,citation311,grant,7/17/2016
440,Pedionomus torquatus,1,unknown,citation311,grant,7/17/2016
441,Pelecanus conspicillatus,1,Tm,citation311,grant,7/17/2016
442,Pelecanus conspicillatus,2,STr,citation311,grant,7/17/2016
443,Pelecanus crispus,1,Tm,citation311,grant,7/17/2016
444,Pelecanus crispus,2,STr,citation311,grant,7/17/2016
445,Pelecanus erythrorhynchos,1,Tm,citation311,grant,7/17/2016
446,Pelecanus occidentalis,1,Tm,citation311,grant,7/17/2016
447,Pelecanus occidentalis,2,STr,citation311,grant,7/17/2016
448,Pelecanus onocrotalus,1,Tm-Tr,citation311,grant,7/17/2016
449,Pelecanus philippensis,1,STr,citation311,grant,7/17/2016
450,Pelecanus philippensis,2,Tr,citation311,grant,7/17/2016
451,Pelecanus rufescens,1,STr,citation311,grant,7/17/2016
452,Pelecanus rufescens,2,Tr,citation311,grant,7/17/2016
453,Pelecanus thagus,1,unknown,citation311,grant,7/17/2016
454,Phaethon aethereus,1,STr,citation311,grant,7/17/2016
455,Phaethon aethereus,2,Tr,citation311,grant,7/17/2016
456,Phaethon lepturus,1,STr,citation311,grant,7/17/2016
457,Phaethon lepturus,2,Tr,citation311,grant,7/17/2016
458,Phaethon rubricauda,1,STr,citation311,grant,7/17/2016
459,Phaethon rubricauda,2,Tr,citation311,grant,7/17/2016
460,Microcarbo africanus,1,STr,citation311,grant,7/17/2016
461,Microcarbo africanus,2,Tr,citation311,grant,7/17/2016
462,Microcarbo coronatus,1,Tm,citation311,grant,7/17/2016
463,Microcarbo melanoleucos,1,Tm,citation311,grant,7/17/2016
464,Microcarbo melanoleucos,2,STr,citation311,grant,7/17/2016
465,Microcarbo niger,1,STr,citation311,grant,7/17/2016
466,Microcarbo niger,2,Tr,citation311,grant,7/17/2016
467,Microcarbo pygmaeus,1,Tm,citation311,grant,7/17/2016
468,Microcarbo pygmaeus,2,STr,citation311,grant,7/17/2016
469,Phalacrocorax bransfieldensis,1,P,citation311,grant,7/17/2016
470,Phalacrocorax bransfieldensis,2,SP,citation311,grant,7/17/2016
471,Phalacrocorax georgianus,1,SP,citation311,grant,7/17/2016
472,Phalacrocorax aristotelis,1,Tm,citation311,grant,7/17/2016
473,Phalacrocorax atriceps,1,SP,citation311,grant,7/17/2016
474,Phalacrocorax auritus,1,Tm,citation311,grant,7/17/2016
475,Phalacrocorax auritus,2,STr,citation311,grant,7/17/2016
476,Phalacrocorax bougainvilliorum,1,Tm,citation311,grant,7/17/2016
477,Phalacrocorax bougainvilliorum,2,Str,citation311,grant,7/17/2016
478,Phalacrocorax brasilianus,1,STr,citation311,grant,7/17/2016
479,Phalacrocorax brasilianus,2,Tr,citation311,grant,7/17/2016
480,Phalacrocorax campbelli,1,Tm,citation311,grant,7/17/2016
481,Phalacrocorax capensis,1,STr,citation311,grant,7/17/2016
482,Phalacrocorax capillatus,1,STr,citation311,grant,7/17/2016
483,Phalacrocorax carbo,1,Tm,citation311,grant,7/17/2016
484,Phalacrocorax carbo,2,STr,citation311,grant,7/17/2016
485,Phalacrocorax carunculatus,1,Tm,citation311,grant,7/17/2016
486,Phalacrocorax chalconotus,1,Tm,citation311,grant,7/17/2016
487,Phalacrocorax colensoi,1,Tm,citation311,grant,7/17/2016
488,Phalacrocorax featherstoni,1,Tm,citation311,grant,7/17/2016
489,Phalacrocorax fuscescens,1,Tm,citation311,grant,7/17/2016
490,Phalacrocorax fuscicollis,1,STr,citation311,grant,7/17/2016
491,Phalacrocorax fuscicollis,2,Tr,citation311,grant,7/17/2016
492,Phalacrocorax gaimardi,1,STr,citation311,grant,7/17/2016
493,Phalacrocorax gaimardi,2,Tr,citation311,grant,7/17/2016
494,Phalacrocorax harrisi,1,Tr,citation311,grant,7/17/2016
495,Phalacrocorax magellanicus,1,Tm,citation311,grant,7/17/2016
496,Phalacrocorax neglectus,1,Tm,citation311,grant,7/17/2016
497,Phalacrocorax neglectus,2,STr,citation311,grant,7/17/2016
498,Phalacrocorax nigrogularis,1,STr,citation311,grant,7/17/2016
499,Phalacrocorax onslowi,1,Tm,citation311,grant,7/17/2016
500,Phalacrocorax pelagicus,1,Tm,citation311,grant,7/17/2016
501,Phalacrocorax penicillatus,1,Tm,citation311,grant,7/17/2016
502,Phalacrocorax penicillatus,2,STr,citation311,grant,7/17/2016
503,Phalacrocorax perspicillatus,1,unknown,citation311,grant,7/17/2016
504,Phalacrocorax punctatus,1,Tm,citation311,grant,7/17/2016
505,Phalacrocorax ranfurlyi,1,Tm,citation311,grant,7/17/2016
506,Phalacrocorax sulcirostris,1,Tm,citation311,grant,7/17/2016
507,Phalacrocorax sulcirostris,2,STr,citation311,grant,7/17/2016
508,Phalacrocorax urile,1,Tm,citation311,grant,7/17/2016
509,Phalacrocorax varius,1,Tm,citation311,grant,7/17/2016
510,Phalacrocorax verrucosus,1,P,citation311,grant,7/17/2016
511,Phalacrocorax verrucosus,2,SP,citation311,grant,7/17/2016
512,Pluvianellus socialis,1,unknown,citation311,grant,7/17/2016
513,Pluvianus aegyptius,1,unknown,citation311,grant,7/17/2016
514,Aphrodroma brevirostris,1,Tm,citation311,grant,7/17/2016
515,Aphrodroma brevirostris,2,SP,citation311,grant,7/17/2016
516,Ardenna bulleri,1,STr,citation311,grant,7/17/2016
517,Ardenna carneipes,1,STr,citation311,grant,7/17/2016
518,Ardenna creatopus,1,STr,citation311,grant,7/17/2016
519,Ardenna gravis,1,Tm,citation311,grant,7/17/2016
520,Ardenna gravis,2,STr,citation311,grant,7/17/2016
521,Ardenna grisea,1,Tm,citation311,grant,7/17/2016
522,Ardenna pacifica,1,STr,citation311,grant,7/17/2016
523,Ardenna pacifica,2,Tr,citation311,grant,7/17/2016
524,Ardenna tenuirostris,1,STr,citation311,grant,7/17/2016
525,Bulweria bifax,1,unknown,citation311,grant,7/17/2016
526,Bulweria bulwerii,1,STr,citation311,grant,7/17/2016
527,Bulweria bulwerii,2,Tr,citation311,grant,7/17/2016
528,Bulweria fallax,1,Tr,citation311,grant,7/17/2016
529,Calonectris borealis,1,Tm,citation311,grant,7/17/2016
530,Calonectris borealis,2,STr,citation311,grant,7/17/2016
531,Calonectris diomedea,1,Tm,citation311,grant,7/17/2016
532,Calonectris diomedea,2,STr,citation311,grant,7/17/2016
533,Calonectris edwardsii,1,STr,citation311,grant,7/17/2016
534,Calonectris leucomelas,1,STr,citation311,grant,7/17/2016
535,Calonectris leucomelas,2,Tr,citation311,grant,7/17/2016
536,Daption capense,1,P,citation311,grant,7/17/2016
537,Daption capense,2,SP,citation311,grant,7/17/2016
538,Fulmarus glacialis,1,P-Tm,citation311,grant,7/17/2016
539,Fulmarus glacialoides,1,P,citation311,grant,7/17/2016
540,Fulmarus glacialoides,2,SP,citation311,grant,7/17/2016
541,Halobaena caerulea,1,SP-Tm,citation311,grant,7/17/2016
542,Macronectes giganteus,1,P-Tm,citation311,grant,7/17/2016
543,Macronectes halli,1,SP,citation311,grant,7/17/2016
544,Pachyptila belcheri,1,SP,citation311,grant,7/17/2016
545,Pachyptila belcheri,2,Tm,citation311,grant,7/17/2016
546,Pachyptila crassirostris,1,Tm,citation311,grant,7/17/2016
547,Pachyptila desolata,1,P,citation311,grant,7/17/2016
548,Pachyptila desolata,2,SP,citation311,grant,7/17/2016
549,Pachyptila salvini,1,SP,citation311,grant,7/17/2016
550,Pachyptila salvini,2,Tm,citation311,grant,7/17/2016
551,Pachyptila turtur,1,SP-STr,citation311,grant,7/17/2016
552,Pachyptila vittata,1,Tm,citation311,grant,7/17/2016
553,Pagodroma nivea,1,P,citation311,grant,7/17/2016
554,Pelecanoides garnotii,1,Tm,citation311,grant,7/17/2016
555,Pelecanoides garnotii,2,STr,citation311,grant,7/17/2016
556,Pelecanoides georgicus,1,Tm,citation311,grant,7/17/2016
557,Pelecanoides magellani,1,Tm,citation311,grant,7/17/2016
558,Pelecanoides urinatrix,1,Tm,citation311,grant,7/17/2016
559,Pelecanoides urinatrix exsul,1,unknown,citation311,grant,7/17/2016
560,Procellaria aequinoctialis,1,SP,citation311,grant,7/17/2016
561,Procellaria aequinoctialis,2,Tm,citation311,grant,7/17/2016
562,Procellaria cinerea,1,SP,citation311,grant,7/17/2016
563,Procellaria cinerea,2,Tm,citation311,grant,7/17/2016
564,Procellaria conspicillata,1,Tm,citation311,grant,7/17/2016
565,Procellaria parkinsoni,1,Tm,citation311,grant,7/17/2016
566,Procellaria westlandica,1,Tm,citation311,grant,7/17/2016
567,Pseudobulweria aterrima,1,STr,citation311,grant,7/17/2016
568,Pseudobulweria becki,1,Tr,citation311,grant,7/17/2016
569,Pseudobulweria macgillivrayi,1,STr,citation311,grant,7/17/2016
570,Pseudobulweria rostrata,1,Tm,citation311,grant,7/17/2016
571,Pseudobulweria rostrata,2,STr,citation311,grant,7/17/2016
572,Pterdroma occulta,1,STr,citation311,grant,7/17/2016
573,Pterodroma alba,1,STr,citation311,grant,7/17/2016
574,Pterodroma alba,2,Tr,citation311,grant,7/17/2016
575,Pterodroma arminjoniana,1,STr,citation311,grant,7/17/2016
576,Pterodroma arminjoniana,2,Tr,citation311,grant,7/17/2016
577,Pterodroma atrata,1,STr,citation311,grant,7/17/2016
578,Pterodroma axillaris,1,Tm,citation311,grant,7/17/2016
579,Pterodroma baraui,1,STr,citation311,grant,7/17/2016
580,Pterodroma baraui,2,Tr,citation311,grant,7/17/2016
581,Pterodroma brevipes,1,Tr,citation311,grant,7/17/2016
582,Pterodroma cahow,1,STr,citation311,grant,7/17/2016
583,Pterodroma caribbaea,1,Tr,citation311,grant,7/17/2016
584,Pterodroma cervicalis,1,Tm,citation311,grant,7/17/2016
585,Pterodroma cookii,1,STr,citation311,grant,7/17/2016
586,Pterodroma defilippiana,1,STr,citation311,grant,7/17/2016
587,Pterodroma deserta,1,unknown,citation311,grant,7/17/2016
588,Pterodroma externa,1,STr,citation311,grant,7/17/2016
589,Pterodroma externa,2,Tr,citation311,grant,7/17/2016
590,Pterodroma feae,1,STr,citation311,grant,7/17/2016
591,Pterodroma gouldi,1,unknown,citation311,grant,7/17/2016
592,Pterodroma hasitata,1,STr,citation311,grant,7/17/2016
593,Pterodroma heraldica,1,STr,citation311,grant,7/17/2016
594,Pterodroma heraldica,2,Tr,citation311,grant,7/17/2016
595,Pterodroma hypoleuca,1,STr,citation311,grant,7/17/2016
596,Pterodroma incerta,1,Tm,citation311,grant,7/17/2016
597,Pterodroma inexpectata,1,SP,citation311,grant,7/17/2016
598,Pterodroma inexpectata,2,Tm,citation311,grant,7/17/2016
599,Pterodroma lessonii,1,Tm,citation311,grant,7/17/2016
600,Pterodroma lessonii,2,SP,citation311,grant,7/17/2016
601,Pterodroma leucoptera,1,Tm-Tr,citation311,grant,7/17/2016
602,Pterodroma longirostris,1,SP-STr,citation311,grant,7/17/2016
603,Pterodroma macroptera,1,Tm,citation311,grant,7/17/2016
604,Pterodroma madeira,1,STr,citation311,grant,7/17/2016
605,Pterodroma magentae,1,Tm,citation311,grant,7/17/2016
606,Pterodroma magentae,2,STr,citation311,grant,7/17/2016
607,Pterodroma mollis,1,SP,citation311,grant,7/17/2016
608,Pterodroma mollis,2,Tm,citation311,grant,7/17/2016
609,Pterodroma neglecta,1,STr,citation311,grant,7/17/2016
610,Pterodroma neglecta,2,Tr,citation311,grant,7/17/2016
611,Pterodroma nigripennis,1,STr,citation311,grant,7/17/2016
612,Pterodroma nigripennis,2,Tr,citation311,grant,7/17/2016
613,Pterodroma phaeopygia,1,Tr,citation311,grant,7/17/2016
614,Pterodroma pycrofti,1,Tm,citation311,grant,7/17/2016
615,Pterodroma rupinarum,1,unknown,citation311,grant,7/17/2016
616,Pterodroma sandwichensis,1,Tr,citation311,grant,7/17/2016
617,Pterodroma solandri,1,Tm,citation311,grant,7/17/2016
618,Pterodroma solandri,2,STr,citation311,grant,7/17/2016
619,Pterodroma ultima,1,STr,citation311,grant,7/17/2016
620,Pterodroma ultima,2,Tr,citation311,grant,7/17/2016
621,Puffinus assimilis,1,Tm,citation311,grant,7/17/2016
622,Puffinus assimilis,2,STr,citation311,grant,7/17/2016
623,Puffinus auricularis,1,Tr,citation311,grant,7/17/2016
624,Puffinus bailloni,1,unknown,citation311,grant,7/17/2016
625,Puffinus bannermani,1,unknown,citation311,grant,7/17/2016
626,Puffinus bryani,1,unknown,citation311,grant,7/17/2016
627,Puffinus elegans,1,unknown,citation311,grant,7/17/2016
628,Puffinus gavia,1,Tm,citation311,grant,7/17/2016
629,Puffinus gavia,2,STr,citation311,grant,7/17/2016
630,Puffinus heinrothi,1,Tr,citation311,grant,7/17/2016
631,Puffinus huttoni,1,STr,citation311,grant,7/17/2016
632,Puffinus lherminieri,1,STr,citation311,grant,7/17/2016
633,Puffinus lherminieri,2,Tr,citation311,grant,7/17/2016
634,Puffinus mauretanicus,1,Tm,citation311,grant,7/17/2016
635,Puffinus nativitatis,1,STr,citation311,grant,7/17/2016
636,Puffinus nativitatis,2,Tr,citation311,grant,7/17/2016
637,Puffinus newelli,1,Tr,citation311,grant,7/17/2016
638,Puffinus opisthomelas,1,STr,citation311,grant,7/17/2016
639,Puffinus persicus,1,unknown,citation311,grant,7/17/2016
640,Puffinus puffinus,1,SP,citation311,grant,7/17/2016
641,Puffinus puffinus,2,Tm,citation311,grant,7/17/2016
642,Puffinus subalaris,1,unknown,citation311,grant,7/17/2016
643,Puffinus yelkouan,1,Tm,citation311,grant,7/17/2016
644,Thalassoica antarctica,1,P,citation311,grant,7/17/2016
645,Thalassoica antarctica,2,SP,citation311,grant,7/17/2016
646,Cladorhynchus leucocephalus,1,unknown,citation311,grant,7/17/2016
647,Himantopus himantopus,1,unknown,citation311,grant,7/17/2016
648,Himantopus novaezelandiae,1,unknown,citation311,grant,7/17/2016
649,Recurvirostra americana,1,unknown,citation311,grant,7/17/2016
650,Recurvirostra andina,1,unknown,citation311,grant,7/17/2016
651,Recurvirostra avosetta,1,unknown,citation311,grant,7/17/2016
652,Recurvirostra novaehollandiae,1,unknown,citation311,grant,7/17/2016
653,Nycticryphes semicollaris,1,unknown,citation311,grant,7/17/2016
654,Rostratula australis,1,unknown,citation311,grant,7/17/2016
655,Rostratula benghalensis,1,unknown,citation311,grant,7/17/2016
656,Actitis hypoleucos,1,unknown,citation311,grant,7/17/2016
657,Actitis macularius,1,unknown,citation311,grant,7/17/2016
658,Arenaria interpres,1,unknown,citation311,grant,7/17/2016
659,Arenaria melanocephala,1,unknown,citation311,grant,7/17/2016
660,Bartramia longicauda,1,unknown,citation311,grant,7/17/2016
661,Calidris acuminata,1,unknown,citation311,grant,7/17/2016
662,Calidris alba,1,unknown,citation311,grant,7/17/2016
663,Calidris alpina,1,unknown,citation311,grant,7/17/2016
664,Calidris bairdii,1,unknown,citation311,grant,7/17/2016
665,Calidris canutus,1,unknown,citation311,grant,7/17/2016
666,Calidris falcinellus,1,unknown,citation311,grant,7/17/2016
667,Calidris ferruginea,1,unknown,citation311,grant,7/17/2016
668,Calidris fuscicollis,1,unknown,citation311,grant,7/17/2016
669,Calidris himantopus,1,unknown,citation311,grant,7/17/2016
670,Calidris maritima,1,unknown,citation311,grant,7/17/2016
671,Calidris mauri,1,unknown,citation311,grant,7/17/2016
672,Calidris melanotos,1,unknown,citation311,grant,7/17/2016
673,Calidris minuta,1,unknown,citation311,grant,7/17/2016
674,Calidris minutilla,1,unknown,citation311,grant,7/17/2016
675,Calidris ptilocnemis,1,unknown,citation311,grant,7/17/2016
676,Calidris pugnax,1,unknown,citation311,grant,7/17/2016
677,Calidris pusilla,1,unknown,citation311,grant,7/17/2016
678,Calidris pygmaea,1,unknown,citation311,grant,7/17/2016
679,Calidris ruficollis,1,unknown,citation311,grant,7/17/2016
680,Calidris subminuta,1,unknown,citation311,grant,7/17/2016
681,Calidris subruficollis,1,unknown,citation311,grant,7/17/2016
682,Calidris temminckii,1,unknown,citation311,grant,7/17/2016
683,Calidris tenuirostris,1,unknown,citation311,grant,7/17/2016
684,Calidris virgata,1,unknown,citation311,grant,7/17/2016
685,Coenocorypha aucklandica,1,unknown,citation311,grant,7/17/2016
686,Coenocorypha barrierensis,1,unknown,citation311,grant,7/17/2016
687,Coenocorypha huegeli,1,unknown,citation311,grant,7/17/2016
688,Coenocorypha iredalei,1,unknown,citation311,grant,7/17/2016
689,Coenocorypha pusilla,1,unknown,citation311,grant,7/17/2016
690,Gallinago andina,1,unknown,citation311,grant,7/17/2016
691,Gallinago delicata,1,unknown,citation311,grant,7/17/2016
692,Gallinago gallinago,1,unknown,citation311,grant,7/17/2016
693,Gallinago hardwickii,1,unknown,citation311,grant,7/17/2016
694,Gallinago imperialis,1,unknown,citation311,grant,7/17/2016
695,Gallinago jamesoni,1,unknown,citation311,grant,7/17/2016
696,Gallinago macrodactyla,1,unknown,citation311,grant,7/17/2016
697,Gallinago media,1,unknown,citation311,grant,7/17/2016
698,Gallinago megala,1,unknown,citation311,grant,7/17/2016
699,Gallinago nemoricola,1,unknown,citation311,grant,7/17/2016
700,Gallinago nigripennis,1,unknown,citation311,grant,7/17/2016
701,Gallinago nobilis,1,unknown,citation311,grant,7/17/2016
702,Gallinago paraguaiae,1,unknown,citation311,grant,7/17/2016
703,Gallinago solitaria,1,unknown,citation311,grant,7/17/2016
704,Gallinago stenura,1,unknown,citation311,grant,7/17/2016
705,Gallinago stricklandii,1,unknown,citation311,grant,7/17/2016
706,Gallinago undulata,1,unknown,citation311,grant,7/17/2016
707,Limnodromus griseus,1,unknown,citation311,grant,7/17/2016
708,Limnodromus scolopaceus,1,unknown,citation311,grant,7/17/2016
709,Limnodromus semipalmatus,1,unknown,citation311,grant,7/17/2016
710,Limosa fedoa,1,unknown,citation311,grant,7/17/2016
711,Limosa haemastica,1,unknown,citation311,grant,7/17/2016
712,Limosa lapponica,1,unknown,citation311,grant,7/17/2016
713,Limosa limosa,1,unknown,citation311,grant,7/17/2016
714,Lymnocryptes minimus,1,unknown,citation311,grant,7/17/2016
715,Numenius americanus,1,unknown,citation311,grant,7/17/2016
716,Numenius arquata,1,unknown,citation311,grant,7/17/2016
717,Numenius borealis,1,unknown,citation311,grant,7/17/2016
718,Numenius madagascariensis,1,unknown,citation311,grant,7/17/2016
719,Numenius minutus,1,unknown,citation311,grant,7/17/2016
720,Numenius phaeopus,1,unknown,citation311,grant,7/17/2016
721,Numenius tahitiensis,1,unknown,citation311,grant,7/17/2016
722,Numenius tenuirostris,1,unknown,citation311,grant,7/17/2016
723,Phalaropus fulicarius,1,unknown,citation311,grant,7/17/2016
724,Phalaropus lobatus,1,unknown,citation311,grant,7/17/2016
725,Prosobonia cancellata,1,unknown,citation311,grant,7/17/2016
726,Prosobonia ellisi,1,unknown,citation311,grant,7/17/2016
727,Prosobonia leucoptera,1,unknown,citation311,grant,7/17/2016
728,Prosobonia parvirostris,1,unknown,citation311,grant,7/17/2016
729,Scolopax bukidnonensis,1,unknown,citation311,grant,7/17/2016
730,Scolopax celebensis,1,unknown,citation311,grant,7/17/2016
731,Scolopax minor,1,unknown,citation311,grant,7/17/2016
732,Scolopax mira,1,unknown,citation311,grant,7/17/2016
733,Scolopax rochussenii,1,unknown,citation311,grant,7/17/2016
734,Scolopax rosenbergii,1,unknown,citation311,grant,7/17/2016
735,Scolopax rusticola,1,unknown,citation311,grant,7/17/2016
736,Scolopax saturata,1,unknown,citation311,grant,7/17/2016
737,Steganopus tricolor,1,unknown,citation311,grant,7/17/2016
738,Tringa brevipes,1,unknown,citation311,grant,7/17/2016
739,Tringa erythropus,1,unknown,citation311,grant,7/17/2016
740,Tringa flavipes,1,unknown,citation311,grant,7/17/2016
741,Tringa glareola,1,unknown,citation311,grant,7/17/2016
742,Tringa guttifer,1,unknown,citation311,grant,7/17/2016
743,Tringa incana,1,unknown,citation311,grant,7/17/2016
744,Tringa melanoleuca,1,unknown,citation311,grant,7/17/2016
745,Tringa nebularia,1,unknown,citation311,grant,7/17/2016
746,Tringa ochropus,1,unknown,citation311,grant,7/17/2016
747,Tringa semipalmata,1,unknown,citation311,grant,7/17/2016
748,Tringa solitaria,1,unknown,citation311,grant,7/17/2016
749,Tringa stagnatilis,1,unknown,citation311,grant,7/17/2016
750,Tringa totanus,1,unknown,citation311,grant,7/17/2016
751,Xenus cinereus,1,unknown,citation311,grant,7/17/2016
752,Scopus umbretta,1,unknown,citation311,grant,7/17/2016
753,Aptenodytes forsteri,1,P,citation311,grant,7/17/2016
754,Aptenodytes patagonicus,1,P-Tm,citation311,grant,7/17/2016
755,Eudyptes chrysocome,1,Tm,citation311,grant,7/17/2016
756,Eudyptes chrysocome,2,SP,citation311,grant,7/17/2016
757,Eudyptes chrysolophus,1,P,citation311,grant,7/17/2016
758,Eudyptes chrysolophus,2,SP,citation311,grant,7/17/2016
759,Eudyptes moseleyi,1,unknown,citation311,grant,7/17/2016
760,Eudyptes pachyrhynchus,1,Tm,citation311,grant,7/17/2016
761,Eudyptes robustus,1,SP,citation311,grant,7/17/2016
762,Eudyptes robustus,2,Tm,citation311,grant,7/17/2016
763,Eudyptes schlegeli,1,SP,citation311,grant,7/17/2016
764,Eudyptes sclateri,1,Tm,citation311,grant,7/17/2016
765,Eudyptes sclateri,2,SP,citation311,grant,7/17/2016
766,Eudyptula minor,1,Tm,citation311,grant,7/17/2016
767,Megadyptes antipodes,1,Tm,citation311,grant,7/17/2016
768,Pygoscelis adeliae,1,P,citation311,grant,7/17/2016
769,Pygoscelis antarcticus,1,P,citation311,grant,7/17/2016
770,Pygoscelis antarcticus,2,SP,citation311,grant,7/17/2016
771,Pygoscelis papua,1,P,citation311,grant,7/17/2016
772,Pygoscelis papua,2,SP,citation311,grant,7/17/2016
773,Spheniscus demersus,1,Tm,citation311,grant,7/17/2016
774,Spheniscus humboldti,1,Tm,citation311,grant,7/17/2016
775,Spheniscus humboldti,2,STr,citation311,grant,7/17/2016
776,Spheniscus magellanicus,1,Tm,citation311,grant,7/17/2016
777,Spheniscus mendiculus,1,Tr,citation311,grant,7/17/2016
778,Catharacta antarctica,1,P-Tm,citation311,grant,7/17/2016
779,Catharacta chilensis,1,Tm,citation311,grant,7/17/2016
780,Catharacta maccormicki,1,P,citation311,grant,7/17/2016
781,Catharacta skua,1,Tm,citation311,grant,7/17/2016
782,Stercorarius longicaudus,1,P,citation311,grant,7/17/2016
783,Stercorarius longicaudus,2,SP,citation311,grant,7/17/2016
784,Stercorarius parasiticus,1,P-Tm,citation311,grant,7/17/2016
785,Stercorarius pomarinus,1,P,citation311,grant,7/17/2016
786,Stercorarius pomarinus,2,SP,citation311,grant,7/17/2016
787,Morus bassanus,1,Tm,citation311,grant,7/17/2016
788,Morus capensis,1,Tm,citation311,grant,7/17/2016
789,Morus capensis,2,STr,citation311,grant,7/17/2016
790,Morus serrator,1,Tm,citation311,grant,7/17/2016
791,Papasula abbotti,1,Tr,citation311,grant,7/17/2016
792,Sula dactylatra,1,STr,citation311,grant,7/17/2016
793,Sula dactylatra,2,Tr,citation311,grant,7/17/2016
794,Sula granti,1,Tr,citation311,grant,7/17/2016
795,Sula leucogaster,1,Tr,citation311,grant,7/17/2016
796,Sula nebouxii,1,Tr,citation311,grant,7/17/2016
797,Sula sula,1,Tr,citation311,grant,7/17/2016
798,Sula variegata,1,Tm-STr,citation311,grant,7/17/2016
799,Attagis gayi,1,unknown,citation311,grant,7/17/2016
800,Attagis malouinus,1,unknown,citation311,grant,7/17/2016
801,Thinocorus orbignyianus,1,unknown,citation311,grant,7/17/2016
802,Thinocorus rumicivorus,1,unknown,citation311,grant,7/17/2016
803,Bostrychia bocagei,1,unknown,citation311,grant,7/17/2016
804,Bostrychia carunculata,1,unknown,citation311,grant,7/17/2016
805,Bostrychia hagedash,1,unknown,citation311,grant,7/17/2016
806,Bostrychia olivacea,1,unknown,citation311,grant,7/17/2016
807,Bostrychia rara,1,unknown,citation311,grant,7/17/2016
808,Cercibis oxycerca,1,unknown,citation311,grant,7/17/2016
809,Eudocimus albus,1,unknown,citation311,grant,7/17/2016
810,Eudocimus ruber,1,unknown,citation311,grant,7/17/2016
811,Geronticus calvus,1,unknown,citation311,grant,7/17/2016
812,Geronticus eremita,1,unknown,citation311,grant,7/17/2016
813,Lophotibis cristata,1,unknown,citation311,grant,7/17/2016
814,Mesembrinibis cayennensis,1,unknown,citation311,grant,7/17/2016
815,Nipponia nippon,1,unknown,citation311,grant,7/17/2016
816,Phimosus infuscatus,1,unknown,citation311,grant,7/17/2016
817,Platalea ajaja,1,unknown,citation311,grant,7/17/2016
818,Platalea alba,1,unknown,citation311,grant,7/17/2016
819,Platalea flavipes,1,unknown,citation311,grant,7/17/2016
820,Platalea leucorodia,1,unknown,citation311,grant,7/17/2016
821,Platalea minor,1,unknown,citation311,grant,7/17/2016
822,Platalea regia,1,unknown,citation311,grant,7/17/2016
823,Plegadis chihi,1,unknown,citation311,grant,7/17/2016
824,Plegadis falcinellus,1,unknown,citation311,grant,7/17/2016
825,Plegadis ridgwayi,1,unknown,citation311,grant,7/17/2016
826,Pseudibis davisoni,1,unknown,citation311,grant,7/17/2016
827,Pseudibis papillosa,1,unknown,citation311,grant,7/17/2016
828,Thaumatibis gigantea,1,unknown,citation311,grant,7/17/2016
829,Theristicus branickii,1,unknown,citation311,grant,7/17/2016
830,Theristicus caerulescens,1,unknown,citation311,grant,7/17/2016
831,Theristicus caudatus,1,unknown,citation311,grant,7/17/2016
832,Theristicus melanopis,1,unknown,citation311,grant,7/17/2016
833,Threskiornis aethiopicus,1,unknown,citation311,grant,7/17/2016
834,Threskiornis bernieri,1,unknown,citation311,grant,7/17/2016
835,Threskiornis melanocephalus,1,unknown,citation311,grant,7/17/2016
836,Threskiornis moluccus,1,unknown,citation311,grant,7/17/2016
837,Threskiornis solitarius,1,unknown,citation311,grant,7/17/2016
838,Threskiornis spinicollis,1,unknown,citation311,grant,7/17/2016
839,Ortyxelos meiffrenii,1,unknown,citation311,grant,7/17/2016
840,Turnix castanotus,1,unknown,citation311,grant,7/17/2016
841,Turnix everetti,1,unknown,citation311,grant,7/17/2016
842,Turnix hottentottus,1,unknown,citation311,grant,7/17/2016
843,Turnix maculosus,1,unknown,citation311,grant,7/17/2016
844,Turnix melanogaster,1,unknown,citation311,grant,7/17/2016
845,Turnix nanus,1,unknown,citation311,grant,7/17/2016
846,Turnix nigricollis,1,unknown,citation311,grant,7/17/2016
847,Turnix novaecaledoniae,1,unknown,citation311,grant,7/17/2016
848,Turnix ocellatus,1,unknown,citation311,grant,7/17/2016
849,Turnix olivii,1,unknown,citation311,grant,7/17/2016
850,Turnix pyrrhothorax,1,unknown,citation311,grant,7/17/2016
851,Turnix suscitator,1,unknown,citation311,grant,7/17/2016
852,Turnix sylvaticus,1,unknown,citation311,grant,7/17/2016
853,Turnix tanki,1,unknown,citation311,grant,7/17/2016
854,Turnix varius,1,unknown,citation311,grant,7/17/2016
855,Turnix velox,1,unknown,citation311,grant,7/17/2016
856,Turnix worcesteri,1,unknown,citation311,grant,7/17/2016
