trtid,species_id,variable,value,comments,cite_id,username,dt
2149,Theristicus caerulescens,site fidelity,,,citation311,grant,17/07/2016
2150,Theristicus caudatus,site fidelity,,,citation311,grant,17/07/2016
2151,Theristicus melanopis,site fidelity,,,citation311,grant,17/07/2016
2152,Threskiornis aethiopicus,site fidelity,,,citation311,grant,17/07/2016
2153,Threskiornis bernieri,site fidelity,,,citation311,grant,17/07/2016
2154,Threskiornis melanocephalus,site fidelity,,,citation311,grant,17/07/2016
2155,Threskiornis moluccus,site fidelity,,,citation311,grant,17/07/2016
2156,Threskiornis solitarius,site fidelity,,,citation311,grant,17/07/2016
2157,Threskiornis spinicollis,site fidelity,,,citation311,grant,17/07/2016
2158,Ortyxelos meiffrenii,site fidelity,,,citation311,grant,17/07/2016
2159,Turnix castanotus,site fidelity,,,citation311,grant,17/07/2016
2160,Turnix everetti,site fidelity,,,citation311,grant,17/07/2016
2161,Turnix hottentottus,site fidelity,,,citation311,grant,17/07/2016
2162,Turnix maculosus,site fidelity,,,citation311,grant,17/07/2016
2163,Turnix melanogaster,site fidelity,,,citation311,grant,17/07/2016
2164,Turnix nanus,site fidelity,,,citation311,grant,17/07/2016
2165,Turnix nigricollis,site fidelity,,,citation311,grant,17/07/2016
2166,Turnix novaecaledoniae,site fidelity,,,citation311,grant,17/07/2016
2167,Turnix ocellatus,site fidelity,,,citation311,grant,17/07/2016
2168,Turnix olivii,site fidelity,,,citation311,grant,17/07/2016
2169,Turnix pyrrhothorax,site fidelity,,,citation311,grant,17/07/2016
2170,Turnix suscitator,site fidelity,,,citation311,grant,17/07/2016
2171,Turnix sylvaticus,site fidelity,,,citation311,grant,17/07/2016
2172,Turnix tanki,site fidelity,,,citation311,grant,17/07/2016
2173,Turnix varius,site fidelity,,,citation311,grant,17/07/2016
2174,Turnix velox,site fidelity,,,citation311,grant,17/07/2016
2175,Turnix worcesteri,site fidelity,,,citation311,grant,17/07/2016
2176,Aethia cristatella,coloniality,,,citation311,grant,17/07/2016
2177,Aethia psittacula,coloniality,,,citation311,grant,17/07/2016
2178,Aethia pusilla,coloniality,,,citation311,grant,17/07/2016
2179,Aethia pygmaea,coloniality,,,citation311,grant,17/07/2016
2180,Alca torda,coloniality,,,citation311,grant,17/07/2016
2181,Alle alle,coloniality,,,citation311,grant,17/07/2016
2182,Brachyramphus brevirostris,coloniality,,,citation311,grant,17/07/2016
2183,Brachyramphus marmoratus,coloniality,,,citation311,grant,17/07/2016
2184,Brachyramphus perdix,coloniality,,,citation311,grant,17/07/2016
2185,Cepphus carbo,coloniality,,,citation311,grant,17/07/2016
2186,Cepphus columba,coloniality,,,citation311,grant,17/07/2016
2187,Cepphus grylle,coloniality,,,citation311,grant,17/07/2016
2188,Cerorhinca monocerata,coloniality,,,citation311,grant,17/07/2016
2189,Fratercula arctica,coloniality,,,citation311,grant,17/07/2016
2190,Fratercula cirrhata,coloniality,,,citation311,grant,17/07/2016
2191,Fratercula corniculata,coloniality,,,citation311,grant,17/07/2016
2192,Pinguinus impennis,coloniality,,,citation311,grant,17/07/2016
2193,Ptychoramphus aleuticus,coloniality,,,citation311,grant,17/07/2016
2194,Synthliboramphus antiquus,coloniality,,,citation311,grant,17/07/2016
2195,Synthliboramphus craveri,coloniality,,,citation311,grant,17/07/2016
2196,Synthliboramphus hypoleucus,coloniality,,,citation311,grant,17/07/2016
2197,Synthliboramphus scrippsi,coloniality,,,citation311,grant,17/07/2016
2198,Synthliboramphus wumizusume,coloniality,,,citation311,grant,17/07/2016
2199,Uria aalge,coloniality,,,citation311,grant,17/07/2016
2200,Uria lomvia,coloniality,,,citation311,grant,17/07/2016
2201,Anhinga anhinga,coloniality,,,citation311,grant,17/07/2016
2202,Anhinga melanogaster,coloniality,,,citation311,grant,17/07/2016
2203,Anhinga novaehollandiae,coloniality,,,citation311,grant,17/07/2016
2204,Anhinga rufa,coloniality,,,citation311,grant,17/07/2016
2205,Agamia agami,coloniality,,,citation311,grant,17/07/2016
2206,Ardea alba,coloniality,,,citation311,grant,17/07/2016
2207,Ardea brachyrhyncha,coloniality,,,citation311,grant,17/07/2016
2208,Ardea cinerea,coloniality,N,,citation311,grant,17/07/2016
2209,Ardea cocoi,coloniality,,,citation311,grant,17/07/2016
2210,Ardea goliath,coloniality,,,citation311,grant,17/07/2016
2211,Ardea herodias,coloniality,,,citation311,grant,17/07/2016
2212,Ardea humbloti,coloniality,,,citation311,grant,17/07/2016
2213,Ardea insignis,coloniality,,,citation311,grant,17/07/2016
2214,Ardea intermedia,coloniality,Y,,citation311,grant,17/07/2016
2215,Ardea melanocephala,coloniality,,,citation311,grant,17/07/2016
2216,Ardea pacifica,coloniality,,,citation311,grant,17/07/2016
2217,Ardea plumifera,coloniality,N,,citation311,grant,17/07/2016
2218,Ardea purpurea,coloniality,,,citation311,grant,17/07/2016
2219,Ardea sumatrana,coloniality,Y,,citation311,grant,17/07/2016
2220,Ardeola bacchus,coloniality,,,citation311,grant,17/07/2016
2221,Ardeola grayii,coloniality,,,citation311,grant,17/07/2016
2222,Ardeola idae,coloniality,,,citation311,grant,17/07/2016
2223,Ardeola ralloides,coloniality,Y/N,,citation311,grant,17/07/2016
2224,Ardeola rufiventris,coloniality,N,,citation311,grant,17/07/2016
2225,Ardeola speciosa,coloniality,,,citation311,grant,17/07/2016
2226,Botaurus lentiginosus,coloniality,,,citation311,grant,17/07/2016
2227,Botaurus pinnatus,coloniality,,,citation311,grant,17/07/2016
2228,Botaurus poiciloptilus,coloniality,,,citation311,grant,17/07/2016
2229,Botaurus stellaris,coloniality,,,citation311,grant,17/07/2016
2230,Bubulcus ibis,coloniality,N,,citation311,grant,17/07/2016
2231,Butorides striata,coloniality,,,citation311,grant,17/07/2016
2232,Calherodius leuconotus,coloniality,,,citation311,grant,17/07/2016
2233,Cochlearius cochlearius,coloniality,,,citation311,grant,17/07/2016
2234,Egretta ardesiaca,coloniality,,,citation311,grant,17/07/2016
2235,Egretta caerulea,coloniality,,,citation311,grant,17/07/2016
2236,Egretta eulophotes,coloniality,,,citation311,grant,17/07/2016
2237,Egretta garzetta,coloniality,Y,,citation311,grant,17/07/2016
2238,Egretta gularis,coloniality,,,citation311,grant,17/07/2016
2239,Egretta novaehollandiae,coloniality,,,citation311,grant,17/07/2016
2240,Egretta picata,coloniality,,,citation311,grant,17/07/2016
2241,Egretta rufescens,coloniality,,,citation311,grant,17/07/2016
2242,Egretta sacra,coloniality,,,citation311,grant,17/07/2016
2243,Egretta thula,coloniality,,,citation311,grant,17/07/2016
2244,Egretta tricolor,coloniality,N,,citation311,grant,17/07/2016
2245,Egretta vinaceigula,coloniality,,,citation311,grant,17/07/2016
2246,Gorsachius goisagi,coloniality,,,citation311,grant,17/07/2016
2247,Gorsachius magnificus,coloniality,,,citation311,grant,17/07/2016
2248,Gorsachius melanolophus,coloniality,,,citation311,grant,17/07/2016
2249,Ixobrychus cinnamomeus,coloniality,,,citation311,grant,17/07/2016
2250,Ixobrychus dubius,coloniality,N,,citation311,grant,17/07/2016
2251,Ixobrychus eurhythmus,coloniality,,,citation311,grant,17/07/2016
2252,Ixobrychus exilis,coloniality,N,,citation311,grant,17/07/2016
2253,Ixobrychus flavicollis,coloniality,,,citation311,grant,17/07/2016
2254,Ixobrychus involucris,coloniality,,,citation311,grant,17/07/2016
2255,Ixobrychus minutus,coloniality,N,,citation311,grant,17/07/2016
2256,Ixobrychus novaezelandiae,coloniality,,,citation311,grant,17/07/2016
2257,Ixobrychus sinensis,coloniality,,,citation311,grant,17/07/2016
2258,Ixobrychus sturmii,coloniality,,,citation311,grant,17/07/2016
2259,Nyctanassa carcinocatactes,coloniality,,,citation311,grant,17/07/2016
2260,Nyctanassa violacea,coloniality,,,citation311,grant,17/07/2016
2261,Nycticorax caledonicus,coloniality,,,citation311,grant,17/07/2016
2262,Nycticorax duboisi,coloniality,,,citation311,grant,17/07/2016
2263,Nycticorax mauritianus,coloniality,,,citation311,grant,17/07/2016
2264,Nycticorax megacephalus,coloniality,,,citation311,grant,17/07/2016
2265,Nycticorax nycticorax,coloniality,,,citation311,grant,17/07/2016
2266,Pilherodius pileatus,coloniality,N,,citation311,grant,17/07/2016
2267,Syrigma sibilatrix,coloniality,,,citation311,grant,17/07/2016
2268,Tigriornis leucolopha,coloniality,N,,citation311,grant,17/07/2016
2269,Tigrisoma fasciatum,coloniality,,,citation311,grant,17/07/2016
2270,Tigrisoma lineatum,coloniality,,,citation311,grant,17/07/2016
2271,Tigrisoma mexicanum,coloniality,N,,citation311,grant,17/07/2016
2272,Zebrilus undulatus,coloniality,,,citation311,grant,17/07/2016
2273,Zonerodius heliosylus,coloniality,,,citation311,grant,17/07/2016
2274,Balaeniceps rex,coloniality,,,citation311,grant,17/07/2016
2275,Burhinus bistriatus,coloniality,,,citation311,grant,17/07/2016
2276,Burhinus capensis,coloniality,,,citation311,grant,17/07/2016
2277,Burhinus grallarius,coloniality,,,citation311,grant,17/07/2016
2278,Burhinus indicus,coloniality,,,citation311,grant,17/07/2016
2279,Burhinus oedicnemus,coloniality,,,citation311,grant,17/07/2016
2280,Burhinus senegalensis,coloniality,,,citation311,grant,17/07/2016
2281,Burhinus superciliaris,coloniality,,,citation311,grant,17/07/2016
2282,Burhinus vermiculatus,coloniality,,,citation311,grant,17/07/2016
2283,Esacus magnirostris,coloniality,,,citation311,grant,17/07/2016
2284,Esacus recurvirostris,coloniality,,,citation311,grant,17/07/2016
2285,Anarhynchus frontalis,coloniality,,,citation311,grant,17/07/2016
2286,Charadrius alexandrinus,coloniality,,,citation311,grant,17/07/2016
2287,Charadrius alticola,coloniality,,,citation311,grant,17/07/2016
2288,Charadrius aquilonius,coloniality,,,citation311,grant,17/07/2016
2289,Charadrius asiaticus,coloniality,,,citation311,grant,17/07/2016
2290,Charadrius bicinctus,coloniality,,,citation311,grant,17/07/2016
2291,Charadrius bifrontatus,coloniality,,,citation311,grant,17/07/2016
2292,Charadrius collaris,coloniality,,,citation311,grant,17/07/2016
2293,Charadrius dealbatus,coloniality,,,citation311,grant,17/07/2016
2294,Charadrius dubius,coloniality,,,citation311,grant,17/07/2016
2295,Charadrius falklandicus,coloniality,,,citation311,grant,17/07/2016
2296,Charadrius forbesi,coloniality,,,citation311,grant,17/07/2016
2297,Charadrius hiaticula,coloniality,,,citation311,grant,17/07/2016
2298,Charadrius javanicus,coloniality,,,citation311,grant,17/07/2016
2299,Charadrius leschenaultii,coloniality,,,citation311,grant,17/07/2016
2300,Charadrius marginatus,coloniality,,,citation311,grant,17/07/2016
2301,Charadrius melodus,coloniality,,,citation311,grant,17/07/2016
2302,Charadrius modestus,coloniality,,,citation311,grant,17/07/2016
2303,Charadrius mongolus,coloniality,,,citation311,grant,17/07/2016
2304,Charadrius montanus,coloniality,,,citation311,grant,17/07/2016
2305,Charadrius nivosus,coloniality,,,citation311,grant,17/07/2016
2306,Charadrius obscurus,coloniality,,,citation311,grant,17/07/2016
2307,Charadrius pallidus,coloniality,,,citation311,grant,17/07/2016
2308,Charadrius pecuarius,coloniality,,,citation311,grant,17/07/2016
2309,Charadrius peronii,coloniality,,,citation311,grant,17/07/2016
2310,Charadrius placidus,coloniality,,,citation311,grant,17/07/2016
2311,Charadrius ruficapillus,coloniality,,,citation311,grant,17/07/2016
2312,Charadrius sanctaehelenae,coloniality,,,citation311,grant,17/07/2016
2313,Charadrius semipalmatus,coloniality,,,citation311,grant,17/07/2016
2314,Charadrius thoracicus,coloniality,,,citation311,grant,17/07/2016
2315,Charadrius tricollaris,coloniality,,,citation311,grant,17/07/2016
2316,Charadrius veredus,coloniality,,,citation311,grant,17/07/2016
2317,Charadrius vociferus,coloniality,,,citation311,grant,17/07/2016
2318,Charadrius wilsonia,coloniality,,,citation311,grant,17/07/2016
2319,Elseyornis melanops,coloniality,,,citation311,grant,17/07/2016
2320,Erythrogonys cinctus,coloniality,,,citation311,grant,17/07/2016
2321,Eudromias morinellus,coloniality,,,citation311,grant,17/07/2016
2322,Hoploxypterus cayanus,coloniality,,,citation311,grant,17/07/2016
2323,Oreopholus ruficollis,coloniality,,,citation311,grant,17/07/2016
2324,Peltohyas australis,coloniality,,,citation311,grant,17/07/2016
2325,Phegornis mitchellii,coloniality,,,citation311,grant,17/07/2016
2326,Pluvialis apricaria,coloniality,,,citation311,grant,17/07/2016
2327,Pluvialis dominica,coloniality,,,citation311,grant,17/07/2016
2328,Pluvialis fulva,coloniality,,,citation311,grant,17/07/2016
2329,Pluvialis squatarola,coloniality,,,citation311,grant,17/07/2016
2330,Thinornis cucullatus,coloniality,,,citation311,grant,17/07/2016
2331,Thinornis novaeseelandiae,coloniality,,,citation311,grant,17/07/2016
2332,Vanellus albiceps,coloniality,,,citation311,grant,17/07/2016
2333,Vanellus armatus,coloniality,,,citation311,grant,17/07/2016
2334,Vanellus chilensis,coloniality,,,citation311,grant,17/07/2016
2335,Vanellus cinereus,coloniality,,,citation311,grant,17/07/2016
2336,Vanellus coronatus,coloniality,,,citation311,grant,17/07/2016
2337,Vanellus crassirostris,coloniality,,,citation311,grant,17/07/2016
2338,Vanellus duvaucelii,coloniality,,,citation311,grant,17/07/2016
2339,Vanellus gregarius,coloniality,,,citation311,grant,17/07/2016
2340,Vanellus indicus,coloniality,,,citation311,grant,17/07/2016
2341,Vanellus leucurus,coloniality,,,citation311,grant,17/07/2016
2342,Vanellus lugubris,coloniality,,,citation311,grant,17/07/2016
2343,Vanellus macropterus,coloniality,,,citation311,grant,17/07/2016
2344,Vanellus malarbaricus,coloniality,,,citation311,grant,17/07/2016
2345,Vanellus melanocephalus,coloniality,,,citation311,grant,17/07/2016
2346,Vanellus melanopterus,coloniality,,,citation311,grant,17/07/2016
2347,Vanellus miles,coloniality,,,citation311,grant,17/07/2016
2348,Vanellus novaehollandiae,coloniality,,,citation311,grant,17/07/2016
2349,Vanellus resplendens,coloniality,,,citation311,grant,17/07/2016
2350,Vanellus senegallus,coloniality,,,citation311,grant,17/07/2016
2351,Vanellus spinosus,coloniality,,,citation311,grant,17/07/2016
2352,Vanellus superciliosus,coloniality,,,citation311,grant,17/07/2016
2353,Vanellus tectus,coloniality,,,citation311,grant,17/07/2016
2354,Vanellus tricolor,coloniality,,,citation311,grant,17/07/2016
2355,Vanellus vanellus,coloniality,,,citation311,grant,17/07/2016
2356,Chionis albus,coloniality,,,citation311,grant,17/07/2016
2357,Chionis minor,coloniality,,,citation311,grant,17/07/2016
2358,Diomedea amsterdamensis,coloniality,,,citation311,grant,17/07/2016
2359,Diomedea antipodensis,coloniality,,,citation311,grant,17/07/2016
2360,Diomedea dabbenena,coloniality,,,citation311,grant,17/07/2016
2361,Diomedea epomophora,coloniality,,,citation311,grant,17/07/2016
2362,Diomedea exulans,coloniality,,,citation311,grant,17/07/2016
2363,Diomedea sanfordi,coloniality,,,citation311,grant,17/07/2016
2364,Phoebastria albatrus,coloniality,,,citation311,grant,17/07/2016
2365,Phoebastria immutabilis,coloniality,,,citation311,grant,17/07/2016
2366,Phoebastria irrorata,coloniality,,,citation311,grant,17/07/2016
2367,Phoebastria nigripes,coloniality,,,citation311,grant,17/07/2016
2368,Phoebetria fusca,coloniality,,,citation311,grant,17/07/2016
2369,Phoebetria palpebrata,coloniality,,,citation311,grant,17/07/2016
2370,Thalassarche bulleri,coloniality,,,citation311,grant,17/07/2016
2371,Thalassarche carteri,coloniality,,,citation311,grant,17/07/2016
2372,Thalassarche cauta,coloniality,,,citation311,grant,17/07/2016
2373,Thalassarche chlororhynchos,coloniality,,,citation311,grant,17/07/2016
2374,Thalassarche chrysostoma,coloniality,,,citation311,grant,17/07/2016
2375,Thalassarche eremita,coloniality,,,citation311,grant,17/07/2016
2376,Thalassarche impavida,coloniality,,,citation311,grant,17/07/2016
2377,Thalassarche melanophris,coloniality,,,citation311,grant,17/07/2016
2378,Thalassarche salvini,coloniality,,,citation311,grant,17/07/2016
2379,Thalassarche steadi,coloniality,,,citation311,grant,17/07/2016
2380,Dromas ardeola,coloniality,,,citation311,grant,17/07/2016
2381,Fregata andrewsi,coloniality,,,citation311,grant,17/07/2016
2382,Fregata aquila,coloniality,,,citation311,grant,17/07/2016
2383,Fregata ariel,coloniality,,,citation311,grant,17/07/2016
2384,Fregata magnificens,coloniality,,,citation311,grant,17/07/2016
2385,Fregata minor,coloniality,,,citation311,grant,17/07/2016
2386,Cursorius coromandelicus,coloniality,,,citation311,grant,17/07/2016
2387,Cursorius cursor,coloniality,,,citation311,grant,17/07/2016
2388,Cursorius rufus,coloniality,,,citation311,grant,17/07/2016
2389,Cursorius somalensis,coloniality,,,citation311,grant,17/07/2016
2390,Cursorius temminckii,coloniality,,,citation311,grant,17/07/2016
2391,Glareola cinerea,coloniality,,,citation311,grant,17/07/2016
2392,Glareola lactea,coloniality,,,citation311,grant,17/07/2016
2393,Glareola maldivarum,coloniality,,,citation311,grant,17/07/2016
2394,Glareola nordmanni,coloniality,,,citation311,grant,17/07/2016
2395,Glareola nuchalis,coloniality,,,citation311,grant,17/07/2016
2396,Glareola ocularis,coloniality,,,citation311,grant,17/07/2016
2397,Glareola pratincola,coloniality,,,citation311,grant,17/07/2016
2398,Rhinoptilus bitorquatus,coloniality,,,citation311,grant,17/07/2016
2399,Rhinoptilus chalcopterus,coloniality,,,citation311,grant,17/07/2016
2400,Rhinoptilus cinctus,coloniality,,,citation311,grant,17/07/2016
2401,Smutsornis africanus,coloniality,,,citation311,grant,17/07/2016
2402,Stiltia isabella,coloniality,,,citation311,grant,17/07/2016
2403,Haematopus ater,coloniality,,,citation311,grant,17/07/2016
2404,Haematopus chathamensis,coloniality,,,citation311,grant,17/07/2016
2405,Haematopus fuliginosus,coloniality,,,citation311,grant,17/07/2016
2406,Haematopus leucopodus,coloniality,,,citation311,grant,17/07/2016
2407,Haematopus longirostris,coloniality,,,citation311,grant,17/07/2016
2408,Haematopus meadewaldoi,coloniality,,,citation311,grant,17/07/2016
2409,Haematopus moquini,coloniality,,,citation311,grant,17/07/2016
2410,Haematopus ostralegus,coloniality,,,citation311,grant,17/07/2016
2411,Haematopus palliatus,coloniality,,,citation311,grant,17/07/2016
2412,Haematopus unicolor,coloniality,,,citation311,grant,17/07/2016
2413,Hydrobates castro,coloniality,,,citation311,grant,17/07/2016
2414,Hydrobates furcatus,coloniality,,,citation311,grant,17/07/2016
2415,Hydrobates homochroa,coloniality,,,citation311,grant,17/07/2016
2416,Hydrobates hornbyi,coloniality,,,citation311,grant,17/07/2016
2417,Hydrobates leucorhous,coloniality,,,citation311,grant,17/07/2016
2418,Hydrobates macrodactylus,coloniality,,,citation311,grant,17/07/2016
2419,Hydrobates markhami,coloniality,,,citation311,grant,17/07/2016
2420,Hydrobates matsudairae,coloniality,,,citation311,grant,17/07/2016
2421,Hydrobates melania,coloniality,,,citation311,grant,17/07/2016
2422,Hydrobates microsoma,coloniality,,,citation311,grant,17/07/2016
2423,Hydrobates monorhis,coloniality,,,citation311,grant,17/07/2016
2424,Hydrobates monteiroi,coloniality,,,citation311,grant,17/07/2016
2425,Hydrobates pelagicus,coloniality,,,citation311,grant,17/07/2016
2426,Hydrobates tethys,coloniality,,,citation311,grant,17/07/2016
2427,Hydrobates tristrami,coloniality,,,citation311,grant,17/07/2016
2428,Ibidorhyncha struthersii,coloniality,,,citation311,grant,17/07/2016
2429,Actophilornis africanus,coloniality,,,citation311,grant,17/07/2016
2430,Actophilornis albinucha,coloniality,,,citation311,grant,17/07/2016
2431,Hydrophasianus chirurgus,coloniality,,,citation311,grant,17/07/2016
2432,Irediparra gallinacea,coloniality,,,citation311,grant,17/07/2016
2433,Jacana jacana,coloniality,,,citation311,grant,17/07/2016
2434,Jacana spinosa,coloniality,,,citation311,grant,17/07/2016
2435,Metopidius indicus,coloniality,,,citation311,grant,17/07/2016
2436,Microparra capensis,coloniality,,,citation311,grant,17/07/2016
2437,Anous minutus,coloniality,,,citation311,grant,17/07/2016
2438,Anous stolidus,coloniality,,,citation311,grant,17/07/2016
2439,Anous tenuirostris,coloniality,,,citation311,grant,17/07/2016
2440,Chlidonias albostriatus,coloniality,,,citation311,grant,17/07/2016
2441,Chlidonias hybrida,coloniality,,,citation311,grant,17/07/2016
2442,Chlidonias leucopterus,coloniality,,,citation311,grant,17/07/2016
2443,Chlidonias niger,coloniality,,,citation311,grant,17/07/2016
2444,Creagrus furcatus,coloniality,,,citation311,grant,17/07/2016
2445,Gelochelidon macrotarsa,coloniality,,,citation311,grant,17/07/2016
2446,Gelochelidon nilotica,coloniality,,,citation311,grant,17/07/2016
2447,Gygis alba,coloniality,,,citation311,grant,17/07/2016
2448,Gygis microrhyncha,coloniality,,,citation311,grant,17/07/2016
2449,Hydrocoloeus minutus,coloniality,,,citation311,grant,17/07/2016
2450,Hydroprogne caspia,coloniality,,,citation311,grant,17/07/2016
2451,Larosterna inca,coloniality,,,citation311,grant,17/07/2016
2452,Larus argentatus,coloniality,,,citation311,grant,17/07/2016
2453,Larus armenicus,coloniality,,,citation311,grant,17/07/2016
2454,Larus atlanticus,coloniality,,,citation311,grant,17/07/2016
2455,Larus atricilla,coloniality,,,citation311,grant,17/07/2016
2456,Larus audouinii,coloniality,,,citation311,grant,17/07/2016
2457,Larus belcheri,coloniality,,,citation311,grant,17/07/2016
2458,Larus brunnicephalus,coloniality,,,citation311,grant,17/07/2016
2459,Larus bulleri,coloniality,,,citation311,grant,17/07/2016
2460,Larus cachinnans,coloniality,,,citation311,grant,17/07/2016
2461,Larus californicus,coloniality,,,citation311,grant,17/07/2016
2462,Larus canus,coloniality,,,citation311,grant,17/07/2016
2463,Larus cirrocephalus,coloniality,,,citation311,grant,17/07/2016
2464,Larus crassirostris,coloniality,,,citation311,grant,17/07/2016
2465,Larus delawarensis,coloniality,,,citation311,grant,17/07/2016
2466,Larus dominicanus,coloniality,,,citation311,grant,17/07/2016
2467,Larus fuliginosus,coloniality,,,citation311,grant,17/07/2016
2468,Larus fuscus,coloniality,,,citation311,grant,17/07/2016
2469,Larus genei,coloniality,,,citation311,grant,17/07/2016
2470,Larus glaucescens,coloniality,,,citation311,grant,17/07/2016
2471,Larus glaucoides,coloniality,,,citation311,grant,17/07/2016
2472,Larus hartlaubii,coloniality,,,citation311,grant,17/07/2016
2473,Larus heermanni,coloniality,,,citation311,grant,17/07/2016
2474,Larus hemprichii,coloniality,,,citation311,grant,17/07/2016
2475,Larus hyperboreus,coloniality,,,citation311,grant,17/07/2016
2476,Larus ichthyaetus,coloniality,,,citation311,grant,17/07/2016
2477,Larus leucophthalmus,coloniality,,,citation311,grant,17/07/2016
2478,Larus livens,coloniality,,,citation311,grant,17/07/2016
2479,Larus maculipennis,coloniality,,,citation311,grant,17/07/2016
2480,Larus marinus,coloniality,,,citation311,grant,17/07/2016
2481,Larus melanocephalus,coloniality,,,citation311,grant,17/07/2016
2482,Larus michahellis,coloniality,,,citation311,grant,17/07/2016
2483,Larus modestus,coloniality,,,citation311,grant,17/07/2016
2484,Larus novaehollandiae,coloniality,,,citation311,grant,17/07/2016
2485,Larus occidentalis,coloniality,,,citation311,grant,17/07/2016
2486,Larus pacificus,coloniality,,,citation311,grant,17/07/2016
2487,Larus philadelphia,coloniality,,,citation311,grant,17/07/2016
2488,Larus pipixcan,coloniality,,,citation311,grant,17/07/2016
2489,Larus relictus,coloniality,,,citation311,grant,17/07/2016
2490,Larus ridibundus,coloniality,,,citation311,grant,17/07/2016
2491,Larus schistisagus,coloniality,,,citation311,grant,17/07/2016
2492,Larus scopulinus,coloniality,,,citation311,grant,17/07/2016
2493,Larus scoresbii,coloniality,,,citation311,grant,17/07/2016
2494,Larus serranus,coloniality,,,citation311,grant,17/07/2016
2495,Larus smithsonianus,coloniality,,,citation311,grant,17/07/2016
2496,Larus thayeri,coloniality,,,citation311,grant,17/07/2016
2497,Onychoprion aleuticus,coloniality,,,citation311,grant,17/07/2016
2498,Onychoprion anaethetus,coloniality,,,citation311,grant,17/07/2016
2499,Onychoprion fuscatus,coloniality,,,citation311,grant,17/07/2016
2500,Onychoprion lunatus,coloniality,,,citation311,grant,17/07/2016
2501,Pagophila eburnea,coloniality,,,citation311,grant,17/07/2016
2502,Phaetusa simplex,coloniality,,,citation311,grant,17/07/2016
2503,Procelsterna albivitta,coloniality,,,citation311,grant,17/07/2016
2504,Procelsterna cerulea,coloniality,,,citation311,grant,17/07/2016
2505,Rhodostethia rosea,coloniality,,,citation311,grant,17/07/2016
2506,Rissa brevirostris,coloniality,,,citation311,grant,17/07/2016
2507,Rissa tridactyla,coloniality,,,citation311,grant,17/07/2016
2508,Rynchops albicollis,coloniality,,,citation311,grant,17/07/2016
2509,Rynchops flavirostris,coloniality,,,citation311,grant,17/07/2016
2510,Rynchops niger,coloniality,,,citation311,grant,17/07/2016
2511,Saundersilarus saundersi,coloniality,,,citation311,grant,17/07/2016
2512,Sterna acuticauda,coloniality,,,citation311,grant,17/07/2016
2513,Sterna aurantia,coloniality,,,citation311,grant,17/07/2016
2514,Sterna dougallii,coloniality,,,citation311,grant,17/07/2016
2515,Sterna forsteri,coloniality,,,citation311,grant,17/07/2016
2516,Sterna hirundinacea,coloniality,,,citation311,grant,17/07/2016
2517,Sterna hirundo,coloniality,,,citation311,grant,17/07/2016
2518,Sterna paradisaea,coloniality,,,citation311,grant,17/07/2016
2519,Sterna repressa,coloniality,,,citation311,grant,17/07/2016
2520,Sterna striata,coloniality,,,citation311,grant,17/07/2016
2521,Sterna sumatrana,coloniality,,,citation311,grant,17/07/2016
2522,Sterna trudeaui,coloniality,,,citation311,grant,17/07/2016
2523,Sterna virgata,coloniality,,,citation311,grant,17/07/2016
2524,Sterna vittata,coloniality,,,citation311,grant,17/07/2016
2525,Sternula albifrons,coloniality,,,citation311,grant,17/07/2016
2526,Sternula antillarum,coloniality,,,citation311,grant,17/07/2016
2527,Sternula balaenarum,coloniality,,,citation311,grant,17/07/2016
2528,Sternula lorata,coloniality,,,citation311,grant,17/07/2016
2529,Sternula nereis,coloniality,,,citation311,grant,17/07/2016
2530,Sternula saundersi,coloniality,,,citation311,grant,17/07/2016
2531,Sternula superciliaris,coloniality,,,citation311,grant,17/07/2016
2532,Thalasseus bengalensis,coloniality,,,citation311,grant,17/07/2016
2533,Thalasseus bergii,coloniality,,,citation311,grant,17/07/2016
2534,Thalasseus bernsteini,coloniality,,,citation311,grant,17/07/2016
2535,Thalasseus elegans,coloniality,,,citation311,grant,17/07/2016
2536,Thalasseus maximus,coloniality,,,citation311,grant,17/07/2016
2537,Thalasseus sandvicensis acuflavida,coloniality,,,citation311,grant,17/07/2016
2538,Thalasseus sandvicensis eurygnatha,coloniality,,,citation311,grant,17/07/2016
2539,Xema sabini,coloniality,,,citation311,grant,17/07/2016
2540,Fregetta grallaria,coloniality,,,citation311,grant,17/07/2016
2541,Fregetta maoriana,coloniality,,,citation311,grant,17/07/2016
2542,Fregetta tropica,coloniality,,,citation311,grant,17/07/2016
2543,Garrodia nereis,coloniality,,,citation311,grant,17/07/2016
2544,Nesofregetta fuliginosa,coloniality,,,citation311,grant,17/07/2016
2545,Oceanites gracilis,coloniality,,,citation311,grant,17/07/2016
2546,Oceanites gracilis galapagoensis,coloniality,,,citation311,grant,17/07/2016
2547,Oceanites oceanicus,coloniality,,,citation311,grant,17/07/2016
2548,Oceanites oceanicus chilensis,coloniality,,,citation311,grant,17/07/2016
2549,Oceanites oceanicus exasperatus,coloniality,,,citation311,grant,17/07/2016
2550,Oceanites oceanicus oceanicus,coloniality,,,citation311,grant,17/07/2016
2551,Oceanites pincoyae,coloniality,,,citation311,grant,17/07/2016
2552,Pelagodroma marina,coloniality,,,citation311,grant,17/07/2016
2553,Pedionomus torquatus,coloniality,,,citation311,grant,17/07/2016
