feature_id,species_id,traits,mean,range,uncertainty,units,comments,study_year,study_location,citeid,username,dt
17261,Calidris pusilla,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17262,Calidris pusilla,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17263,Calidris pusilla,migration distance,,,,km,,,,citation311,grant,7/15/2016
17264,Calidris pusilla,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17265,Calidris pusilla,max age,,,,yrs,,,,citation311,grant,7/15/2016
17266,Calidris pusilla,annual survival,,,,%,,,,citation311,grant,7/15/2016
17267,Calidris pusilla,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17268,Calidris pygmaea,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17269,Calidris pygmaea,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17270,Calidris pygmaea,culmen,,,,mm,,,,citation311,grant,7/15/2016
17271,Calidris pygmaea,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17272,Calidris pygmaea,tail,,,,mm,,,,citation311,grant,7/15/2016
17273,Calidris pygmaea,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17274,Calidris pygmaea,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17275,Calidris pygmaea,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17276,Calidris pygmaea,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17277,Calidris pygmaea,egg mass,,,,g,,,,citation311,grant,7/15/2016
17278,Calidris pygmaea,incubation period,,,,d,,,,citation311,grant,7/15/2016
17279,Calidris pygmaea,fledging period,,,,d,,,,citation311,grant,7/15/2016
17280,Calidris pygmaea,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17281,Calidris pygmaea,hatching success,,,,%,,,,citation311,grant,7/15/2016
17282,Calidris pygmaea,fledging success,,,,%,,,,citation311,grant,7/15/2016
17283,Calidris pygmaea,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17284,Calidris pygmaea,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17285,Calidris pygmaea,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17286,Calidris pygmaea,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17287,Calidris pygmaea,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17288,Calidris pygmaea,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17289,Calidris pygmaea,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17290,Calidris pygmaea,first year survival,,,,%,,,,citation311,grant,7/15/2016
17291,Calidris pygmaea,second year survival,,,,%,,,,citation311,grant,7/15/2016
17292,Calidris pygmaea,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17293,Calidris pygmaea,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17294,Calidris pygmaea,migration distance,,,,km,,,,citation311,grant,7/15/2016
17295,Calidris pygmaea,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17296,Calidris pygmaea,max age,,,,yrs,,,,citation311,grant,7/15/2016
17297,Calidris pygmaea,annual survival,,,,%,,,,citation311,grant,7/15/2016
17298,Calidris pygmaea,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17299,Calidris ruficollis,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17300,Calidris ruficollis,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17301,Calidris ruficollis,culmen,,,,mm,,,,citation311,grant,7/15/2016
17302,Calidris ruficollis,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17303,Calidris ruficollis,tail,,,,mm,,,,citation311,grant,7/15/2016
17304,Calidris ruficollis,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17305,Calidris ruficollis,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17306,Calidris ruficollis,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17307,Calidris ruficollis,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17308,Calidris ruficollis,egg mass,,,,g,,,,citation311,grant,7/15/2016
17309,Calidris ruficollis,incubation period,,,,d,,,,citation311,grant,7/15/2016
17310,Calidris ruficollis,fledging period,,,,d,,,,citation311,grant,7/15/2016
17311,Calidris ruficollis,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17312,Calidris ruficollis,hatching success,,,,%,,,,citation311,grant,7/15/2016
17313,Calidris ruficollis,fledging success,,,,%,,,,citation311,grant,7/15/2016
17314,Calidris ruficollis,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17315,Calidris ruficollis,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17316,Calidris ruficollis,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17317,Calidris ruficollis,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17318,Calidris ruficollis,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17319,Calidris ruficollis,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17320,Calidris ruficollis,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17321,Calidris ruficollis,first year survival,,,,%,,,,citation311,grant,7/15/2016
17322,Calidris ruficollis,second year survival,,,,%,,,,citation311,grant,7/15/2016
17323,Calidris ruficollis,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17324,Calidris ruficollis,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17325,Calidris ruficollis,migration distance,,,,km,,,,citation311,grant,7/15/2016
17326,Calidris ruficollis,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17327,Calidris ruficollis,max age,,,,yrs,,,,citation311,grant,7/15/2016
17328,Calidris ruficollis,annual survival,,,,%,,,,citation311,grant,7/15/2016
17329,Calidris ruficollis,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17330,Calidris subminuta,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17331,Calidris subminuta,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17332,Calidris subminuta,culmen,,,,mm,,,,citation311,grant,7/15/2016
17333,Calidris subminuta,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17334,Calidris subminuta,tail,,,,mm,,,,citation311,grant,7/15/2016
17335,Calidris subminuta,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17336,Calidris subminuta,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17337,Calidris subminuta,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17338,Calidris subminuta,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17339,Calidris subminuta,egg mass,,,,g,,,,citation311,grant,7/15/2016
17340,Calidris subminuta,incubation period,,,,d,,,,citation311,grant,7/15/2016
17341,Calidris subminuta,fledging period,,,,d,,,,citation311,grant,7/15/2016
17342,Calidris subminuta,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17343,Calidris subminuta,hatching success,,,,%,,,,citation311,grant,7/15/2016
17344,Calidris subminuta,fledging success,,,,%,,,,citation311,grant,7/15/2016
17345,Calidris subminuta,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17346,Calidris subminuta,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17347,Calidris subminuta,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17348,Calidris subminuta,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17349,Calidris subminuta,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17350,Calidris subminuta,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17351,Calidris subminuta,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17352,Calidris subminuta,first year survival,,,,%,,,,citation311,grant,7/15/2016
17353,Calidris subminuta,second year survival,,,,%,,,,citation311,grant,7/15/2016
17354,Calidris subminuta,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17355,Calidris subminuta,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17356,Calidris subminuta,migration distance,,,,km,,,,citation311,grant,7/15/2016
17357,Calidris subminuta,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17358,Calidris subminuta,max age,,,,yrs,,,,citation311,grant,7/15/2016
17359,Calidris subminuta,annual survival,,,,%,,,,citation311,grant,7/15/2016
17360,Calidris subminuta,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17361,Calidris subruficollis,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17362,Calidris subruficollis,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17363,Calidris subruficollis,culmen,,,,mm,,,,citation311,grant,7/15/2016
17364,Calidris subruficollis,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17365,Calidris subruficollis,tail,,,,mm,,,,citation311,grant,7/15/2016
17366,Calidris subruficollis,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17367,Calidris subruficollis,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17368,Calidris subruficollis,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17369,Calidris subruficollis,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17370,Calidris subruficollis,egg mass,,,,g,,,,citation311,grant,7/15/2016
17371,Calidris subruficollis,incubation period,,,,d,,,,citation311,grant,7/15/2016
17372,Calidris subruficollis,fledging period,,,,d,,,,citation311,grant,7/15/2016
17373,Calidris subruficollis,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17374,Calidris subruficollis,hatching success,,,,%,,,,citation311,grant,7/15/2016
17375,Calidris subruficollis,fledging success,,,,%,,,,citation311,grant,7/15/2016
17376,Calidris subruficollis,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17377,Calidris subruficollis,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17378,Calidris subruficollis,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17379,Calidris subruficollis,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17380,Calidris subruficollis,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17381,Calidris subruficollis,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17382,Calidris subruficollis,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17383,Calidris subruficollis,first year survival,,,,%,,,,citation311,grant,7/15/2016
17384,Calidris subruficollis,second year survival,,,,%,,,,citation311,grant,7/15/2016
17385,Calidris subruficollis,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17386,Calidris subruficollis,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17387,Calidris subruficollis,migration distance,,,,km,,,,citation311,grant,7/15/2016
17388,Calidris subruficollis,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17389,Calidris subruficollis,max age,,,,yrs,,,,citation311,grant,7/15/2016
17390,Calidris subruficollis,annual survival,,,,%,,,,citation311,grant,7/15/2016
17391,Calidris subruficollis,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17392,Calidris temminckii,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17393,Calidris temminckii,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17394,Calidris temminckii,culmen,,,,mm,,,,citation311,grant,7/15/2016
17395,Calidris temminckii,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17396,Calidris temminckii,tail,,,,mm,,,,citation311,grant,7/15/2016
17397,Calidris temminckii,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17398,Calidris temminckii,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17399,Calidris temminckii,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17400,Calidris temminckii,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17401,Calidris temminckii,egg mass,,,,g,,,,citation311,grant,7/15/2016
17402,Calidris temminckii,incubation period,,,,d,,,,citation311,grant,7/15/2016
17403,Calidris temminckii,fledging period,,,,d,,,,citation311,grant,7/15/2016
17404,Calidris temminckii,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17405,Calidris temminckii,hatching success,,,,%,,,,citation311,grant,7/15/2016
17406,Calidris temminckii,fledging success,,,,%,,,,citation311,grant,7/15/2016
17407,Calidris temminckii,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17408,Calidris temminckii,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17409,Calidris temminckii,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17410,Calidris temminckii,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17411,Calidris temminckii,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17412,Calidris temminckii,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17413,Calidris temminckii,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17414,Calidris temminckii,first year survival,,,,%,,,,citation311,grant,7/15/2016
17415,Calidris temminckii,second year survival,,,,%,,,,citation311,grant,7/15/2016
17416,Calidris temminckii,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17417,Calidris temminckii,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17418,Calidris temminckii,migration distance,,,,km,,,,citation311,grant,7/15/2016
17419,Calidris temminckii,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17420,Calidris temminckii,max age,,,,yrs,,,,citation311,grant,7/15/2016
17421,Calidris temminckii,annual survival,,,,%,,,,citation311,grant,7/15/2016
17422,Calidris temminckii,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17423,Calidris tenuirostris,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17424,Calidris tenuirostris,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17425,Calidris tenuirostris,culmen,,,,mm,,,,citation311,grant,7/15/2016
17426,Calidris tenuirostris,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17427,Calidris tenuirostris,tail,,,,mm,,,,citation311,grant,7/15/2016
17428,Calidris tenuirostris,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17429,Calidris tenuirostris,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17430,Calidris tenuirostris,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17431,Calidris tenuirostris,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17432,Calidris tenuirostris,egg mass,,,,g,,,,citation311,grant,7/15/2016
17433,Calidris tenuirostris,incubation period,,,,d,,,,citation311,grant,7/15/2016
17434,Calidris tenuirostris,fledging period,,,,d,,,,citation311,grant,7/15/2016
17435,Calidris tenuirostris,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17436,Calidris tenuirostris,hatching success,,,,%,,,,citation311,grant,7/15/2016
17437,Calidris tenuirostris,fledging success,,,,%,,,,citation311,grant,7/15/2016
17438,Calidris tenuirostris,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17439,Calidris tenuirostris,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17440,Calidris tenuirostris,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17441,Calidris tenuirostris,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17442,Calidris tenuirostris,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17443,Calidris tenuirostris,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17444,Calidris tenuirostris,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17445,Calidris tenuirostris,first year survival,,,,%,,,,citation311,grant,7/15/2016
17446,Calidris tenuirostris,second year survival,,,,%,,,,citation311,grant,7/15/2016
17447,Calidris tenuirostris,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17448,Calidris tenuirostris,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17449,Calidris tenuirostris,migration distance,,,,km,,,,citation311,grant,7/15/2016
17450,Calidris tenuirostris,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17451,Calidris tenuirostris,max age,,,,yrs,,,,citation311,grant,7/15/2016
17452,Calidris tenuirostris,annual survival,,,,%,,,,citation311,grant,7/15/2016
17453,Calidris tenuirostris,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17454,Calidris virgata,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17455,Calidris virgata,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17456,Calidris virgata,culmen,,,,mm,,,,citation311,grant,7/15/2016
17457,Calidris virgata,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17458,Calidris virgata,tail,,,,mm,,,,citation311,grant,7/15/2016
17459,Calidris virgata,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17460,Calidris virgata,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17461,Calidris virgata,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17462,Calidris virgata,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17463,Calidris virgata,egg mass,,,,g,,,,citation311,grant,7/15/2016
17464,Calidris virgata,incubation period,,,,d,,,,citation311,grant,7/15/2016
17465,Calidris virgata,fledging period,,,,d,,,,citation311,grant,7/15/2016
17466,Calidris virgata,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17467,Calidris virgata,hatching success,,,,%,,,,citation311,grant,7/15/2016
17468,Calidris virgata,fledging success,,,,%,,,,citation311,grant,7/15/2016
17469,Calidris virgata,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17470,Calidris virgata,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17471,Calidris virgata,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17472,Calidris virgata,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17473,Calidris virgata,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17474,Calidris virgata,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17475,Calidris virgata,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17476,Calidris virgata,first year survival,,,,%,,,,citation311,grant,7/15/2016
17477,Calidris virgata,second year survival,,,,%,,,,citation311,grant,7/15/2016
17478,Calidris virgata,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17479,Calidris virgata,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17480,Calidris virgata,migration distance,,,,km,,,,citation311,grant,7/15/2016
17481,Calidris virgata,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17482,Calidris virgata,max age,,,,yrs,,,,citation311,grant,7/15/2016
17483,Calidris virgata,annual survival,,,,%,,,,citation311,grant,7/15/2016
17484,Calidris virgata,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17485,Coenocorypha aucklandica,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17486,Coenocorypha aucklandica,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17487,Coenocorypha aucklandica,culmen,,,,mm,,,,citation311,grant,7/15/2016
17488,Coenocorypha aucklandica,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17489,Coenocorypha aucklandica,tail,,,,mm,,,,citation311,grant,7/15/2016
17490,Coenocorypha aucklandica,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17491,Coenocorypha aucklandica,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17492,Coenocorypha aucklandica,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17493,Coenocorypha aucklandica,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17494,Coenocorypha aucklandica,egg mass,,,,g,,,,citation311,grant,7/15/2016
17495,Coenocorypha aucklandica,incubation period,,,,d,,,,citation311,grant,7/15/2016
17496,Coenocorypha aucklandica,fledging period,,,,d,,,,citation311,grant,7/15/2016
17497,Coenocorypha aucklandica,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17498,Coenocorypha aucklandica,hatching success,,,,%,,,,citation311,grant,7/15/2016
17499,Coenocorypha aucklandica,fledging success,,,,%,,,,citation311,grant,7/15/2016
17500,Coenocorypha aucklandica,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17501,Coenocorypha aucklandica,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17502,Coenocorypha aucklandica,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17503,Coenocorypha aucklandica,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17504,Coenocorypha aucklandica,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17505,Coenocorypha aucklandica,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17506,Coenocorypha aucklandica,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17507,Coenocorypha aucklandica,first year survival,,,,%,,,,citation311,grant,7/15/2016
17508,Coenocorypha aucklandica,second year survival,,,,%,,,,citation311,grant,7/15/2016
17509,Coenocorypha aucklandica,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17510,Coenocorypha aucklandica,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17511,Coenocorypha aucklandica,migration distance,,,,km,,,,citation311,grant,7/15/2016
17512,Coenocorypha aucklandica,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17513,Coenocorypha aucklandica,max age,,,,yrs,,,,citation311,grant,7/15/2016
17514,Coenocorypha aucklandica,annual survival,,,,%,,,,citation311,grant,7/15/2016
17515,Coenocorypha aucklandica,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17516,Coenocorypha barrierensis,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17517,Coenocorypha barrierensis,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17518,Coenocorypha barrierensis,culmen,,,,mm,,,,citation311,grant,7/15/2016
17519,Coenocorypha barrierensis,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17520,Coenocorypha barrierensis,tail,,,,mm,,,,citation311,grant,7/15/2016
17521,Coenocorypha barrierensis,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17522,Coenocorypha barrierensis,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17523,Coenocorypha barrierensis,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17524,Coenocorypha barrierensis,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17525,Coenocorypha barrierensis,egg mass,,,,g,,,,citation311,grant,7/15/2016
17526,Coenocorypha barrierensis,incubation period,,,,d,,,,citation311,grant,7/15/2016
17527,Coenocorypha barrierensis,fledging period,,,,d,,,,citation311,grant,7/15/2016
17528,Coenocorypha barrierensis,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17529,Coenocorypha barrierensis,hatching success,,,,%,,,,citation311,grant,7/15/2016
17530,Coenocorypha barrierensis,fledging success,,,,%,,,,citation311,grant,7/15/2016
17531,Coenocorypha barrierensis,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17532,Coenocorypha barrierensis,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17533,Coenocorypha barrierensis,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17534,Coenocorypha barrierensis,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17535,Coenocorypha barrierensis,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17536,Coenocorypha barrierensis,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17537,Coenocorypha barrierensis,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17538,Coenocorypha barrierensis,first year survival,,,,%,,,,citation311,grant,7/15/2016
17539,Coenocorypha barrierensis,second year survival,,,,%,,,,citation311,grant,7/15/2016
17540,Coenocorypha barrierensis,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17541,Coenocorypha barrierensis,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17542,Coenocorypha barrierensis,migration distance,,,,km,,,,citation311,grant,7/15/2016
17543,Coenocorypha barrierensis,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17544,Coenocorypha barrierensis,max age,,,,yrs,,,,citation311,grant,7/15/2016
17545,Coenocorypha barrierensis,annual survival,,,,%,,,,citation311,grant,7/15/2016
17546,Coenocorypha barrierensis,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17547,Coenocorypha huegeli,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17548,Coenocorypha huegeli,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17549,Coenocorypha huegeli,culmen,,,,mm,,,,citation311,grant,7/15/2016
17550,Coenocorypha huegeli,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17551,Coenocorypha huegeli,tail,,,,mm,,,,citation311,grant,7/15/2016
17552,Coenocorypha huegeli,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17553,Coenocorypha huegeli,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17554,Coenocorypha huegeli,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17555,Coenocorypha huegeli,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17556,Coenocorypha huegeli,egg mass,,,,g,,,,citation311,grant,7/15/2016
17557,Coenocorypha huegeli,incubation period,,,,d,,,,citation311,grant,7/15/2016
17558,Coenocorypha huegeli,fledging period,,,,d,,,,citation311,grant,7/15/2016
17559,Coenocorypha huegeli,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17560,Coenocorypha huegeli,hatching success,,,,%,,,,citation311,grant,7/15/2016
17561,Coenocorypha huegeli,fledging success,,,,%,,,,citation311,grant,7/15/2016
17562,Coenocorypha huegeli,max growth,,,,g/d,,,,citation311,grant,7/15/2016
17563,Coenocorypha huegeli,feeds per day,,,,#/d,,,,citation311,grant,7/15/2016
17564,Coenocorypha huegeli,post fledge care,,,,d,,,,citation311,grant,7/15/2016
17565,Coenocorypha huegeli,fledgling mass,,,,g,,,,citation311,grant,7/15/2016
17566,Coenocorypha huegeli,ratio fledgling to adult,,,,%,,,,citation311,grant,7/15/2016
17567,Coenocorypha huegeli,wing loading,,,,N/m^2,,,,citation311,grant,7/15/2016
17568,Coenocorypha huegeli,aspect ratio,,,,span^2/wing area,,,,citation311,grant,7/15/2016
17569,Coenocorypha huegeli,first year survival,,,,%,,,,citation311,grant,7/15/2016
17570,Coenocorypha huegeli,second year survival,,,,%,,,,citation311,grant,7/15/2016
17571,Coenocorypha huegeli,survival to breeding,,,,%,,,,citation311,grant,7/15/2016
17572,Coenocorypha huegeli,age first breed,,,,yrs,,,,citation311,grant,7/15/2016
17573,Coenocorypha huegeli,migration distance,,,,km,,,,citation311,grant,7/15/2016
17574,Coenocorypha huegeli,wingspan,,,,cm,,,,citation311,grant,7/15/2016
17575,Coenocorypha huegeli,max age,,,,yrs,,,,citation311,grant,7/15/2016
17576,Coenocorypha huegeli,annual survival,,,,%,,,,citation311,grant,7/15/2016
17577,Coenocorypha huegeli,foraging distance,,,,km,,,,citation311,grant,7/15/2016
17578,Coenocorypha iredalei,female mass,,,,Kg,,,,citation311,grant,7/15/2016
17579,Coenocorypha iredalei,male mass,,,,Kg,,,,citation311,grant,7/15/2016
17580,Coenocorypha iredalei,culmen,,,,mm,,,,citation311,grant,7/15/2016
17581,Coenocorypha iredalei,tarsus,,,,mm,,,,citation311,grant,7/15/2016
17582,Coenocorypha iredalei,tail,,,,mm,,,,citation311,grant,7/15/2016
17583,Coenocorypha iredalei,bmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17584,Coenocorypha iredalei,rmr,,,,kJ/d,,,,citation311,grant,7/15/2016
17585,Coenocorypha iredalei,dee,,,,kJ/d/Kg,,,,citation311,grant,7/15/2016
17586,Coenocorypha iredalei,clutch size,,,,N/A,,,,citation311,grant,7/15/2016
17587,Coenocorypha iredalei,egg mass,,,,g,,,,citation311,grant,7/15/2016
17588,Coenocorypha iredalei,incubation period,,,,d,,,,citation311,grant,7/15/2016
17589,Coenocorypha iredalei,fledging period,,,,d,,,,citation311,grant,7/15/2016
17590,Coenocorypha iredalei,reproductive success,,,,%,,,,citation311,grant,7/15/2016
17591,Coenocorypha iredalei,hatching success,,,,%,,,,citation311,grant,7/15/2016
