cnid,species_id,common_name_id,common_name
396,Larus genei,1,Slender-billed Gull
397,Larus glaucescens,1,Glaucous-winged Gull
398,Larus glaucoides,1,Iceland Gull
399,Larus hartlaubii,1,Hartlaub's Gull
400,Larus heermanni,1,Heermann's Gull
401,Larus hemprichii,1,Sooty Gull
402,Larus hemprichii,2,Hemprich's Gull
403,Larus hyperboreus,1,Glaucous Gull
404,Larus ichthyaetus,1,Pallas's Gull
405,Larus ichthyaetus,2,Great Black-headed Gull
406,Larus leucophthalmus,1,White-eyed Gull
407,Larus livens,1,Yellow-footed Gull
408,Larus maculipennis,1,Brown-hooded Gull
409,Larus marinus,1,Great Black-backed Gull
410,Larus marinus,2,Greater Black-backed Gull
411,Larus melanocephalus,1,Mediterranean Gull
412,Larus michahellis,1,Yellow-legged Gull
413,Larus modestus,1,Grey Gull
414,Larus novaehollandiae,1,Silver Gull
415,Larus occidentalis,1,Western Gull
416,Larus pacificus,1,Pacific Gull
417,Larus philadelphia,1,Bonaparte's Gull
418,Larus pipixcan,1,Franklin's Gull
419,Larus relictus,1,Relict Gull
420,Larus ridibundus,1,Black-headed Gull
421,Larus ridibundus,2,Common Black-headed Gull
422,Larus schistisagus,1,Slaty-backed Gull
423,Larus scopulinus,1,Red-billed Gull
424,Larus scoresbii,1,Dolphin Gull
425,Larus serranus,1,Andean Gull
426,Larus smithsonianus,1,Arctic Herring Gull
427,Larus smithsonianus,2,American Herring Gull
428,Larus thayeri,1,Thayer's Gull
429,Onychoprion aleuticus,1,Aleutian Tern
430,Onychoprion anaethetus,1,Bridled Tern
431,Onychoprion fuscatus,1,Sooty Tern
432,Onychoprion lunatus,1,Grey-backed Tern
433,Onychoprion lunatus,2,Spectacled Tern
434,Pagophila eburnea,1,Ivory Gull
435,Phaetusa simplex,1,Large-billed Tern
436,Procelsterna albivitta,1,Grey Noddy
437,Procelsterna cerulea,1,Blue Noddy
438,Rhodostethia rosea,1,Ross's Gull
439,Rissa brevirostris,1,Red-legged Kittiwake
440,Rissa tridactyla,1,Black-legged Kittiwake
441,Rissa tridactyla,2,Kittiwake
442,Rynchops albicollis,1,Indian Skimmer
443,Rynchops flavirostris,1,African Skimmer
444,Rynchops niger,1,Black Skimmer
445,Saundersilarus saundersi,1,Saunders's Gull
446,Saundersilarus saundersi,2,Chinese Black-headed Gull
447,Sterna acuticauda,1,Black-bellied Tern
448,Sterna aurantia,1,River Tern
449,Sterna dougallii,1,Roseate Tern
450,Sterna forsteri,1,Forster's Tern
451,Sterna hirundinacea,1,South American Tern
452,Sterna hirundo,1,Common Tern
453,Sterna paradisaea,1,Arctic Tern
454,Sterna repressa,1,White-cheeked Tern
455,Sterna striata,1,White-fronted Tern
456,Sterna sumatrana,1,Black-naped Tern
457,Sterna trudeaui,1,Snowy-crowned Tern
458,Sterna trudeaui,2,Trudeau's Tern
459,Sterna virgata,1,Kerguelen Tern
460,Sterna vittata,1,Antarctic Tern
461,Sternula albifrons,1,Little Tern
462,Sternula antillarum,1,Least Tern
463,Sternula balaenarum,1,Damara Tern
464,Sternula lorata,1,Peruvian Tern
465,Sternula nereis,1,Fairy Tern
466,Sternula saundersi,1,Saunders's Tern
467,Sternula saundersi,2,Saunders' Little Tern
468,Sternula superciliaris,1,Yellow-billed Tern
469,Thalasseus bengalensis,1,Lesser Crested Tern
470,Thalasseus bergii,1,Greater Crested Tern
471,Thalasseus bergii,2,Crested Tern
472,Thalasseus bergii,3,Swift Tern
473,Thalasseus bernsteini,1,Chinese Crested Tern
474,Thalasseus elegans,1,Elegant Tern
475,Thalasseus maximus,1,Royal Tern
476,Thalasseus sandvicensis acuflavida,1,Sandwich Tern
477,Thalasseus sandvicensis eurygnatha,1,Cayenne Tern
478,Xema sabini,1,Sabine's Gull
479,Fregetta grallaria,1,White-bellied Storm-petrel
480,Fregetta maoriana,1,New Zealand Storm-petrel 
481,Fregetta tropica,1,Black-bellied Storm-petrel
482,Garrodia nereis,1,Grey-backed Storm-petrel
483,Nesofregetta fuliginosa,1,Polynesian Storm-petrel
484,Nesofregetta fuliginosa,2,White-throated Storm Petrel
485,Oceanites gracilis,1,White-vented Storm-petrel
486,Oceanites gracilis,2,Elliot's Storm-Petrel
487,Oceanites gracilis galapagoensis,1,Galapagos White-vented Storm-petrel
488,Oceanites gracilis galapagoensis,2,Galapagos Elliot's Storm-Petrel
489,Oceanites oceanicus,1,Wilson's Storm-petrel
490,Oceanites oceanicus chilensis,1,Fuegian Wilson's Storm-petrel
491,Oceanites oceanicus exasperatus,1,Signey South Orkney Wilson's Storm-petrel
492,Oceanites oceanicus oceanicus,1,Crozet Wilson's Storm-petrel
493,Oceanites pincoyae,1,Pincoya Storm-petrel
494,Pelagodroma marina,1,White-faced Storm-petrel
495,Pedionomus torquatus,1,Plains-wanderer
496,Pelecanus conspicillatus,1,Australian Pelican
497,Pelecanus crispus,1,Dalmatian Pelican
498,Pelecanus erythrorhynchos,1,American White Pelican
499,Pelecanus occidentalis,1,Brown Pelican
500,Pelecanus onocrotalus,1,Great White Pelican
501,Pelecanus onocrotalus,2,White Pelican
502,Pelecanus philippensis,1,Spot-billed Pelican
503,Pelecanus philippensis,2,Grey Pelican
504,Pelecanus rufescens,1,Pink-backed Pelican
505,Pelecanus thagus,1,Peruvian Pelican
506,Phaethon aethereus,1,Red-billed Tropicbird
507,Phaethon lepturus,1,White-tailed Tropicbird
508,Phaethon rubricauda,1,Red-tailed Tropicbird
509,Microcarbo africanus,1,Long-tailed Cormorant
510,Microcarbo coronatus,1,Crowned Cormorant
511,Microcarbo melanoleucos,1,Little Pied Cormorant
512,Microcarbo melanoleucos,2,Little Shag
513,Microcarbo niger,1,Little Cormorant
514,Microcarbo pygmaeus,1,Pygmy Cormorant
515,Phalacrocorax bransfieldensis,1,Antarctic shag
516,Phalacrocorax georgianus,1,South Georgia shag
517,Phalacrocorax aristotelis,1,European Shag
518,Phalacrocorax aristotelis,2,Shag
519,Phalacrocorax atriceps,1,Imperial Shag
520,Phalacrocorax auritus,1,Double-crested Cormorant
521,Phalacrocorax bougainvilliorum,1,Guanay Cormorant
522,Phalacrocorax brasilianus,1,Neotropical Cormorant
523,Phalacrocorax campbelli,1,Campbell Shag
524,Phalacrocorax capensis,1,Cape Cormorant
525,Phalacrocorax capillatus,1,Japanese Cormorant
526,Phalacrocorax carbo,1,Great Cormorant
527,Phalacrocorax carbo,2,Black shag
528,Phalacrocorax carbo,3,Cormorant
529,Phalacrocorax carbo,4,White-breasted Cormorant
530,Phalacrocorax carunculatus,1,New Zealand king shag
531,Phalacrocorax carunculatus,2,Rough-faced shag
532,Phalacrocorax chalconotus,1,Stewart Island shag
533,Phalacrocorax chalconotus,2,Bronze shag
534,Phalacrocorax chalconotus,3,Stewart shag
535,Phalacrocorax colensoi,1,Auckland Island shag
536,Phalacrocorax colensoi,2,Auckland Shag
537,Phalacrocorax featherstoni,1,Pitt Island shag
538,Phalacrocorax featherstoni,2,Pitt Shag
539,Phalacrocorax fuscescens,1,Black-faced Cormorant
540,Phalacrocorax fuscicollis,1,Indian Cormorant
541,Phalacrocorax gaimardi,1,Red-legged Cormorant
542,Phalacrocorax harrisi,1,Flightless Cormorant
543,Phalacrocorax harrisi,2,Galapagos Cormorant
544,Phalacrocorax magellanicus,1,Rock Shag
545,Phalacrocorax magellanicus,2,Magellan Cormorant
546,Phalacrocorax neglectus,1,Bank Cormorant
547,Phalacrocorax nigrogularis,1,Socotra Cormorant
548,Phalacrocorax onslowi,1, Chatham Island Shag
549,Phalacrocorax onslowi,2,Chatham shag
550,Phalacrocorax pelagicus,1,Pelagic Cormorant
551,Phalacrocorax pelagicus,2,Resplendent cormorant
552,Phalacrocorax pelagicus,3,Baird's cormorant
553,Phalacrocorax pelagicus,4,Pelagic shag
554,Phalacrocorax pelagicus,5,Kenyon's Shag
555,Phalacrocorax penicillatus,1,Brandt's Cormorant
556,Phalacrocorax penicillatus,2,Townsend's Cormorant
557,Phalacrocorax penicillatus,3,Pencilled Cormorant
558,Phalacrocorax penicillatus,4,Brown Cormorant
559,Phalacrocorax penicillatus,5,Tufted Cormorant
560,Phalacrocorax perspicillatus,1,Spectacled Cormorant
561,Phalacrocorax punctatus,1,Spotted Shag
562,Phalacrocorax ranfurlyi,1, Bounty Island Shag
563,Phalacrocorax ranfurlyi,2,Bounty Shag
564,Phalacrocorax sulcirostris,1,Little Black Cormorant
565,Phalacrocorax sulcirostris,2,Little Black Shag
566,Phalacrocorax urile,1,Red-faced Cormorant
567,Phalacrocorax varius,1,Great Pied Cormorant
568,Phalacrocorax varius,2,Pied Cormorant
569,Phalacrocorax varius,3,Australian Pied Cormorant
570,Phalacrocorax varius,4,Pied Shag
571,Phalacrocorax verrucosus,1,Kerguelen Shag
572,Pluvianellus socialis,1,Magellanic Plover
573,Pluvianus aegyptius,1,Egyptian Plover
574,Pluvianus aegyptius,2,Crocodile-bird
575,Aphrodroma brevirostris,1,Kerguelen Petrel
576,Ardenna bulleri,1,Buller's Shearwater
577,Ardenna carneipes,1,Flesh-footed Shearwater
578,Ardenna creatopus,1,Pink-footed Shearwater
579,Ardenna gravis,1,Great Shearwater
580,Ardenna gravis,2,Greater Shearwater
581,Ardenna grisea,1,Sooty Shearwater
582,Ardenna pacifica,1,Wedge-tailed Shearwater
583,Ardenna tenuirostris,1,Short-tailed Shearwater
584,Bulweria bifax,1,Small St Helena Petrel
585,Bulweria bifax,2,St. Helena Bulwer's Petrel
586,Bulweria bulwerii,1,Bulwer's Petrel
587,Bulweria fallax,1,Jouanin's Petrel
588,Calonectris borealis,1,Cory's Shearwater
589,Calonectris diomedea,1,Scopoli's Shearwater
590,Calonectris edwardsii,1,Cape Verde Shearwater
591,Calonectris leucomelas,1,Streaked Shearwater
592,Daption capense,1,Cape Petrel
593,Daption capense,2,Pintado Petrel
594,Daption capense,3,Cape Pigeon
595,Fulmarus glacialis,1,Northern Fulmar
596,Fulmarus glacialis,2,Fulmar
597,Fulmarus glacialoides,1,Southern Fulmar
598,Fulmarus glacialoides,2,Antarctic Fulmar
599,Halobaena caerulea,1,Blue Petrel
600,Macronectes giganteus,1,Southern Giant Petrel
601,Macronectes giganteus,2,Antarctic Giant-Petrel
602,Macronectes halli,1,Northern Giant Petrel
603,Macronectes halli,2,Hall's Giant-Petrel
604,Pachyptila belcheri,1,Slender-billed Prion
605,Pachyptila belcheri,2,Slender-billed Prion
606,Pachyptila crassirostris,1,Fulmar Prion
607,Pachyptila desolata,1,Antarctic Prion
608,Pachyptila desolata,2,Dove Prion
609,Pachyptila salvini,1,Salvin's Prion
610,Pachyptila turtur,1,Fairy Prion
611,Pachyptila vittata,1,Broad-billed Prion
612,Pagodroma nivea,1,Snow Petrel
613,Pelecanoides garnotii,1,Peruvian Diving-petrel
614,Pelecanoides georgicus,1,South Georgia Diving-petrel
615,Pelecanoides magellani,1,Magellanic Diving-petrel
616,Pelecanoides urinatrix,1,Common Diving-petrel
617,Pelecanoides urinatrix exsul,1,Kerguelen Common Diving-petrel
618,Procellaria aequinoctialis,1,White-chinned Petrel
619,Procellaria cinerea,1,Grey Petrel
620,Procellaria cinerea,2,Pediunker
621,Procellaria cinerea,3,Grey Shearwater
622,Procellaria conspicillata,1,Spectacled Petrel
623,Procellaria parkinsoni,1,Black Petrel
624,Procellaria parkinsoni,2,Black (Parkinson's) Petrel
625,Procellaria westlandica,1,Westland Petrel
626,Procellaria westlandica,2,Westland Black Petrel
627,Pseudobulweria aterrima,1,Mascarene Petrel
628,Pseudobulweria aterrima,2,Reunion Petrel
629,Pseudobulweria becki,1,Beck's Petrel
630,Pseudobulweria macgillivrayi,1,Fiji Petrel
631,Pseudobulweria macgillivrayi,2,MacGillivray's Petrel
632,Pseudobulweria rostrata,1,Tahiti Petrel
633,Pterdroma occulta,1,Vanuatu Petrel
634,Pterodroma alba,1,Phoenix Petrel
635,Pterodroma arminjoniana,1,Trindade Petrel
636,Pterodroma arminjoniana,2,Herald Petrel
637,Pterodroma atrata,1,Henderson Petrel
638,Pterodroma axillaris,1,Chatham Petrel
639,Pterodroma axillaris,2,Chatham Islands Petrel
640,Pterodroma baraui,1,Barau's Petrel
641,Pterodroma brevipes,1,Collared Petrel
642,Pterodroma cahow,1,Bermuda Petrel
643,Pterodroma cahow,2,Cahow
644,Pterodroma caribbaea,1,Jamaican Petrel
645,Pterodroma cervicalis,1,White-necked Petrel
646,Pterodroma cervicalis,2,White-naped Petrel
647,Pterodroma cookii,1,Cook's Petrel
648,Pterodroma defilippiana,1,Masatierra Petrel
649,Pterodroma defilippiana,2,Defilippi's Petrel
650,Pterodroma deserta,1,Desertas Petrel
651,Pterodroma externa,1,Juan Fernandez Petrel
652,Pterodroma feae,1,Cape Verde Petrel
653,Pterodroma gouldi,1,Grey-faced Petrel
654,Pterodroma hasitata,1,Black-capped Petrel
655,Pterodroma heraldica,1,Herald Petrel
656,Pterodroma hypoleuca,1,Bonin Petrel
657,Pterodroma incerta,1,Atlantic Petrel
658,Pterodroma inexpectata,1,Mottled Petrel
659,Pterodroma lessonii,1,White-headed Petrel
660,Pterodroma leucoptera,1,White-winged Petrel
661,Pterodroma leucoptera,2,Collared Petrel
662,Pterodroma longirostris,1,Stejneger's Petrel
663,Pterodroma macroptera,1,Great-winged Petrel
664,Pterodroma madeira,1,Zino's Petrel
665,Pterodroma madeira,2,Freira
666,Pterodroma madeira,3,Madeira Petrel
667,Pterodroma magentae,1,Magenta Petrel
668,Pterodroma magentae,2,Chatham Island Taiko
669,Pterodroma mollis,1,Soft-plumaged Petrel
670,Pterodroma neglecta,1,Kermadec Petrel
671,Pterodroma nigripennis,1,Black-winged Petrel
672,Pterodroma phaeopygia,1,Galapagos Petrel
673,Pterodroma phaeopygia,2,Dark-rumped Petrel
674,Pterodroma pycrofti,1,Pycroft's Petrel
675,Pterodroma rupinarum,1,Large St Helena Petrel
676,Pterodroma rupinarum,2,St Helena Gadfly Petrel
677,Pterodroma sandwichensis,1,Hawaiian Petrel
678,Pterodroma solandri,1,Providence Petrel
679,Pterodroma ultima,1,Murphy's Petrel
680,Puffinus assimilis,1,Little Shearwater
681,Puffinus auricularis,1,Townsend's Shearwater
682,Puffinus bailloni,1,Tropical Shearwater
683,Puffinus bannermani,1,Bannerman's Shearwater
684,Puffinus bryani,1,Bryan's Shearwater
685,Puffinus elegans,1,Subantarctic Shearwater
686,Puffinus gavia,1,Fluttering Shearwater
687,Puffinus heinrothi,1,Heinroth's Shearwater
688,Puffinus huttoni,1,Hutton's Shearwater
689,Puffinus lherminieri,1,Audubon's Shearwater
690,Puffinus mauretanicus,1,Balearic Shearwater
691,Puffinus nativitatis,1,Christmas Shearwater
692,Puffinus newelli,1,Newell's Shearwater
693,Puffinus opisthomelas,1,Black-vented Shearwater
694,Puffinus persicus,1,Persian Shearwater
695,Puffinus puffinus,1,Manx Shearwater
696,Puffinus subalaris,1,Galapagos Shearwater
697,Puffinus yelkouan,1,Yelkouan Shearwater
698,Thalassoica antarctica,1,Antarctic Petrel
699,Cladorhynchus leucocephalus,1,Banded Stilt
700,Himantopus himantopus,1,Black-winged Stilt
701,Himantopus novaezelandiae,1,Black Stilt
702,Recurvirostra americana,1,American Avocet
703,Recurvirostra andina,1,Andean Avocet
704,Recurvirostra avosetta,1,Pied Avocet
705,Recurvirostra avosetta,2,Avocet
706,Recurvirostra novaehollandiae,1,Red-necked Avocet
707,Recurvirostra novaehollandiae,2,Australian Red-necked Avocet
708,Nycticryphes semicollaris,1,South American Painted-snipe
709,Nycticryphes semicollaris,2,American Painted-snipe
710,Rostratula australis,1,Australian Painted-snipe
711,Rostratula benghalensis,1,Greater Painted-snipe
712,Rostratula benghalensis,2,Painted Snipe
713,Actitis hypoleucos,1,Common Sandpiper
714,Actitis macularius,1,Spotted Sandpiper
715,Arenaria interpres,1,Ruddy Turnstone
716,Arenaria interpres,2,Turnstone
717,Arenaria melanocephala,1,Black Turnstone
718,Bartramia longicauda,1,Upland Sandpiper
719,Calidris acuminata,1,Sharp-tailed Sandpiper
720,Calidris alba,1,Sanderling
721,Calidris alpina,1,Dunlin
722,Calidris bairdii,1,Baird's Sandpiper
723,Calidris canutus,1,Red Knot
724,Calidris canutus,2,Knot
725,Calidris canutus,3,Lesser Knot
726,Calidris falcinellus,1,Broad-billed Sandpiper
727,Calidris ferruginea,1,Curlew Sandpiper
728,Calidris fuscicollis,1,White-rumped Sandpiper
729,Calidris himantopus,1,Stilt Sandpiper
730,Calidris maritima,1,Purple Sandpiper
731,Calidris mauri,1,Western Sandpiper
732,Calidris melanotos,1,Pectoral Sandpiper
733,Calidris minuta,1,Little Stint
734,Calidris minutilla,1,Least Sandpiper
735,Calidris ptilocnemis,1,Rock Sandpiper
736,Calidris pugnax,1,Ruff
737,Calidris pusilla,1,Semipalmated Sandpiper
738,Calidris pygmaea,1,Spoon-billed Sandpiper
739,Calidris pygmaea,2,Spoonbill Sandpiper
740,Calidris ruficollis,1,Red-necked Stint
741,Calidris ruficollis,2,Rufous-necked Stint
742,Calidris subminuta,1,Long-toed Stint
743,Calidris subruficollis,1,Buff-breasted Sandpiper
744,Calidris temminckii,1,Temminck's Stint
745,Calidris tenuirostris,1,Great Knot
746,Calidris virgata,1,Surfbird
747,Coenocorypha aucklandica,1,Auckland Snipe
748,Coenocorypha aucklandica,2,New Zealand Snipe
749,Coenocorypha aucklandica,3,Subantarctic Snipe
750,Coenocorypha barrierensis,1,North Island Snipe
751,Coenocorypha huegeli,1,Snares Snipe
752,Coenocorypha iredalei,1,South Island Snipe
753,Coenocorypha pusilla,1,Chatham Snipe
754,Coenocorypha pusilla,2,Chatham Islands Snipe
755,Gallinago andina,1,Puna Snipe
756,Gallinago delicata,1,Wilson's Snipe
757,Gallinago gallinago,1,Common Snipe
758,Gallinago hardwickii,1,Latham's Snipe
759,Gallinago hardwickii,2,Japanese Snipe
760,Gallinago imperialis,1,Imperial Snipe
761,Gallinago jamesoni,1,Andean Snipe
762,Gallinago macrodactyla,1,Madagascar Snipe
763,Gallinago media,1,Great Snipe
764,Gallinago megala,1,Swinhoe's Snipe
765,Gallinago nemoricola,1,Wood Snipe
766,Gallinago nigripennis,1,African Snipe
767,Gallinago nigripennis,2,Ethiopian Snipe
768,Gallinago nobilis,1,Noble Snipe
769,Gallinago paraguaiae,1,South American Snipe
770,Gallinago solitaria,1,Solitary Snipe
771,Gallinago stenura,1,Pintail Snipe
772,Gallinago stenura,2,Pin-tailed Snipe
773,Gallinago stricklandii,1,Fuegian Snipe
774,Gallinago undulata,1,Giant Snipe
775,Limnodromus griseus,1,Short-billed Dowitcher
776,Limnodromus scolopaceus,1,Long-billed Dowitcher
777,Limnodromus semipalmatus,1,Asian Dowitcher
778,Limnodromus semipalmatus,2,Asiatic Dowitcher
779,Limosa fedoa,1,Marbled Godwit
780,Limosa haemastica,1,Hudsonian Godwit
781,Limosa lapponica,1,Bar-tailed Godwit
782,Limosa limosa,1,Black-tailed Godwit
783,Lymnocryptes minimus,1,Jack Snipe
784,Numenius americanus,1,Long-billed Curlew
785,Numenius arquata,1,Eurasian Curlew
786,Numenius arquata,2,Curlew
787,Numenius borealis,1,Eskimo Curlew
788,Numenius madagascariensis,1,Far Eastern Curlew
789,Numenius madagascariensis,2,Eastern Curlew
790,Numenius minutus,1,Little Curlew
791,Numenius minutus,2,Little Whimbrel
792,Numenius phaeopus,1,Whimbrel
793,Numenius tahitiensis,1,Bristle-thighed Curlew
794,Numenius tenuirostris,1,Slender-billed Curlew
795,Phalaropus fulicarius,1,Red Phalarope
796,Phalaropus fulicarius,2,Grey Phalarope
