fid,ord,fam,genus,species,subspecies,genus_species,species_id,synonyms,common_name_1,common_name_2,common_name_3,common_name_4,common_name_5,common_name_6,iucn_status,red_list_criteria,year_assessed,population_trend,total_population,breeding_dist,nest_locations,hatchling_type,feature_id,species_id,female_mass_mean,female_mass_lower,female_mass_upper,female_mass_uncertainty,male_mass_mean,male_mass_lower,male_mass_upper,male_mass_uncertainty,culmen,tarsus,tail,bmr,rmr,dee,clutch_size_mean,clutch_size_lower,clutch_size_upper,clutch_size_uncertainty,egg_mass,incubation_mean,incubation_period_lower,incubation_period_upper,incubation_period_uncertainty,fledging_period_mean,fledging_period_lower,fledging_period_upper,fledging_period_uncertainty,reproductive_success,hatching_success,fledging_success,max_growth_mean,max_growth_lower,max_growth_upper,max_growth_uncertainty,feeds_per_day,post_fledge_care_mean,post_fledge_care_lower,post_fledge_care_upper,post_fledge_care_uncertainty,fledgling_mass,ratio_fledgling_to_adult,wing_loading,aspect_ratio,first_year_survival,second_year_survival,survival_to_breeding,age_first_breed_mean,age_first_breed_lower,age_first_breed_upper,age_first_breed_uncertainty,foraging_distance,migration_distance,wingspan_mean,wingspan_lower,wingspan_upper,wingspan_uncertainty,max_age_mean,max_age_lower,max_age_upper,max_age_uncertainty,annual_survival_mean,annual_survival_lower,annual_survival_upper,annual_survival_uncertainty,mate_fidelity,site_fidelity,coloniality,username,dt
565,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,aucklandica,,Coenocorypha aucklandica,Coenocoryphaaucklandica,,Auckland Snipe, New Zealand Snipe, Subantarctic Snipe,,,,NT,,2014,increasing,,,,,565,Coenocoryphaaucklandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
567,CHARADRIIFORMES,SCOLOPACIDAE,Coenocorypha,huegeli,,Coenocorypha huegeli,Coenocoryphahuegeli,,Snares Snipe,,,,,,NT,,2014,increasing,,,,,567,Coenocoryphahuegeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
574,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,imperialis,,Gallinago imperialis,Gallinagoimperialis,,Imperial Snipe,,,,,,NT,,2012,decreasing,,,,,574,Gallinagoimperialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
577,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,media,,Gallinago media,Gallinagomedia,,Great Snipe,,,,,,NT,,2012,decreasing,,,,,577,Gallinagomedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
581,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,nobilis,,Gallinago nobilis,Gallinagonobilis,,Noble Snipe,,,,,,NT,,2012,decreasing,,,,,581,Gallinagonobilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
585,CHARADRIIFORMES,SCOLOPACIDAE,Gallinago,stricklandii,,Gallinago stricklandii,Gallinagostricklandii,,Fuegian Snipe,,,,,,NT,,2012,decreasing,,,,,585,Gallinagostricklandii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
589,CHARADRIIFORMES,SCOLOPACIDAE,Limnodromus,semipalmatus,,Limnodromus semipalmatus,Limnodromussemipalmatus,,Asian Dowitcher, Asiatic Dowitcher,,,,,NT,,2012,decreasing,,,,,589,Limnodromussemipalmatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
593,CHARADRIIFORMES,SCOLOPACIDAE,Limosa,limosa,,Limosa limosa,Limosalimosa,,Black-tailed Godwit,,,,,,NT,,2012,decreasing,,,,,593,Limosalimosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
596,CHARADRIIFORMES,SCOLOPACIDAE,Numenius,arquata,,Numenius arquata,Numeniusarquata,,Eurasian Curlew, Curlew,,,,,NT,,2012,decreasing,,,,,596,Numeniusarquata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
610,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,celebensis,,Scolopax celebensis,Scolopaxcelebensis,,Sulawesi Woodcock,,,,,,NT,,2012,decreasing,,,,,610,Scolopaxcelebensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
616,CHARADRIIFORMES,SCOLOPACIDAE,Scolopax,saturata,,Scolopax saturata,Scolopaxsaturata,,Javan Woodcock,,,,,,NT,,2013,decreasing,,,,,616,Scolopaxsaturata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
618,CHARADRIIFORMES,SCOLOPACIDAE,Tringa,brevipes,,Tringa brevipes,Tringabrevipes,Heteroscelus brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes|Tringa brevipes,Grey-tailed Tattler, Siberian (Grey-tailed) Tattler, Gray-tailed Tattler,,,,NT,,2014,decreasing,,,,,618,Tringabrevipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
633,SPHENISCIFORMES,SPHENISCIDAE,Aptenodytes,forsteri,,Aptenodytes forsteri,Aptenodytesforsteri,,Emperor Penguin,,,,,,NT,,2012,stable,,P,None,SA,633,Aptenodytesforsteri,30,,,,38,,,,,,,,,,1,,,,450,,62,67,,,147,190,,,,,113,,,,,,,,,13,,,,19,,,5,3,9,,OS,,,,,,,,,,,92,95,,,,,grant,27/06/2016
644,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,adeliae,,Pygoscelis adeliae,Pygoscelisadeliae,,Adelie Penguin,,,,,,NT,,2012,increasing,,P,O,SA,644,Pygoscelisadeliae,4.7,,,,5,,,,,,,,,,1.9,1,2,,120,,31,38,,,41,60,,,,,116,,,,,0,,,,4.2,,,,51,,,,3,6,,NS+,,,,,,,,,,89,,,,,,,grant,27/06/2016
646,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,papua,,Pygoscelis papua,Pygoscelispapua,,Gentoo Penguin,,,,,,NT,,2012,decreasing,,"P,SP",O,SA,646,Pygoscelispapua,5.15,,,,5.58,,,,,,,,,,2,,,,133,,35,36,,,74,100,,,,,85,,,,,,5,50,,5.3,,,,27-59,,,2,,,,NS,,,,,,,,,,80,,,,,,,grant,27/06/2016
649,SPHENISCIFORMES,SPHENISCIDAE,Spheniscus,magellanicus,,Spheniscus magellanicus,Spheniscusmagellanicus,,Magellanic Penguin,,,,,,NT,,2012,decreasing,,Tm,Bu,SA,649,Spheniscusmagellanicus,,2.7,4.1,,,2.9,4.8,,,,,,,,2,,,,,40,,,,,60,100,,,,,,,,,,0,,,,,,,,,,,2,,,,NS,,,,,,,,,,85,,,,,,,grant,27/06/2016
682,PELECANIFORMES,THRESKIORNITHIDAE,Lophotibis,cristata,,Lophotibis cristata,Lophotibiscristata,,Madagascar Crested Ibis, White-winged Ibis, Madagascar Ibis,,,,NT,,2012,decreasing,,,,,682,Lophotibiscristata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
698,PELECANIFORMES,THRESKIORNITHIDAE,Theristicus,branickii,,Theristicus branickii,Theristicusbranickii,,Andean Ibis,,,,,,NT,,2014,decreasing,,,,,698,Theristicusbranickii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
704,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,melanocephalus,,Threskiornis melanocephalus,Threskiornismelanocephalus,,Black-headed Ibis,,,,,,NT,,2012,decreasing,,,,,704,Threskiornismelanocephalus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
713,CHARADRIIFORMES,TURNICIDAE,Turnix,melanogaster,,Turnix melanogaster,Turnixmelanogaster,,Black-breasted Buttonquail, Black-breasted Button-quail,,,,,NT,,2012,decreasing,,,,,713,Turnixmelanogaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
20,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,craveri,,Synthliboramphus craveri,Synthliboramphuscraveri,Brachyramphus craveri craveri|Brachyramphus craveri craveri,Craveri's Murrelet,,,,,,VU,"B2ab(iii,v);C2a(ii)",2012,decreasing,,STr,Cr,P,20,Synthliboramphuscraveri,0.15,0.136,0.15,,,0.136,0.15,,,,,,,,2,,,,35,,,,,2,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,grant,27/06/2016
22,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,scrippsi,,Synthliboramphus scrippsi,Synthliboramphusscrippsi,,Scripps's Murrelet,,,,,,VU,"B2ab(iv,v)",2014,decreasing,,,,,22,Synthliboramphusscrippsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
23,CHARADRIIFORMES,ALCIDAE,Synthliboramphus,wumizusume,,Synthliboramphus wumizusume,Synthliboramphuswumizusume,,Japanese Murrelet, Crested Murrelet,,,,,VU,A2cde+3cde+4cde;C2a(ii),2012,decreasing,,Tm,"Cr,Bu",P,23,Synthliboramphuswumizusume,0.183,,,,0.183,,,,,,,,,,2,1,2,,,32,31,33,,2,,,,,,,,,,,,30,,,ca,22,,,,,,,,,,,NS+,,,,,,,,,,,,,,,,,grant,27/06/2016
30,PELECANIFORMES,ARDEIDAE,Agamia,agami,,Agamia agami,Agamiaagami,,Agami Heron,,,,,,VU,A3c,2012,unknown,,,,,30,Agamiaagami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
61,PELECANIFORMES,ARDEIDAE,Egretta,eulophotes,,Egretta eulophotes,Egrettaeulophotes,,Chinese Egret,,,,,,VU,C2a(i),2012,decreasing,,,,,61,Egrettaeulophotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
70,PELECANIFORMES,ARDEIDAE,Egretta,vinaceigula,,Egretta vinaceigula,Egrettavinaceigula,,Slaty Egret,,,,,,VU,C2a(ii),2013,decreasing,,,,,70,Egrettavinaceigula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
99,PELECANIFORMES,BALAENICIPITIDAE,Balaeniceps,rex,,Balaeniceps rex,Balaenicepsrex,,Shoebill, Whale-headed Stork,,,,,VU,C2a(ii),2012,decreasing,,,,,99,Balaenicepsrex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
110,CHARADRIIFORMES,CHARADRIIDAE,Anarhynchus,frontalis,,Anarhynchus frontalis,Anarhynchusfrontalis,,Wrybill,,,,,,VU,C2a(i),2012,decreasing,,,,,110,Anarhynchusfrontalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
139,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,thoracicus,,Charadrius thoracicus,Charadriusthoracicus,,Black-banded Plover, Black-banded Plover,,,,,VU,C2a(i),2012,decreasing,,,,,139,Charadriusthoracicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
155,CHARADRIIFORMES,CHARADRIIDAE,Thinornis,cucullatus,,Thinornis cucullatus,Thinorniscucullatus,Charadrius rubricollis rubricollis|Charadrius rubricollis rubricollis|Charadrius rubricollis rubricollis|Charadrius rubricollis rubricollis|Thinornis rubricollis,Hooded Plover, Hooded Dotterel,,,,,VU,C1,2014,decreasing,,,,,155,Thinorniscucullatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
184,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,antipodensis,,Diomedea antipodensis,Diomedeaantipodensis,,Antipodean Albatross,,,,,,VU,D2,2012,decreasing,,Tm,O,SP,184,Diomedeaantipodensis,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
186,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,epomophora,,Diomedea epomophora,Diomedeaepomophora,,Southern Royal Albatross, Royal Albatross,,,,,VU,D2,2012,stable,,"Tm,SP","O,SI",SP,186,Diomedeaepomophora,,8,10,,,8,10,,,,,,,,1,,,,616,,78,80,,241,,,,,,,83,,,,,0,,,,10.4,,,,,,,,7,11,,OS,,,,,,58,,,+,97,,,,,,,grant,27/06/2016
187,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,exulans,,Diomedea exulans,Diomedeaexulans,,Wandering Albatross,,,,,,VU,A4bd,2012,decreasing,,"Tm,SP",O,SP,187,Diomedeaexulans,,6,11,,,6,11,,,,,,,,1,,,,648,,75,83,,278,,,,,,,56,,,,,0,,,,11.5,,132,15.3,,,,9,7,11,,OS,,311,,,,35,,,,96,,,,,,,grant,27/06/2016
189,PROCELLARIIFORMES,DIOMEDEIDAE,Phoebastria,albatrus,,Phoebastria albatrus,Phoebastriaalbatrus,Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus|Diomedea albatrus albatrus,Short-tailed Albatross,,,,,,VU,D2,2012,increasing,,Tm,"O,Sl",SP,189,Phoebastriaalbatrus,,,,,,,,,,,,,,,1,,,,,,63,66,,180,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,213,229,,,,,,,,,,,,,grant,27/06/2016
200,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,eremita,,Thalassarche eremita,Thalassarcheeremita,,Chatham Albatross,,,,,,VU,D2,2012,increasing,,Tm,,SP,200,Thalassarcheeremita,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
201,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,impavida,,Thalassarche impavida,Thalassarcheimpavida,,Campbell Albatross,,,,,,VU,D2,2012,increasing,,Tm,,SP,201,Thalassarcheimpavida,2.7,,,,3.1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,10,,,,OS,,,,,,,,,,94.5,,,,,,,grant,27/06/2016
203,PROCELLARIIFORMES,DIOMEDEIDAE,Thalassarche,salvini,,Thalassarche salvini,Thalassarchesalvini,,Salvin's Albatross,,,,,,VU,D2,2012,unknown,,Tm,,SP,203,Thalassarchesalvini,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
207,SULIFORMES,FREGATIDAE,Fregata,aquila,,Fregata aquila,Fregataaquila,,Ascension Frigatebird, Ascension Is. Frigatebird,,,,,VU,D2,2012,unknown,,STr,O,A,207,Fregataaquila,1.25,,,,1.25,,,,,,,,,,1,,,,,,43,51,,180,,,ca,,,,,,,,,,90,120,,,,,,,,,,,,,OS,,,196,201,,,,,,,,,,,,,grant,27/06/2016
221,CHARADRIIFORMES,GLAREOLIDAE,Glareola,ocularis,,Glareola ocularis,Glareolaocularis,,Madagascar Pratincole,,,,,,VU,C2a(ii),2012,decreasing,,,,,221,Glareolaocularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
245,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,matsudairae,,Hydrobates matsudairae,Hydrobatesmatsudairae,Hydrobates matsudairae matsudairae|Oceanodroma matsudairae,Matsudaira's Storm-petrel,,,,,,VU,D2,2014,unknown,,STr,Bu,SP,245,Hydrobatesmatsudairae,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,grant,27/06/2016
249,PROCELLARIIFORMES,HYDROBATIDAE,Hydrobates,monteiroi,,Hydrobates monteiroi,Hydrobatesmonteiroi,Oceanodroma monteiroi,Monteiro's Storm-petrel ,,,,,,VU,D1+2,2013,stable,250 - 300,Tr (Azores),"Cr,Bu",,249,Hydrobatesmonteiroi,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
292,CHARADRIIFORMES,LARIDAE,Larus,fuliginosus,,Larus fuliginosus,Larusfuliginosus,,Lava Gull,,,,,,VU,D1,2012,increasing,,Tr,O,SP,292,Larusfuliginosus,,,,,,,,,,,,,,,2,,,,,33,,,,60,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
314,CHARADRIIFORMES,LARIDAE,Larus,relictus,,Larus relictus,Larusrelictus,,Relict Gull,,,,,,VU,D2,2012,decreasing,,Tm ,O,SP,314,Larusrelictus,,0.42,0.66,,,0.42,0.66,,,,,,,,2.6,2,3,,,,24,26,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
331,CHARADRIIFORMES,LARIDAE,Rissa,brevirostris,,Rissa brevirostris,Rissabrevirostris,,Red-legged Kittiwake,,,,,,VU,A2ac+3c+4ac,2013,decreasing,,"SP,Tm",Cl,SP,331,Rissabrevirostris,,0.32,0.38,,,0.38,0.42,,,,,,,881.7,1,1,2,,,,25,32,ca,,37,45,ca,,,,,,,,,,,,yes,,,,,,,,,,,,OS,,90,,,,19,,,,,,,,,,,grant,27/06/2016
333,CHARADRIIFORMES,LARIDAE,Rynchops,albicollis,,Rynchops albicollis,Rynchopsalbicollis,,Indian Skimmer,,,,,,VU,A2cde+3cde+4cde,2013,decreasing,,Tr,,,333,Rynchopsalbicollis,,,,,,,,,,,,,,,3,2,4,,,21,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,102,114,,,,,,,,,,,,,grant,27/06/2016
336,CHARADRIIFORMES,LARIDAE,Saundersilarus,saundersi,,Saundersilarus saundersi,Saundersilarussaundersi,Larus saundersi,Saunders's Gull, Chinese Black-headed Gull,,,,,VU,A3cde+4cde,2012,decreasing,,,O,SP,336,Saundersilarussaundersi,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
354,CHARADRIIFORMES,LARIDAE,Sternula,nereis,,Sternula nereis,Sternulanereis,Sterna nereis,Fairy Tern,,,,,,VU,C1,2012,decreasing,,"STr,Tr",,SP,354,Sternulanereis,0.057,,,,0.057,,,,,,,,,,1.7,1,2,,,,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,51,,,,,,,,,,,,,grant,27/06/2016
380,PELECANIFORMES,PELECANIDAE,Pelecanus,crispus,,Pelecanus crispus,Pelecanuscrispus,,Dalmatian Pelican,,,,,,VU,A2ce+3ce+4ce,2012,decreasing,,"Tm,STr",O,A,380,Pelecanuscrispus,,,7.25,10,,,9.5,12,,,,,,,,1,3,,,,31,34,,85,,,,,,,,,,,,,15,20,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
402,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,campbelli,,Phalacrocorax campbelli,Phalacrocoraxcampbelli,Leucocarbo campbelli campbelli,Campbell Shag,,,,,,VU,D2,2012,stable,,Tm,"O,Cl,Cr",A,402,Phalacrocoraxcampbelli,2,,,,,1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,105,,,,,,,,,,,,,,,grant,27/06/2016
406,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,carunculatus,,Phalacrocorax carunculatus,Phalacrocoraxcarunculatus,Leucocarbo carunculatus carunculatus,New Zealand king shag, Rough-faced shag,,,,,VU,D1+2,2012,stable,,Tm,"O,Sl",A,406,Phalacrocoraxcarunculatus,2.5,,,,2.5,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
407,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,chalconotus,,Phalacrocorax chalconotus,Phalacrocoraxchalconotus,Leucocarbo chalconotus chalconotus,Stewart Island shag, Bronze shag,Stewart shag,,,,VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v);C2a(i)",2012,decreasing,,Tm,"O,Sl",A,407,Phalacrocoraxchalconotus,,1.79,3.88,,,1.79,3.88,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,,,,,,,,,,,,,,,grant,27/06/2016
408,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,colensoi,,Phalacrocorax colensoi,Phalacrocoraxcolensoi,Leucocarbo colensoi colensoi,Auckland Island shag,Auckland Shag,,,,,VU,D2,2012,stable,,Tm,"O,Cl",A,408,Phalacrocoraxcolensoi,,,,,,,,,,,,,,,3,,,,,,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,105,,,,,,,,,,,,,,,grant,27/06/2016
413,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,harrisi,,Phalacrocorax harrisi,Phalacrocoraxharrisi,Nannopterum harrisi harrisi|Nannopterum harrisi harrisi,Flightless Cormorant, Galapagos Cormorant,,,,,VU,D2,2013,stable,,Tr,O,A,413,Phalacrocoraxharrisi,,2.5,2.9,,,3.8,4.1,,,,,,,,,2,4,,,35,,,,60,,,,,,,,,,,,,30,90,,,,,,,,,,,,,NS,,,,,,,,,,87.6,,,,,,,grant,27/06/2016
416,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,nigrogularis,,Phalacrocorax nigrogularis,Phalacrocoraxnigrogularis,,Socotra Cormorant,,,,,,VU,"A2bce+3ce+4bce;B2ab(i,ii,iii,iv,v)",2012,decreasing,,STr,,,416,Phalacrocoraxnigrogularis,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,,102,110,,,,,,,,,,,,,grant,27/06/2016
422,SULIFORMES,PHALACROCORACIDAE,Phalacrocorax,ranfurlyi,,Phalacrocorax ranfurlyi,Phalacrocoraxranfurlyi,Leucocarbo ranfurlyi ranfurlyi, Bounty Island Shag,Bounty Shag,,,,,VU,D1+2,2012,stable,,Tm,Cl,A,422,Phalacrocoraxranfurlyi,,2.3,2.9,,,2.3,2.9,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NS,OS",,,,,,,,,,,,,,,,,grant,27/06/2016
430,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,bulleri,,Ardenna bulleri,Ardennabulleri,Ardenna bulleri bulleri|Puffinus bulleri,Buller's Shearwater,,,,,,VU,D2,2012,stable,,STr,Bu,SP,430,Ardennabulleri,0.41,,,,0.41,,,,,,,,,,1,,,,,51,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,97,99,,,,,,,,,,,,,grant,27/06/2016
432,PROCELLARIIFORMES,PROCELLARIIDAE,Ardenna,creatopus,,Ardenna creatopus,Ardennacreatopus,Ardenna creatopus creatopus|Puffinus creatopus,Pink-footed Shearwater,,,,,,VU,D2,2012,unknown,,STr,Bu,SP,432,Ardennacreatopus,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,grant,27/06/2016
462,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,aequinoctialis,,Procellaria aequinoctialis,Procellariaaequinoctialis,,White-chinned Petrel,,,,,,VU,A4bcde,2012,decreasing,,"SP,Tm",Bu,SP,462,Procellariaaequinoctialis,1.28,,,,1.39,,,,,,,,,,1,,,,124,,57,62,,,87,106,,,,,24,,,,,,,,,1.85,,,,,,,6.5,,,,OS,,,134,147,,,,,,79,,,,,,,grant,27/06/2016
464,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,conspicillata,,Procellaria conspicillata,Procellariaconspicillata,,Spectacled Petrel,,,,,,VU,D2,2013,increasing,,Tm,Bu,SP,464,Procellariaconspicillata,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,,,,,,,,,,,,,,,grant,27/06/2016
465,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,parkinsoni,,Procellaria parkinsoni,Procellariaparkinsoni,,Black Petrel, Black Petrel, Black (Parkinson's) Petrel,,,,VU,D2,2012,stable,,Tm,Bu,SP,465,Procellariaparkinsoni,0.68,,,,0.72,,,,,,,,,,1,,,,,56,,,,,96,122,,,,,,,,,,0,,,,,,,,,,,,6,8,,OS,,115,,,,,,,,94,,,,,,,grant,27/06/2016
466,PROCELLARIIFORMES,PROCELLARIIDAE,Procellaria,westlandica,,Procellaria westlandica,Procellariawestlandica,,Westland Petrel, Westland Black Petrel,,,,,VU,D2,2012,stable,,Tm,Bu,SP,466,Procellariawestlandica,,1.1,1.2,,,1.2,1.3,,,,,,,,1,,,,,,51,68,,130,,,,,,,,,,,,0,,,,,,,,,,,12,,,,OS,8-9000km,,135,140,,,,,,,,,,,,,grant,27/06/2016
473,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,arminjoniana,,Pterodroma arminjoniana,Pterodromaarminjoniana,,Trindade Petrel, Herald Petrel,,,,,VU,D2,2012,stable,,"STr,Tr","Bu,Sl",SP,473,Pterodromaarminjoniana,,0.29,0.46,,,0.29,0.46,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OS,,,88,102,,,,,,,,,,,,,grant,27/06/2016
477,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,brevipes,,Pterodroma brevipes,Pterodromabrevipes,,Collared Petrel,,,,,,VU,C2a(i);D1,2012,decreasing,,Tr,"Sl,Cr,U",SP,477,Pterodromabrevipes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grant,27/06/2016
