sst_id,feature_id,species_id,cite_id
68,18,Ptychoramphusaleuticus,citation163
69,18,Ptychoramphusaleuticus,citation278
70,18,Ptychoramphusaleuticus,citation22
71,18,Ptychoramphusaleuticus,citation220
72,18,Ptychoramphusaleuticus,citation16
73,19,Synthliboramphusantiquus,citation102
74,19,Synthliboramphusantiquus,citation314
75,19,Synthliboramphusantiquus,citation96
76,20,Synthliboramphuscraveri,citation62
77,20,Synthliboramphuscraveri,citation314
78,20,Synthliboramphuscraveri,citation69
79,20,Synthliboramphuscraveri,citation189
80,21,Synthliboramphushypoleucus,citation126
81,21,Synthliboramphushypoleucus,citation314
82,21,Synthliboramphushypoleucus,citation76
83,22,Synthliboramphusscrippsi,citation194
84,23,Synthliboramphuswumizusume,citation126
85,23,Synthliboramphuswumizusume,citation189
86,24,Uriaaalge,citation269
87,24,Uriaaalge,citation314
88,24,Uriaaalge,citation124
89,24,Uriaaalge,citation125
90,24,Uriaaalge,citation16
91,24,Uriaaalge,citation35
92,24,Uriaaalge,citation236
93,24,Uriaaalge,citation43
94,24,Uriaaalge,citation162
95,25,Urialomvia,citation100
96,25,Urialomvia,citation314
97,25,Urialomvia,citation101
98,25,Urialomvia,citation98
99,25,Urialomvia,citation16
100,26,Anhingaanhinga,citation194
101,27,Anhingamelanogaster,citation194
102,28,Anhinganovaehollandiae,citation194
103,29,Anhingarufa,citation194
104,30,Agamiaagami,citation194
105,31,Ardeaalba,citation194
106,32,Ardeabrachyrhyncha,citation194
107,33,Ardeacinerea,citation194
108,34,Ardeacocoi,citation194
109,35,Ardeagoliath,citation194
110,36,Ardeaherodias,citation194
111,37,Ardeahumbloti,citation194
112,38,Ardeainsignis,citation194
113,39,Ardeaintermedia,citation194
114,40,Ardeamelanocephala,citation194
115,41,Ardeapacifica,citation194
116,42,Ardeaplumifera,citation194
117,43,Ardeapurpurea,citation194
118,44,Ardeasumatrana,citation194
119,45,Ardeolabacchus,citation194
120,46,Ardeolagrayii,citation194
121,47,Ardeolaidae,citation194
122,48,Ardeolaralloides,citation194
123,49,Ardeolarufiventris,citation194
124,50,Ardeolaspeciosa,citation194
125,51,Botauruslentiginosus,citation194
126,52,Botauruspinnatus,citation194
127,53,Botauruspoiciloptilus,citation194
128,54,Botaurusstellaris,citation194
129,55,Bubulcusibis,citation194
